pos	category	stereotype	lemma	level
n	pa	yes	avukatı	inclusive
n	or	no	fakir balık	conservative
n	asm	no	bakla	inclusive
n	cds	no	haylaz	inclusive
n	asm	no	çük	conservative
a	ddp	yes	bön	conservative
n	om	no	bazal	inclusive
n	cds	no	eşleştirici	inclusive
n	ps	yes	bitki ıslahı	inclusive
n	om	no	shirtlifter	inclusive
n	cds	no	yığınlar	inclusive
n	om	no	özürlü	conservative
n	dmc	yes	rezil	conservative
n	om	no	kaudal	inclusive
n	re	no	mafia	conservative
n	is	yes	zavallı	conservative
n	cds	no	fakir balık	conservative
n	ps	yes	jigaboo	conservative
n	cds	no	zayıf kimse	conservative
n	or	no	homofil hareketi	conservative
n	cds	no	narsizt	inclusive
n	an	no	yaban öküzü	inclusive
n	an	no	american bison	inclusive
n	pa	yes	muhasebeci	inclusive
n	ddp	yes	çenebaz	inclusive
n	om	no	lezbiyen	conservative
n	cds	no	demiryolu işçisi	inclusive
n	pa	yes	barbarlar	conservative
n	dmc	yes	ivır dallier	conservative
n	ddp	yes	geciktirmek	conservative
n	cds	no	övünen kimse	conservative
n	cds	no	dini fundamentalizm	inclusive
n	an	no	gyps fulvus	inclusive
n	ps	yes	mürekkeplilik	inclusive
n	om	no	finocchio	inclusive
n	an	no	kirli hüner	conservative
n	cds	no	topsy-turvyness	inclusive
n	cds	no	parti	inclusive
n	qas	no	husye	inclusive
n	dmc	yes	çocuk suçlu	conservative
n	ddp	yes	piç	conservative
n	or	no	kelem	inclusive
n	cds	no	ucuz roman	inclusive
n	an	no	amerika bizonu	inclusive
n	an	no	bufo bufo	inclusive
n	cds	no	haydut	inclusive
n	or	no	nick jr.	inclusive
n	cds	no	cosa nostra	inclusive
n	an	no	canis familiaris	inclusive
n	qas	no	İş kadını	inclusive
n	cds	no	içgrup	inclusive
n	an	no	asıl sırtlanlar	inclusive
n	om	no	leydi	inclusive
n	dmc	yes	sahtecilik	inclusive
n	cds	no	kibir	conservative
n	or	no	pislik	conservative
n	an	no	budala	conservative
n	an	no	şırfıntı	conservative
n	qas	no	profesyonel sınıf	inclusive
n	dmc	yes	yerindelik	inclusive
n	cds	no	karışık şey	inclusive
n	cds	no	vefasızlık	conservative
n	an	no	mıymıntı	conservative
n	svp	no	spiritlessness	inclusive
a	ddp	yes	saçma	conservative
n	asm	no	vicia faba	inclusive
n	svp	no	overeating	inclusive
n	dmc	yes	kötü iş gören kimse	conservative
n	cds	no	genelevi	inclusive
n	pa	yes	çobanlar	inclusive
n	qas	no	yavşak	conservative
n	asm	no	yumurta hücresi	inclusive
n	asm	no	sert-on	inclusive
n	an	no	yaratık	inclusive
n	cds	no	genelevler	inclusive
n	cds	no	whiner	conservative
n	an	no	tahta kurusu	inclusive
n	cds	no	godoş	inclusive
n	ddp	yes	hükümlü	inclusive
n	is	yes	fukara	inclusive
n	svp	no	enviousness	inclusive
n	an	no	kırmızı davul	inclusive
n	or	no	yanık turuncu	inclusive
n	qas	no	bloodhound	inclusive
n	re	no	Şiddet	inclusive
n	qas	no	hitabet sanatı	inclusive
n	cds	no	ahmak	conservative
n	an	no	dumbass	conservative
n	om	no	geride	inclusive
n	or	no	dumbass	conservative
n	re	no	istismar	inclusive
n	re	no	şantaj	inclusive
n	svp	no	avaritia	inclusive
n	cds	no	barbar	conservative
n	an	no	raunch	conservative
n	an	no	bayağı çakal	inclusive
n	cds	no	ayaktakımı	inclusive
n	asm	no	flouter	conservative
n	an	no	yumuşakça	inclusive
n	svp	no	tembellik	conservative
a	ddf	yes	kör	inclusive
n	qas	no	yuvarlanmak	inclusive
n	asf	no	geciktirmek	conservative
n	cds	no	kanuna karşı gelme	inclusive
n	pr	no	şirret kadın	conservative
n	cds	no	wads	inclusive
n	re	no	yağmacılık	inclusive
n	qas	no	beyaz yalan	conservative
n	pa	yes	funeral undertaker	inclusive
n	cds	no	üzgün çuval	conservative
n	an	no	anuran	inclusive
n	qas	no	uşak	inclusive
n	cds	no	hızlı bir	conservative
n	dmc	yes	çapkın	inclusive
n	cds	no	mussiness	conservative
n	om	no	soyunma çapraz	inclusive
n	asm	no	nookie	conservative
n	pr	no	metres	conservative
n	cds	no	meslek grubu	inclusive
n	svp	no	kaytarıcı	conservative
n	cds	no	masonluk	inclusive
n	qas	no	köpek kulübesi	inclusive
n	an	no	prickteaser	conservative
v	asm	no	yatmak	conservative
n	pa	yes	akademisyen	inclusive
n	cds	no	sokak çetesi	inclusive
n	svp	no	iyi-için-naught	conservative
n	re	no	yıldırıcılık	conservative
a	dmc	yes	kötü	conservative
n	svp	no	pinti	conservative
n	cds	no	umumi tuvalet	inclusive
n	or	no	cucumis sativus	inclusive
n	or	no	gey	conservative
n	cds	no	günahkâr	inclusive
n	ps	yes	üreyebilirlik	inclusive
n	cds	no	boşboğaz	conservative
n	cds	no	dinî fundamentalizm	inclusive
n	ps	yes	karalık	inclusive
n	cds	no	kökten dincilik	inclusive
n	asm	no	avanak	conservative
n	re	no	gangster	inclusive
n	an	no	korkak	conservative
n	an	no	ceset hırsızı	inclusive
n	cds	no	grev kırıcılığı	inclusive
n	cds	no	kapalı sürme	conservative
n	is	yes	rezil	conservative
n	an	no	sciaenops ocellatus	inclusive
n	asm	no	bülüş	inclusive
n	ps	yes	melez	inclusive
n	dmc	yes	avare kimse	conservative
n	asm	no	kobra	conservative
n	cds	no	rumormonger	conservative
v	cds	no	rahmetli olmak	inclusive
n	ddp	yes	tutuklu	inclusive
n	ps	yes	boche	conservative
n	an	no	genus pipistrellus	inclusive
n	pa	yes	yanlısı	inclusive
n	an	no	mikro-organizmalar	inclusive
n	qas	no	barok mimarisi	inclusive
n	ddp	yes	saçmalık	conservative
n	cds	no	çete kültürü	inclusive
n	om	no	queer	conservative
n	re	no	cinsel istismar	inclusive
n	an	no	kabalık	conservative
n	dmc	yes	kriminalize	inclusive
n	ddf	yes	özür	inclusive
n	pr	no	ticari seks	inclusive
n	svp	no	kızgınlık	inclusive
n	cds	no	by-darbe	inclusive
n	cds	no	dümbük	conservative
n	an	no	familiaris	inclusive
n	pa	yes	gişe memuru	inclusive
n	cds	no	neonatal	inclusive
n	an	no	kurtçuklar	inclusive
n	dmc	yes	serseriler	inclusive
n	qas	no	zürzavar	inclusive
n	cds	no	onlarca	inclusive
n	an	no	dücâce	inclusive
n	an	no	serseri	conservative
n	om	no	eşcinsel hareketi	conservative
n	an	no	kötü kişi	conservative
n	pa	yes	üniversite profesörü	inclusive
n	an	no	amerikan bizonu	inclusive
n	an	no	eşekler	inclusive
n	qas	no	taşak	inclusive
n	cds	no	gangsterler	inclusive
n	ddp	yes	codswallop	conservative
n	cds	no	dırdırcı	conservative
n	cds	no	sokak çeteleri	inclusive
n	dmc	yes	mozzarella peyniri	inclusive
n	qas	no	retorik-belagat	inclusive
n	an	no	diddly-squat	conservative
n	cds	no	külüstür araba	inclusive
n	an	no	diddly	conservative
n	qas	no	tagalong	conservative
n	pr	no	cinsel hizmet	inclusive
n	qas	no	zurra'	inclusive
n	pr	no	karabiberli kelebek	inclusive
n	cds	no	ıslahçı	inclusive
n	an	no	insafsızlık	conservative
n	cds	no	sıhhi kanalizasyon	inclusive
n	asf	no	teknik özellik	inclusive
a	dmc	yes	çirkin	conservative
n	ps	yes	intergeneric melez	inclusive
n	ps	yes	zenci	inclusive
n	an	no	köpekbalığı saldırısı	inclusive
n	pa	yes	balıkçı	inclusive
n	asm	no	avafauna	inclusive
n	re	no	teror	inclusive
n	pr	no	rattus	inclusive
n	an	no	amerikan manda	inclusive
n	dmc	yes	mozzarella	inclusive
n	cds	no	budala	conservative
n	svp	no	dillydallier	conservative
n	om	no	kalça	inclusive
n	qas	no	rhetor	inclusive
n	or	no	homoseksüel	conservative
n	or	no	şalgam	inclusive
n	pa	yes	prof	inclusive
n	an	no	yatak böcek	inclusive
n	an	no	hamam böceği	inclusive
n	cds	no	aşırmak	conservative
n	an	no	burun	inclusive
n	asm	no	jerk-off	conservative
n	cds	no	konfor istasyonu	inclusive
n	cds	no	muhabbet tellalı	inclusive
n	dmc	yes	palyaço	inclusive
n	an	no	ada tavşanı	inclusive
a	cds	no	akıllı	inclusive
n	qas	no	snooper	inclusive
n	cds	no	evsel kanalizasyon atıklarının	inclusive
n	cds	no	kıyamet	inclusive
n	cds	no	Özseverlik	inclusive
n	an	no	kaş çatma	inclusive
n	cds	no	evildoer	conservative
n	re	no	ırza geçme	conservative
n	dmc	yes	mecnun	inclusive
n	cds	no	cani	inclusive
n	an	no	ferociousness	conservative
n	dmc	yes	motley fool	inclusive
n	ddp	yes	sıcak kompres	conservative
n	an	no	hırpani kişi	conservative
n	is	yes	baldırı çıplak	conservative
n	asm	no	yavru horoz	inclusive
n	an	no	cimex lectularius	inclusive
n	an	no	hınzır	inclusive
n	an	no	keçi sütü	inclusive
n	an	no	keneler	inclusive
n	cds	no	bilmiş	conservative
n	cds	no	putataparlık	inclusive
n	cds	no	prankster	conservative
n	svp	no	gaf-off	conservative
n	cds	no	burnunu sokan kimse	conservative
n	qas	no	üst düzey yönetici	inclusive
n	cds	no	aydın	inclusive
n	ddp	yes	salak	conservative
n	pa	yes	churl	conservative
n	cds	no	aptalca hata	inclusive
n	an	no	ev köpeği	inclusive
n	ddp	yes	zooerastia	conservative
n	ddp	yes	olmanın animasyon	inclusive
n	cds	no	tefeci	inclusive
n	om	no	gay erkek	inclusive
n	an	no	dağ keçisi	inclusive
n	svp	no	oburluk	inclusive
n	ps	yes	13 esas kural	inclusive
n	asm	no	aves	inclusive
n	or	no	pudden kafa	conservative
n	cds	no	kanalizasyon	inclusive
n	svp	no	cimrilik	conservative
n	cds	no	küfretmek	conservative
n	cds	no	dini ayrımcılık	inclusive
n	cds	no	perspicaciousness	inclusive
n	qas	no	blooper makara	inclusive
n	an	no	aşifte	conservative
n	cds	no	çete üyesi	inclusive
n	cds	no	tecrübeli mafya mensubu	inclusive
n	re	no	sicilyalı mafya	conservative
n	is	yes	kentsel yoksulluk	inclusive
n	cds	no	sığır baskın	inclusive
n	qas	no	kiracı çiftçi	inclusive
n	asf	no	ahmak	conservative
n	svp	no	duyarsızlık	inclusive
n	pa	yes	avukatlar	inclusive
n	ps	yes	zulu insanlar	inclusive
n	svp	no	kanal kazıcı	conservative
n	svp	no	faineance	inclusive
n	ps	yes	vandal	inclusive
n	ddp	yes	fakir balık	conservative
n	cds	no	çük kafalı	conservative
n	pr	no	İnek	inclusive
n	re	no	Öldürme	inclusive
n	re	no	italyan mafyası	conservative
n	dmc	yes	filanca	inclusive
n	asm	no	ballock	inclusive
n	cds	no	pompousness	inclusive
n	pa	yes	işçi	inclusive
n	re	no	ağırlaştırılmış soygun	inclusive
n	cds	no	ostentatiousness	inclusive
n	cds	no	kitleler	inclusive
n	om	no	diskoidal	inclusive
n	cds	no	gericilik	conservative
n	an	no	güzel ama yapmacıklı	conservative
n	cds	no	codswallop	conservative
n	rci	yes	barbarlar	conservative
n	ddp	yes	microcephalus	inclusive
n	an	no	strix varia	inclusive
n	asm	no	er bezi	inclusive
n	an	no	ovis koç	inclusive
n	an	no	kara sığır	inclusive
n	cds	no	pezevenk	conservative
n	re	no	çocuk hırsızı	inclusive
n	qas	no	otlakçı	conservative
a	qas	no	delice	inclusive
n	dmc	yes	toplum dışına itilmiş	inclusive
n	cds	no	salak	inclusive
n	cds	no	mafia	conservative
n	ddp	yes	pislik	conservative
v	asm	no	sikmek	conservative
n	re	no	slayer	inclusive
n	pa	yes	öğretmen	inclusive
n	pr	no	rattus rattus	inclusive
n	an	no	psittaciformes	inclusive
n	om	no	oğlancı	conservative
n	cds	no	kuruş korkunç	inclusive
n	cds	no	dolandırıcı	inclusive
n	asm	no	roosting	inclusive
n	an	no	pireler	inclusive
n	an	no	gerzek	conservative
n	re	no	terör örgütü	conservative
n	an	no	capra	inclusive
n	re	no	azap	inclusive
a	qas	no	zamanki	inclusive
n	pa	yes	sheepherder	inclusive
n	dmc	yes	zampara	conservative
n	an	no	solucanlar	inclusive
n	asm	no	el işi	conservative
n	pa	yes	domuz kasabı	inclusive
a	ddf	yes	sakat	inclusive
n	svp	no	tanha pali	inclusive
n	qas	no	iş adamı	inclusive
n	svp	no	tiksinme	inclusive
n	an	no	crocodylidae	inclusive
n	cds	no	tedarik	conservative
n	cds	no	gardiyanlık	inclusive
n	re	no	camorra	inclusive
n	ddp	yes	alık	conservative
n	dmc	yes	ahlaksız	inclusive
n	cds	no	yüzsüzlük	conservative
n	cds	no	edebi hack	conservative
n	dmc	yes	rakehell	conservative
n	an	no	tavuk	inclusive
n	qas	no	beceriksiz	conservative
n	cds	no	phratry	inclusive
n	dmc	yes	avanak	conservative
n	an	no	kaz	inclusive
n	cds	no	üreyebilirlik	inclusive
n	re	no	intihal	inclusive
n	dmc	yes	mozzerella	inclusive
n	om	no	aboral	inclusive
n	asf	no	dimwit	conservative
n	ddp	yes	pudden kafa	conservative
n	re	no	villainess	conservative
n	asm	no	yeşil bezelye	inclusive
n	ddp	yes	saçma	conservative
n	dmc	yes	küfretmek	conservative
n	an	no	adamcağız	inclusive
n	pa	yes	belboy	inclusive
n	ddp	yes	animal	inclusive
n	qas	no	İşadamı	inclusive
n	dmc	yes	palyaçolar	inclusive
n	cds	no	narsisizm	inclusive
a	re	no	şiddet	inclusive
n	cds	no	önderliğin	inclusive
n	an	no	hyaena	inclusive
n	qas	no	kereste baronu	inclusive
n	ps	yes	siyah	inclusive
n	re	no	terörizm	conservative
n	asm	no	bezelye	inclusive
n	qas	no	katı atık	inclusive
n	cds	no	faşizm	conservative
n	dmc	yes	aylak	conservative
n	cds	no	hurda	conservative
a	qas	no	deli	conservative
n	dmc	yes	ikiyüzlü	conservative
n	om	no	homoseksüel	conservative
n	qas	no	ressam ve dekoratör	inclusive
n	cds	no	kurban	conservative
n	ddp	yes	sağlık dolandırıcılık	conservative
n	ps	yes	ostrogot	inclusive
n	an	no	süt keçi	inclusive
n	cds	no	beceriksizlik	inclusive
n	dmc	yes	taklitçi	conservative
n	ddp	yes	analphabetic	inclusive
n	re	no	ırza tecavüz	conservative
n	an	no	beyinsiz	conservative
n	an	no	bitler	inclusive
n	an	no	büyük beyaz köpekbalıkları	inclusive
n	an	no	harharyas	inclusive
n	ps	yes	melez	conservative
n	svp	no	obur	conservative
n	an	no	kafasız	conservative
n	ps	yes	bulgarca	inclusive
n	ddp	yes	yumuşak dokunuş	conservative
n	cds	no	pasaklı	conservative
n	an	no	tavuk eti	inclusive
n	cds	no	hısım akraba	inclusive
n	cds	no	ortak tuvalet	inclusive
n	an	no	redfish	inclusive
n	an	no	animalia	inclusive
n	qas	no	ıskartaya çıkarmak	conservative
n	cds	no	newswriter	inclusive
n	om	no	travestiler	inclusive
n	or	no	puşt	conservative
n	qas	no	kast	inclusive
n	ddp	yes	riffraff	conservative
n	cds	no	akraba-i taallukat	inclusive
n	an	no	gırtlak	inclusive
n	cds	no	folderol	conservative
n	cds	no	propagandacı	inclusive
n	asf	no	muttonhead	conservative
n	an	no	sülük	inclusive
n	asm	no	alık	conservative
n	pa	yes	deneme avukatlar	inclusive
n	an	no	kurbağa	inclusive
n	dmc	yes	üzgün çuval	conservative
n	ps	yes	siyah adam	inclusive
n	om	no	eşcinseller	inclusive
n	cds	no	şarkıcılardan	inclusive
n	dmc	yes	hovarda	inclusive
n	cds	no	köktencilik	inclusive
n	cds	no	önemsiz posta	inclusive
n	svp	no	slothfulness	inclusive
n	qas	no	şarlatan	conservative
n	om	no	homofil hareketi	inclusive
n	svp	no	gourmandizer	inclusive
n	is	yes	hasis	conservative
n	an	no	altın çakal	inclusive
n	cds	no	faul-up	inclusive
n	re	no	işkence cinayet	inclusive
n	qas	no	ufak tefek şeyler	inclusive
n	is	yes	yoksul	inclusive
n	cds	no	gerici	conservative
n	cds	no	övüngenlik	conservative
n	cds	no	ıskartaya çıkarmak	conservative
n	or	no	nance	conservative
n	ps	yes	siyah kişi	inclusive
n	cds	no	ayakçısı	inclusive
n	re	no	terör	inclusive
n	cds	no	narsisistik	inclusive
n	om	no	gayness	inclusive
n	qas	no	iş kişidir	inclusive
n	an	no	bit	inclusive
n	cds	no	amatörce	conservative
n	ddp	yes	çiğnemek	conservative
a	cds	no	aptal	conservative
n	cds	no	bilgiçlik	conservative
n	dmc	yes	yalancı	conservative
n	cds	no	bitki ıslahı	inclusive
n	qas	no	becerememek	inclusive
n	cds	no	yasa kıran	inclusive
n	an	no	köpekbalığı	inclusive
n	pr	no	nedim	inclusive
a	ddp	yes	enayice	conservative
a	svp	no	kızgın	inclusive
v	asm	no	aşk yapmak	conservative
n	is	yes	cimri	conservative
n	ps	yes	ostrogotlar	inclusive
n	cds	no	soyguncu çetesi	inclusive
n	om	no	anal ilişki	inclusive
n	ddp	yes	barbarlar	conservative
n	qas	no	ziraatçı	inclusive
n	cds	no	masturbasyon yapmak	conservative
n	or	no	nonoş	conservative
n	dmc	yes	hobo	conservative
n	om	no	dorsoventral	inclusive
n	cds	no	bordello	inclusive
n	asf	no	adam düşmek	conservative
n	cds	no	pezevenklik	conservative
n	an	no	evcil koyun	inclusive
n	qas	no	yumurta	inclusive
n	ddp	yes	gerzek	conservative
n	an	no	strigiformes	inclusive
n	an	no	ovis aries	inclusive
n	cds	no	muzip	conservative
n	svp	no	cinsel istek	inclusive
n	cds	no	conspiracism	inclusive
n	an	no	dinleme cihazı	inclusive
n	om	no	lezbiyen	inclusive
n	om	no	homoseksüellik	inclusive
n	cds	no	ailenin	inclusive
n	ddp	yes	geciktirmek	inclusive
n	cds	no	dedikodu	inclusive
n	ddp	yes	zihinsel özürlü	inclusive
n	cds	no	leş	inclusive
n	cds	no	sahte idol gerektirir	inclusive
n	pr	no	orospuluk	conservative
n	cds	no	başpiskopos	inclusive
n	svp	no	yobaz	conservative
n	cds	no	kalıntı	inclusive
n	pa	yes	balık satıcısı	inclusive
