id	pos	category	stereotype	lemma	level
SR751	n	an	no	кревет бугова	inclusive
SR586	n	cds	no	клан	inclusive
SR2033	n	an	no	канал бас	inclusive
SR1924	n	pr	no	прељубница	conservative
SR427	n	cds	no	direktor	inclusive
SR1939	n	re	no	Отмица	inclusive
SR136	n	ddp	yes	глупан	conservative
SR980	n	cds	no	пеонс	inclusive
SR642	n	cds	no	месс уп	inclusive
SR200	n	dmc	yes	Варвар	conservative
SR2191	n	ps	yes	Циган	inclusive
SR12	n	svp	no	apatija	inclusive
SR1438	n	svp	no	ангринесс	inclusive
SR1396	n	re	no	неонатициде	inclusive
SR1092	n	cds	no	Луда	inclusive
SR922	n	om	no	guza	inclusive
SR1754	n	an	no	Крпељ	inclusive
SR683	n	asm	no	дупенце	conservative
SR2022	n	an	no	цанис ауреус	inclusive
SR252	n	or	no	компреса	conservative
SR493	n	cds	no	лаиабоут	conservative
SR474	n	ps	yes	Бугар	inclusive
SR22	n	re	no	увредљив	inclusive
SR945	n	om	no	кошута крај	inclusive
SR1120	n	svp	no	бес	conservative
SR2036	n	an	no	редфисх	inclusive
SR1404	n	cds	no	зеленашење	conservative
SR717	n	om	no	туинк	conservative
SR111	n	ddp	yes	животиња	inclusive
SR207	n	qas	no	продавац	inclusive
SR2055	n	an	no	ноцтилуца	inclusive
SR321	n	cds	no	алапача	conservative
SR644	n	cds	no	куглице-уп	inclusive
SR1298	n	svp	no	преједање	inclusive
SR1022	n	dmc	yes	сладострасник	conservative
SR540	n	asm	no	имбецил	inclusive
SR453	n	qas	no	Буржоазија	inclusive
SR344	n	re	no	нитков	conservative
SR192	n	asm	no	тестиси	inclusive
SR222	n	pa	yes	адвоцатор	inclusive
SR1899	n	an	no	пилетину	inclusive
SR1782	n	an	no	випер	inclusive
SR539	n	ddp	yes	кретен	inclusive
SR569	n	an	no	олош	conservative
SR1099	n	cds	no	Слободни зидар	inclusive
SR1135	n	re	no	мафијаш	conservative
SR1190	n	dmc	yes	гооф-офф	conservative
SR371	n	dmc	yes	ракехелл	conservative
SR1091	n	dmc	yes	дворска луда	inclusive
SR576	n	an	no	пас	inclusive
SR310	n	re	no	злочинац	inclusive
SR391	n	dmc	yes	фумблер	conservative
SR470	n	cds	no	самољубив	conservative
SR2100	n	om	no	цроссдрессер	inclusive
SR269	n	cds	no	лаж	conservative
SR1169	n	cds	no	корективни службеник	inclusive
SR836	n	cds	no	одбити	conservative
SR1422	n	qas	no	магационер	inclusive
SR77	n	cds	no	парчићи	inclusive
SR1166	n	pr	no	пиштољ молл	inclusive
SR452	n	om	no	содомист	inclusive
SR781	n	an	no	strigiformes	inclusive
SR47	n	ddp	yes	mentalna retardacija	inclusive
SR215	n	pa	yes	бранилац	inclusive
SR416	n	an	no	bos taurus	inclusive
SR312	n	cds	no	одметник	inclusive
SR505	n	an	no	цакехоле	inclusive
SR1177	n	asf	no	препоне косе	inclusive
SR177	n	cds	no	непристојан кућу	inclusive
SR264	n	an	no	флоозие	conservative
SR137	n	cds	no	тикван	conservative
SR1232	n	cds	no	курира	inclusive
SR62	n	om	no	содомија	inclusive
SR1237	n	pr	no	блудничење	inclusive
SR1349	n	is	yes	сиромаха	inclusive
SR812	n	ps	yes	укрштањем	inclusive
SR146	n	ddp	yes	не знам ништа	conservative
SR1327	n	cds	no	Идолопоклонство	inclusive
SR472	n	cds	no	претенциозности	conservative
SR568	n	cds	no	цхеекинесс	conservative
SR547	n	re	no	трговински увреду	inclusive
SR1242	n	pr	no	проституција	conservative
SR674	n	or	no	купус	inclusive
SR32	n	cds	no	фактор	inclusive
SR246	n	ddp	yes	простак	conservative
SR1393	n	dmc	yes	ленчуга	conservative
SR589	n	cds	no	клана	inclusive
SR912	n	dmc	yes	лажан	conservative
SR2187	n	re	no	Делинквент	inclusive
SR1584	n	an	no	схоте	inclusive
SR582	n	dmc	yes	лоша особа	conservative
SR1625	n	ps	yes	местизо	conservative
SR2114	n	pr	no	оштроконџа	conservative
SR898	n	ps	yes	швабама	conservative
SR1216	n	re	no	гранд тхефт	inclusive
SR1010	n	dmc	yes	моралистичку	inclusive
SR252	n	cds	no	компреса	conservative
SR2134	n	cds	no	teorija zavere	inclusive
SR1831	n	dmc	yes	трифлер	conservative
SR2150	n	pa	yes	Обућар	inclusive
SR36	n	pa	yes	факултет члан	inclusive
SR71	n	qas	no	омниум-гатхерум	inclusive
SR1495	n	pr	no	мољца	inclusive
SR809	n	cds	no	укрстити	inclusive
SR42	n	pa	yes	академика	inclusive
SR1135	n	cds	no	мафијаш	inclusive
SR64	n	om	no	anal sex	inclusive
SR202	n	rci	yes	грубијан	conservative
SR684	n	asm	no	ноокие	conservative
SR1311	n	an	no	Хијене	inclusive
SR734	n	ddp	yes	Надрилекарство	conservative
SR1410	n	an	no	Инсект	inclusive
SR1814	n	qas	no	невоља кафу	conservative
SR1573	n	an	no	Папагај	inclusive
SR719	n	ddp	yes	румоурмонгер	conservative
SR1073	n	cds	no	ванглер	conservative
SR1471	n	cds	no	клозет	inclusive
SR1368	n	cds	no	остентатиоуснесс	conservative
SR566	n	dmc	yes	сцаммер	conservative
SR795	n	an	no	Крокодил	inclusive
SR1608	n	qas	no	Ораторство	inclusive
SR107	n	ddp	yes	метазоанс	inclusive
SR435	n	asm	no	браон	inclusive
SR760	n	svp	no	Танха	inclusive
SR79	n	asm	no	метох	inclusive
SR1017	n	an	no	еуриптеридс	inclusive
SR1615	n	cds	no	коловођа	inclusive
SR2167	n	pr	no	дворских	inclusive
SR1392	n	dmc	yes	врдалама	conservative
SR135	n	ddp	yes	бетисе	conservative
SR191	n	asm	no	Тестис	inclusive
SR1042	n	cds	no	сводник	conservative
SR1542	n	cds	no	папараца	inclusive
SR1539	n	om	no	Педерастија	inclusive
SR559	n	cds	no	camorra	inclusive
SR615	n	svp	no	тигхтфистеднесс	conservative
SR2205	n	an	no	кукумавка	inclusive
SR1524	n	cds	no	Мафија	inclusive
SR1270	n	ps	yes	јеврејској традицији	inclusive
SR1723	n	ps	yes	азијски	inclusive
SR383	n	cds	no	ваунтер	conservative
SR495	n	is	yes	виллаинесс	conservative
SR143	n	or	no	кнуцклехеад	conservative
SR1323	n	cds	no	слављење идола	inclusive
SR363	n	re	no	уцена	conservative
SR1842	n	cds	no	гунђало	conservative
SR655	n	pa	yes	професор	inclusive
SR1016	n	dmc	yes	Морализам	inclusive
SR84	n	asf	no	фолдерол	conservative
SR766	n	an	no	кокета	conservative
SR935	n	om	no	апексног	inclusive
SR1408	n	cds	no	зајмодаваца	inclusive
SR2024	a	svp	no	pohotljiv	conservative
SR1076	n	pa	yes	рибе	inclusive
SR2032	a	ddp	yes	глупо	conservative
SR552	n	re	no	оговарач	conservative
SR394	n	ddp	yes	шепртља	conservative
SR86	n	cds	no	љубомора	inclusive
SR563	n	dmc	yes	дефраудер	conservative
SR2112	n	om	no	трансвеститисм	inclusive
SR103	n	an	no	jegulja	inclusive
SR1109	n	an	no	мрк поглед	inclusive
SR1469	n	cds	no	нужник	inclusive
SR640	n	qas	no	себар	inclusive
SR1993	n	an	no	хирудинеан	inclusive
SR819	n	qas	no	Комформизам	inclusive
SR1566	n	qas	no	парохије	inclusive
SR1990	n	cds	no	висенхеимер	conservative
SR1348	n	is	yes	ниским примањима	inclusive
SR139	n	ps	yes	будала	conservative
SR448	n	qas	no	грађанин људи	inclusive
SR1287	n	cds	no	хои поллои	inclusive
SR1137	n	cds	no	фашизам	conservative
SR1268	n	ps	yes	јудејској	inclusive
SR774	n	an	no	стригиформес	inclusive
SR940	n	om	no	услови за анатомску локацију	inclusive
SR1986	n	cds	no	сноб	conservative
SR106	n	ddp	yes	епифауна	inclusive
SR186	n	qas	no	тестис	inclusive
SR1531	n	an	no	кукувија	inclusive
SR247	n	ps	yes	мека на додир	conservative
SR301	n	cds	no	Банда	inclusive
SR102	n	an	no	угор	inclusive
SR602	n	an	no	Јарац	inclusive
SR1870	a	svp	no	љут	inclusive
SR344	n	an	no	нитков	conservative
SR405	n	an	no	зооерастиа	conservative
SR2158	n	dmc	yes	скитање	inclusive
SR376	n	cds	no	боо-боо	inclusive
SR2074	n	cds	no	површности	inclusive
SR721	n	ddp	yes	трачибаба	conservative
SR290	n	dmc	yes	фабрицатор	conservative
SR122	n	ddp	yes	епифаунал	inclusive
SR378	n	qas	no	лоша израда	inclusive
SR905	n	cds	no	грунге	inclusive
SR465	n	qas	no	средње класе	inclusive
SR1977	n	an	no	батрацхиан	inclusive
SR578	n	an	no	kuče	inclusive
SR1520	n	cds	no	италијанском мафијом	conservative
SR1185	n	an	no	гнат	inclusive
SR497	n	re	no	негативац	conservative
SR1064	n	om	no	финоццхио	inclusive
SR702	n	cds	no	новински сарадник	inclusive
SR35	n	pa	yes	академског	inclusive
SR997	n	re	no	преступника	inclusive
SR952	n	qas	no	сливник	inclusive
SR856	n	cds	no	Демагог	conservative
SR728	n	cds	no	кукавица	conservative
SR1651	n	ddp	yes	Микроцефалија	inclusive
SR914	n	dmc	yes	Лицемерје	conservative
SR532	n	is	yes	изгнаник	inclusive
SR2105	n	om	no	трансвестит	inclusive
SR820	n	cds	no	синко	inclusive
SR1549	n	cds	no	Папарацо	inclusive
SR266	n	an	no	дроља	conservative
SR556	n	re	no	либелер	conservative
SR478	n	svp	no	хвалисавост	conservative
SR306	n	an	no	битанга	conservative
SR123	n	an	no	Фауна	inclusive
SR712	n	or	no	gay	conservative
SR1306	n	cds	no	охолости	conservative
SR541	n	asf	no	цхангелингс	conservative
SR897	n	ps	yes	краутхеад	conservative
SR541	n	asm	no	цхангелингс	inclusive
SR985	n	an	no	хелик поматиа	inclusive
SR1058	n	ps	yes	фашиста	inclusive
SR1739	n	qas	no	станар пољопривредник	inclusive
SR1089	n	cds	no	глупирање	inclusive
SR227	n	pa	yes	Адвокатица	inclusive
SR87	n	cds	no	Зилоти	inclusive
SR1945	n	re	no	опљачкан	inclusive
SR408	n	ddp	yes	фероциоуснесс	conservative
SR1368	n	cds	no	остентатиоуснесс	inclusive
SR1749	n	re	no	терориста	conservative
SR1845	n	cds	no	цмиздравце	conservative
SR1473	n	svp	no	слацкер	conservative
SR1275	n	ps	yes	јеврејске заједнице	inclusive
SR309	n	dmc	yes	стављање ван закона	inclusive
SR554	n	re	no	вилифиер	conservative
SR784	n	cds	no	дркаџијо	conservative
SR247	n	ddp	yes	мека на додир	conservative
SR1388	n	dmc	yes	псеудо	conservative
SR235	n	qas	no	барокуенесс	inclusive
SR1205	n	an	no	свиња	inclusive
SR2159	n	cds	no	подмитљивост	inclusive
SR2165	n	cds	no	плашљив	conservative
SR1875	n	re	no	плагијат	inclusive
SR2120	n	asm	no	авафауна	inclusive
SR283	n	ps	yes	беду	inclusive
SR1062	n	re	no	изнуди	inclusive
SR1798	n	an	no	омакнуо му се језик	inclusive
SR456	n	qas	no	буржоаског друштва	inclusive
SR1510	n	cds	no	одојче	inclusive
SR2009	n	an	no	блаттариа	inclusive
SR311	n	dmc	yes	бандитти	inclusive
SR260	n	pr	no	курва	conservative
SR353	n	re	no	лопов	inclusive
SR886	n	re	no	злочине	inclusive
SR514	n	ddp	yes	затвореник	inclusive
SR496	n	an	no	простачки	conservative
SR804	n	ps	yes	Хибридна семена	inclusive
SR1003	n	an	no	оброк	inclusive
SR203	n	dmc	yes	Варвари	conservative
SR1206	n	an	no	Свиње	inclusive
SR1198	n	an	no	евроазијска белоглави	inclusive
SR513	n	ddp	yes	затвореника	inclusive
SR108	n	an	no	animalia	inclusive
SR1678	n	cds	no	мистификатор	conservative
SR1462	n	cds	no	вц објекат	inclusive
SR1481	n	an	no	моллусца	inclusive
SR1667	n	pa	yes	Пастир	inclusive
SR721	n	cds	no	трачибаба	conservative
SR1729	n	cds	no	Синдром Казанове	conservative
SR942	n	om	no	задњица	inclusive
SR1501	n	dmc	yes	моцарела	inclusive
SR155	n	an	no	бисон бонасус	inclusive
SR809	n	ps	yes	укрстити	inclusive
SR204	n	dmc	yes	Βάρβαρος	conservative
SR957	n	svp	no	гоурмандизер	conservative
SR497	n	dmc	yes	негативац	conservative
SR1586	n	an	no	прасету	inclusive
SR1442	n	re	no	рустлер	inclusive
SR704	n	cds	no	дописник	inclusive
SR679	n	svp	no	ерос	inclusive
SR506	n	an	no	чељуст	inclusive
SR1478	n	an	no	мекушце	inclusive
SR41	n	pa	yes	академик	inclusive
SR1375	n	cds	no	Наставник	inclusive
SR200	n	pa	yes	Варвар	conservative
SR56	n	svp	no	самољубља	conservative
SR247	n	asm	no	мека на додир	conservative
SR1154	n	asm	no	енглеском пасуљ	inclusive
SR1228	n	re	no	пљачкати	inclusive
SR1293	n	qas	no	молер	inclusive
SR1372	n	cds	no	Учитељ	inclusive
SR269	n	cds	no	лаж	inclusive
SR561	n	cds	no	камора	inclusive
SR2156	n	dmc	yes	вагрантс	inclusive
SR471	n	cds	no	дрскост	conservative
SR1937	n	re	no	киднапује	inclusive
SR659	n	pa	yes	столицу	inclusive
SR252	n	ddp	yes	компреса	conservative
SR80	n	asm	no	макиллипед	inclusive
SR1804	n	qas	no	луњати	conservative
SR1391	n	dmc	yes	лажов	inclusive
SR76	n	cds	no	остаци	inclusive
SR2118	n	asm	no	Птице	inclusive
SR1766	n	re	no	Слејер	inclusive
SR634	n	cds	no	проблем	conservative
SR785	n	dmc	yes	никоговић	conservative
SR497	n	an	no	негативац	conservative
SR2168	n	re	no	свирепост	inclusive
SR723	n	an	no	физиогномика	inclusive
SR135	n	asf	no	бетисе	conservative
SR1242	n	pr	no	проституција	inclusive
SR724	n	an	no	fiziognomika	inclusive
SR694	n	an	no	зеца	inclusive
SR738	n	cds	no	старо гвожђе	conservative
SR1389	n	svp	no	лустфулнесс	inclusive
SR217	n	pa	yes	Дипломатические ранги Российской федерации	inclusive
SR1872	n	cds	no	рука посао	conservative
SR1320	n	asf	no	девојка	conservative
SR364	n	pa	yes	погребник	inclusive
SR1371	n	cds	no	инструктор	inclusive
SR1399	a	is	yes	несрећан	inclusive
SR388	n	cds	no	догматизам	conservative
SR407	n	ddp	yes	поквареност	conservative
SR380	n	qas	no	грешка	inclusive
SR988	n	cds	no	просветитељ	inclusive
SR1466	n	cds	no	јавни тоалети	inclusive
SR2081	n	re	no	terorizam	inclusive
SR685	n	asm	no	ролл у сену	conservative
SR108	n	ddp	yes	animalia	inclusive
SR1028	n	dmc	yes	сцаттергоод	inclusive
SR264	n	pr	no	флоозие	conservative
SR61	n	om	no	анални секс	inclusive
SR496	n	re	no	простачки	conservative
SR249	n	ddp	yes	глупа особа	conservative
SR2154	n	pa	yes	цордваинер	inclusive
SR672	n	or	no	Купус	inclusive
SR515	n	cds	no	вагона воза	inclusive
SR1241	n	pr	no	Курва	conservative
SR1521	n	re	no	сицилијанска мафија	conservative
SR976	n	cds	no	много	inclusive
SR2044	a	is	yes	бедан	inclusive
SR1464	n	cds	no	тоалет	inclusive
SR75	n	cds	no	дар-мар	inclusive
SR291	n	cds	no	фиббер	conservative
SR1991	n	cds	no	педантерија	inclusive
SR2176	n	pa	yes	posloprimac	inclusive
SR977	n	cds	no	тона	inclusive
SR138	n	ddp	yes	игра карата или домина	conservative
SR1236	n	pr	no	црацк курве	conservative
SR2068	n	re	no	сексуалног злочина	inclusive
SR89	n	ddp	yes	неписмен	inclusive
SR299	n	cds	no	омладинских банди	inclusive
SR953	n	qas	no	немилост	inclusive
SR1861	n	an	no	пхтхираптера	inclusive
SR1186	n	cds	no	посредник	inclusive
SR2109	n	om	no	пређе облачење	inclusive
SR1868	n	cds	no	религиозност	inclusive
SR1217	n	re	no	лоповлук	inclusive
SR1985	n	an	no	Обична крастача	inclusive
SR203	n	qas	no	Варвари	conservative
SR564	n	cds	no	варалица	conservative
SR497	n	cds	no	негативац	conservative
SR356	n	cds	no	курвин син	conservative
SR295	n	pa	yes	портирске	inclusive
SR245	n	asf	no	глупак	conservative
SR537	n	ps	yes	Идиот	conservative
SR1554	n	dmc	yes	рубе	conservative
SR769	n	asm	no	цредулоуснесс	conservative
SR344	n	dmc	yes	нитков	conservative
SR481	n	cds	no	цонцеитеднесс	conservative
SR843	n	om	no	Дама	inclusive
SR200	n	rci	yes	Варвар	conservative
SR1256	n	om	no	гаинесс	inclusive
SR1657	n	an	no	Јагње	inclusive
SR1091	n	cds	no	дворска луда	inclusive
SR648	n	cds	no	уживање у самом себи	inclusive
SR821	n	cds	no	сонни бои	inclusive
SR420	n	pr	no	воловима	inclusive
SR2149	n	om	no	Драг краљица	inclusive
SR1222	n	cds	no	крађе	inclusive
SR881	n	cds	no	Злочин	inclusive
SR1815	n	qas	no	који сеје раздор	conservative
SR312	n	cds	no	одметник	conservative
SR2106	n	om	no	крос-салон	inclusive
SR204	n	ddp	yes	Βάρβαρος	conservative
SR496	n	is	yes	простачки	conservative
SR1712	n	ps	yes	сличан црнцу	inclusive
SR1890	n	re	no	плагирати	inclusive
SR2027	n	cds	no	сцијентизам	inclusive
SR1034	n	cds	no	пхратри	inclusive
SR973	n	cds	no	слевс	inclusive
SR1374	n	cds	no	Наставница	inclusive
SR489	n	an	no	гит	conservative
SR183	n	is	yes	цхеапскате	conservative
SR2048	n	qas	no	крвоследник	inclusive
SR1398	a	is	yes	несрећне	inclusive
SR613	n	svp	no	ниггардлинесс	conservative
SR1458	n	qas	no	Смеше	inclusive
SR1494	n	pr	no	мољац	inclusive
SR496	n	cds	no	простачки	conservative
SR1714	n	ps	yes	негроиди	inclusive
SR1908	n	cds	no	Новорођенче	inclusive
SR632	n	asm	no	петлић	inclusive
SR1021	n	is	yes	јадник	inclusive
SR603	n	an	no	capra	inclusive
SR1121	n	an	no	Гнев	inclusive
SR127	n	re	no	силовање	inclusive
SR1011	n	dmc	yes	етички мотив	inclusive
SR1393	n	cds	no	ленчуга	conservative
SR1412	n	an	no	Инсекти	inclusive
SR744	n	an	no	бедбугс	inclusive
SR1280	n	ps	yes	Јевреј	inclusive
SR1239	n	pr	no	prostitucija	conservative
SR492	n	dmc	yes	хобос	conservative
SR1679	n	cds	no	збуњујуће питање	conservative
SR1147	n	asm	no	поље пасуља	inclusive
SR1328	n	an	no	стрик вариа	inclusive
SR838	n	cds	no	хоакер	conservative
SR167	n	an	no	тврдица	conservative
SR245	n	cds	no	глупак	conservative
SR246	n	dmc	yes	простак	conservative
SR1840	n	is	yes	одрпанац	conservative
SR701	n	cds	no	новинар	inclusive
SR1898	n	an	no	Кокош	inclusive
SR689	n	an	no	zec	inclusive
SR389	n	qas	no	конформиста	conservative
SR202	n	pa	yes	грубијан	conservative
SR1120	n	an	no	бес	inclusive
SR19	n	re	no	злоупотребе	inclusive
SR393	n	dmc	yes	блундерер	conservative
SR1535	n	an	no	вола	inclusive
SR864	n	pr	no	конкубинат	inclusive
SR1609	n	qas	no	Говорништво	inclusive
SR880	n	re	no	криминалне активности	inclusive
SR818	n	qas	no	Конформизам	inclusive
SR1241	n	pr	no	Курва	inclusive
SR394	n	svp	no	шепртља	conservative
SR1641	n	an	no	mikrobi	inclusive
SR1968	n	an	no	Жаба	inclusive
SR152	n	an	no	дупе	inclusive
SR588	n	cds	no	Клан	inclusive
SR213	n	pa	yes	министар-саветник	inclusive
SR565	n	cds	no	цхиселлер	conservative
SR1607	n	qas	no	реторичар	inclusive
SR658	n	pa	yes	Проф.	inclusive
SR1809	n	cds	no	арривисте	inclusive
SR543	n	an	no	кучка	conservative
SR1485	n	ps	yes	Монголи	inclusive
SR2199	n	cds	no	цулцхие	inclusive
SR910	n	dmc	yes	лицемер	conservative
SR395	n	ddp	yes	сад врећа	conservative
SR182	n	cds	no	бурдељ	inclusive
SR740	n	cds	no	домаћег отпада	conservative
SR1889	n	re	no	Гусарење	inclusive
SR309	n	cds	no	стављање ван закона	conservative
SR2159	n	cds	no	подмитљивост	conservative
SR1230	n	qas	no	тагалонг	conservative
SR1014	n	dmc	yes	морал	inclusive
SR2207	n	an	no	Кукумавка	inclusive
SR2003	n	an	no	bubasvabe	inclusive
SR194	n	qas	no	тестиса	inclusive
SR1994	n	an	no	пијавице	inclusive
SR202	n	qas	no	грубијан	conservative
SR374	n	cds	no	грешити	inclusive
SR1894	n	an	no	Кокошке	inclusive
SR710	n	om	no	нансија	conservative
SR1226	n	re	no	прљави новац	inclusive
SR1161	n	asf	no	пизда	conservative
SR567	n	re	no	преварант	inclusive
SR1620	n	cds	no	домаће отпадне воде	inclusive
SR248	n	asm	no	особа која испашта туђе грешке	conservative
SR797	n	an	no	crocodilia	inclusive
SR1192	n	dmc	yes	без рачуна	conservative
SR1540	n	om	no	педерастијски	inclusive
SR2130	n	an	no	Хоакс	conservative
SR297	n	svp	no	нетрпељив	conservative
SR993	n	pa	yes	запосленик	inclusive
SR1749	n	re	no	терориста	inclusive
SR137	n	asf	no	тикван	conservative
SR594	n	cds	no	под-клан од	inclusive
SR1240	n	pr	no	проститутке	inclusive
SR1960	a	dmc	yes	запрљаног	inclusive
SR1363	n	an	no	неумољивост	conservative
SR908	n	svp	no	гађење	inclusive
SR783	n	ddp	yes	кретенизам	inclusive
SR11	n	svp	no	Бестрашће	inclusive
SR248	n	ddp	yes	особа која испашта туђе грешке	conservative
SR1460	n	cds	no	јавни погодност	inclusive
SR1106	n	cds	no	слободних зидара	inclusive
SR1852	n	an	no	pediculus humanus humanus	inclusive
SR2186	n	an	no	лимацидае	inclusive
SR203	n	ddp	yes	Варвари	conservative
SR788	n	an	no	крокодил	inclusive
SR168	n	ddp	yes	брбљивац	conservative
SR560	n	re	no	Камора	inclusive
SR2128	n	an	no	hoax	conservative
SR1344	n	asm	no	глупости	conservative
SR393	n	ddp	yes	блундерер	conservative
SR2046	a	is	yes	сиромашни	inclusive
SR205	n	svp	no	стицањем	inclusive
SR29	n	cds	no	Брокер	inclusive
SR1736	n	cds	no	Хиперфилија	conservative
SR1773	n	dmc	yes	хомунцулус	inclusive
SR280	n	ps	yes	Бедуини	inclusive
SR200	n	ddp	yes	Варвар	conservative
SR121	n	an	no	мацрофауна	inclusive
SR740	n	cds	no	домаћег отпада	inclusive
SR459	n	qas	no	канцеларијски посао	inclusive
SR633	n	cds	no	проблема	conservative
SR1434	n	svp	no	Завист	inclusive
SR1591	n	is	yes	сиромашан	inclusive
SR2175	n	pa	yes	zaposlenik	inclusive
SR1126	n	svp	no	диллидаллиер	conservative
SR1927	n	pr	no	којештарија	conservative
SR1661	n	an	no	ovca	inclusive
SR418	n	pr	no	краве	inclusive
SR2189	n	ps	yes	Цигани	inclusive
SR885	n	re	no	илегалне активности	inclusive
SR1400	n	svp	no	горгер	conservative
SR1418	n	cds	no	сасс	inclusive
SR1015	n	dmc	yes	морални компас	inclusive
SR311	n	re	no	бандитти	inclusive
SR1152	n	asm	no	широко пасуљ	inclusive
SR110	n	an	no	životinja	inclusive
SR636	n	qas	no	обични	inclusive
SR814	n	ps	yes	оплемењивач биљака	inclusive
SR715	n	or	no	хомосексуалац	conservative
