id	pos	category	stereotype	lemma	level
MS737	n	ddp	yes	perusuh	conservative
MS2322	n	pa	yes	pelamar	inclusive
MS1175	v	asm	no	mencemuh	inclusive
MS2678	a	cds	no	songar	conservative
MS1368	n	qas	no	penggemar	inclusive
MS2819	n	cds	no	epal penggosok	conservative
MS206	n	ps	yes	dungu	conservative
MS1691	n	qas	no	tagalong	conservative
MS1456	n	cds	no	muncikari	conservative
MS451	a	cds	no	udik	conservative
MS225	n	an	no	keldai	inclusive
MS753	a	dmc	yes	keji	conservative
MS1372	a	ddp	yes	sesat akal	inclusive
MS51	a	pa	yes	teori	inclusive
MS1486	n	re	no	paksaan	inclusive
MS303	n	an	no	kekejaman	conservative
MS555	n	ddp	yes	dickhead	conservative
MS1837	n	svp	no	ketidakgiatan	inclusive
MS383	n	qas	no	dusta	conservative
MS1108	n	ps	yes	pembiakbakaan kacuk	inclusive
MS796	n	cds	no	melambatkan	inclusive
MS482	n	cds	no	penyangak	inclusive
MS2659	a	ps	yes	meradang	conservative
MS286	n	re	no	penyamun	conservative
MS3120	n	re	no	ndrangheta	inclusive
MS208	n	an	no	gila	conservative
MS2682	a	cds	no	uju	conservative
MS2674	n	cds	no	jerking off	conservative
MS139	a	svp	no	agresif	conservative
MS1162	n	om	no	puan	inclusive
MS2297	n	cds	no	narcism	inclusive
MS1478	n	cds	no	1 pantas	conservative
MS2012	v	cds	no	merancang	inclusive
MS131	n	cds	no	kekusutan	inclusive
MS1236	n	ps	yes	kraut	conservative
MS694	n	cds	no	egois	conservative
MS983	n	or	no	darai	conservative
MS1279	n	om	no	nates	inclusive
MS747	n	an	no	cayman	inclusive
MS855	n	qas	no	sarkas	inclusive
MS2537	v	cds	no	wafat	inclusive
MS1265	n	om	no	aboral	inclusive
MS1183	n	pr	no	kekasih	inclusive
MS207	n	ps	yes	bebal	conservative
MS423	a	ddp	yes	sontoloyo	conservative
MS112	n	qas	no	konco	inclusive
MS478	n	cds	no	penipu	inclusive
MS2684	a	svp	no	ujud	conservative
MS1842	a	ddp	yes	hampa	conservative
MS480	n	dmc	yes	bajingan	conservative
MS2946	a	is	yes	kekurangan	inclusive
MS103	n	an	no	pemalas	conservative
MS2513	v	cds	no	berjalan	inclusive
MS885	n	qas	no	berselerak	inclusive
MS493	n	dmc	yes	jenayah	inclusive
MS425	a	cds	no	bahlul	conservative
MS1796	a	svp	no	bakhil	conservative
MS1470	n	qas	no	penternak	inclusive
MS1851	n	cds	no	cikgu	inclusive
MS319	n	pa	yes	pengacara	inclusive
MS782	n	is	yes	paria	inclusive
MS243	n	an	no	gelojoh	conservative
MS2656	a	svp	no	naik angin	inclusive
MS2374	n	cds	no	timeserver	conservative
MS108	n	qas	no	penyokong	inclusive
MS3102	n	om	no	mak nyah	inclusive
MS2684	a	cds	no	ujud	conservative
MS77	a	an	no	tegar	inclusive
MS1969	n	qas	no	pekedai	inclusive
MS2180	a	dmc	yes	menyayat hati	conservative
MS2295	n	ddf	yes	setengah pain	conservative
MS558	n	cds	no	motherfucker	conservative
MS1320	n	cds	no	scads	inclusive
MS2272	n	pa	yes	penggembala	inclusive
MS195	n	re	no	perogol	conservative
MS628	n	ddp	yes	kebinatangan	conservative
MS593	n	cds	no	kesalahan	inclusive
MS883	n	qas	no	ilusi	inclusive
MS435	a	cds	no	bongak	conservative
MS2071	n	cds	no	tandas	inclusive
MS2391	n	dmc	yes	malang	inclusive
MS794	n	ps	yes	changelings	conservative
MS2080	n	svp	no	pengelak	conservative
MS2179	a	is	yes	azab	conservative
MS2464	v	re	no	mengacah-acah	inclusive
MS418	n	cds	no	fabricator	conservative
MS204	n	an	no	bodoh	conservative
MS488	n	dmc	yes	gajul	inclusive
MS2854	a	dmc	yes	fleksibel	inclusive
MS1154	n	cds	no	memusnahkan	conservative
MS298	n	ps	yes	kampung	conservative
MS94	n	om	no	liwat	inclusive
MS1102	n	an	no	crocodilians	inclusive
MS486	n	re	no	banditti	inclusive
MS33	n	re	no	penyalahgunaan	inclusive
MS353	n	asf	no	kuda kayu	conservative
MS62	n	ddp	yes	amentia	inclusive
MS244	n	svp	no	kelobaan	inclusive
MS1952	n	cds	no	loansharking	conservative
MS492	n	cds	no	mengharamkan	inclusive
MS1299	n	qas	no	dibenci	inclusive
MS1192	n	cds	no	najda	inclusive
MS557	n	ddp	yes	ibu fucker	conservative
MS3104	n	om	no	crossdresser	inclusive
MS1684	n	re	no	merompak	inclusive
MS819	n	re	no	pencaci	conservative
MS2664	a	svp	no	memberongsang	inclusive
MS478	n	dmc	yes	penipu	inclusive
MS283	a	svp	no	rakus	conservative
MS3143	n	cds	no	pengejut	conservative
MS307	n	qas	no	pedagang	inclusive
MS634	n	an	no	kezaliman	conservative
MS456	a	cds	no	hamik	conservative
MS417	n	cds	no	beguine	inclusive
MS984	n	or	no	banci	conservative
MS478	n	cds	no	penipu	conservative
MS790	n	an	no	bacul	conservative
MS1793	a	dmc	yes	tangkai kering	conservative
MS2780	n	pr	no	pandir	conservative
MS217	n	an	no	benak	conservative
MS299	n	svp	no	acquisitiveness	inclusive
MS1357	n	pa	yes	pekerja	inclusive
MS1786	a	is	yes	parokial	conservative
MS842	n	an	no	keanjingan	inclusive
MS404	n	cds	no	kucar-kacir	inclusive
MS386	n	cds	no	lelaki	inclusive
MS3051	n	re	no	serangan seksual	inclusive
MS786	n	qas	no	kasta	inclusive
MS2010	v	cds	no	bersekongkol	inclusive
MS667	n	qas	no	ahli korporat	inclusive
MS1772	n	cds	no	balladeer	inclusive
MS1340	n	an	no	pongsu	conservative
MS458	a	ddp	yes	kebudak-budakan	conservative
MS3015	a	ddp	yes	songor	conservative
MS2165	n	qas	no	gereja	inclusive
MS976	n	or	no	bapuk	conservative
MS124	n	cds	no	muslihat	conservative
MS2730	a	ps	yes	لوتوڠ	inclusive
MS480	n	ddp	yes	bajingan	conservative
MS990	n	om	no	gay	inclusive
MS1939	a	is	yes	sewal	inclusive
MS1254	n	dmc	yes	palsu	inclusive
MS1251	n	dmc	yes	kepura-puraan	conservative
MS1966	n	cds	no	backtalk	inclusive
MS85	a	an	no	kepala batu	inclusive
MS2435	v	qas	no	mengempenak	conservative
MS280	a	svp	no	tamak	conservative
MS302	n	cds	no	keganasan	inclusive
MS106	n	qas	no	penganut	inclusive
MS2545	n	or	no	kentang	inclusive
MS2881	v	re	no	mengumpil	inclusive
MS2159	n	qas	no	endoparasites	inclusive
MS204	n	asm	no	bodoh	inclusive
MS425	a	ddp	yes	bahlul	conservative
MS1396	n	dmc	yes	moral	inclusive
MS2634	n	cds	no	pengomel	conservative
MS419	n	ddp	yes	pendusta	conservative
MS337	n	cds	no	anjing	conservative
MS528	n	an	no	bandit	conservative
MS1632	n	dmc	yes	baik-untuk-apa-apa	conservative
MS2348	n	an	no	brant	inclusive
MS211	n	an	no	baghal	conservative
MS530	n	an	no	durjana	conservative
MS2360	n	an	no	ixodida	inclusive
MS1376	n	re	no	feloni	inclusive
MS1850	n	cds	no	ostentatiousness	conservative
MS1893	n	dmc	yes	plin-plan	conservative
MS1559	n	cds	no	cempiang	inclusive
MS1270	n	om	no	sisi	inclusive
MS1471	n	qas	no	pesawah	inclusive
MS1480	n	cds	no	ceneker	inclusive
MS858	n	cds	no	sub-puak	inclusive
MS1404	n	dmc	yes	kedurjanaan	conservative
MS797	n	an	no	jalang	conservative
MS1608	n	cds	no	pemerhati	conservative
MS328	n	pa	yes	pendukung	inclusive
MS2040	a	svp	no	cepat	conservative
MS337	n	dmc	yes	anjing	inclusive
MS443	a	ddp	yes	jahil	conservative
MS2830	a	dmc	yes	ladah	inclusive
MS2065	n	cds	no	pencopet	conservative
MS1791	a	dmc	yes	singkat tangan	conservative
MS889	n	qas	no	bersepah	inclusive
MS478	n	dmc	yes	penipu	conservative
MS2930	n	an	no	പാറ്റ	inclusive
MS1310	n	pa	yes	porter	inclusive
MS403	n	cds	no	kelam-kabut	inclusive
MS609	n	an	no	pembengis	conservative
MS2049	v	ddp	yes	membingungkan	conservative
MS1940	a	is	yes	cialat	inclusive
MS11	n	svp	no	acedia	inclusive
MS608	n	ddp	yes	bengis	conservative
MS616	n	qas	no	fumbler	conservative
MS1197	n	an	no	pillager	inclusive
MS5	v	an	no	salak	inclusive
MS890	n	dmc	yes	kecabulan	inclusive
MS752	a	ddf	yes	jelik	conservative
MS621	n	dmc	yes	yg kurang baik	conservative
MS1894	a	svp	no	berat tulang	conservative
MS49	n	pa	yes	fakulti	inclusive
MS1699	n	pr	no	lonte	inclusive
MS711	n	cds	no	jisim	conservative
MS1421	a	an	no	bengis	conservative
MS795	n	cds	no	cretin	inclusive
MS2049	v	qas	no	membingungkan	conservative
MS1150	n	or	no	mentimun	inclusive
MS1665	a	cds	no	cerdik	conservative
MS113	n	cds	no	telatah	inclusive
MS2621	a	om	no	aneh	inclusive
MS1206	n	ps	yes	bongok	conservative
MS915	n	cds	no	mes-up	inclusive
MS2800	n	re	no	penculikan	inclusive
MS1891	a	dmc	yes	cabul	conservative
MS810	n	re	no	slander	inclusive
MS54	n	pa	yes	ahli sama	inclusive
MS2380	n	re	no	penyiksa	inclusive
MS771	n	an	no	carcharodon	inclusive
MS968	n	pa	yes	koperal	inclusive
MS503	n	ddf	yes	kerosakan	inclusive
MS1791	a	an	no	singkat tangan	conservative
MS149	n	cds	no	keghairahan	inclusive
MS336	n	an	no	gonggongan	inclusive
MS500	n	cds	no	pengadu	conservative
MS216	n	ddp	yes	knucklehead	conservative
MS2452	n	cds	no	arriviste	inclusive
MS2113	n	an	no	luncung	inclusive
MS1868	a	dmc	yes	terkutuk	conservative
MS2430	v	qas	no	memanjakan	conservative
MS620	n	dmc	yes	pembunuh	conservative
MS807	n	cds	no	umpatan	conservative
MS210	n	or	no	tolol	conservative
MS1285	n	om	no	derriere	inclusive
MS1164	n	om	no	berkedudukan baik	inclusive
MS2035	n	svp	no	gusar	inclusive
MS288	n	re	no	penjahat	conservative
MS197	n	cds	no	kelicikan	conservative
MS2111	n	an	no	monyong	inclusive
MS891	n	an	no	grossness	conservative
MS2783	n	ddp	yes	omong kosong	inclusive
MS2776	a	ddf	yes	capik	inclusive
MS470	n	cds	no	kelompok	conservative
MS1501	n	cds	no	finagler	conservative
MS255	n	ddp	yes	perepet	inclusive
MS390	n	cds	no	pesolek	inclusive
MS2826	a	dmc	yes	comok	inclusive
MS490	n	dmc	yes	banduan	inclusive
MS2744	a	ps	yes	cina	inclusive
MS2405	n	an	no	viper	inclusive
MS363	n	qas	no	penipuan	conservative
MS2154	n	dmc	yes	chawbacon	conservative
MS1489	n	om	no	adas	inclusive
MS486	n	dmc	yes	banditti	inclusive
MS138	n	asm	no	lampiran	inclusive
MS933	n	pa	yes	kerusi	inclusive
MS2538	v	cds	no	menutup mata	inclusive
MS235	n	an	no	wisent	inclusive
MS2781	n	pr	no	mengarut	conservative
MS565	n	cds	no	haram	inclusive
MS686	n	qas	no	kelas profesional	inclusive
MS1412	a	cds	no	kasar	conservative
MS1332	n	dmc	yes	petualang	inclusive
MS217	n	or	no	benak	conservative
MS289	n	dmc	yes	perompak	conservative
MS142	n	asf	no	codswallop	conservative
MS1118	n	cds	no	hibrid	inclusive
MS1717	n	om	no	homoseks	inclusive
MS2014	a	om	no	homoseksual	conservative
MS2594	v	an	no	mengherdik	conservative
MS1194	n	an	no	penyerang	inclusive
MS193	n	re	no	merogol	conservative
MS2248	n	an	no	yu	inclusive
MS997	n	cds	no	newsmonger	conservative
MS2401	n	cds	no	riba	inclusive
MS551	n	cds	no	mencoba memecahkan pemogokan	inclusive
MS1022	v	cds	no	menggericau	inclusive
MS800	n	re	no	memfitnah	inclusive
MS1937	a	is	yes	celaka	inclusive
MS823	n	cds	no	chiseler	inclusive
MS1167	n	om	no	perempuan	inclusive
MS2683	a	cds	no	sombong	conservative
MS1899	n	dmc	yes	pembohongan	inclusive
MS1228	a	cds	no	jenayah	inclusive
MS1896	a	svp	no	culas	conservative
MS722	n	dmc	yes	gelandangan	inclusive
MS60	n	an	no	kebodohan	conservative
MS2115	n	cds	no	nerdy	conservative
MS1894	a	dmc	yes	berat tulang	conservative
MS2726	a	ps	yes	കറുപ്പ്	inclusive
MS23	n	re	no	penganiayaan	inclusive
MS1255	n	om	no	buntut	inclusive
MS248	n	svp	no	kedekut	conservative
MS1455	n	cds	no	penggermoan	inclusive
MS720	n	dmc	yes	lowlife	conservative
MS1278	n	om	no	proksimal	inclusive
MS298	n	qas	no	kampung	conservative
MS1139	n	or	no	puki	conservative
MS768	n	cds	no	keretapi wagon	inclusive
MS2326	n	ps	yes	hispanik	inclusive
MS355	n	cds	no	sentuhan lembut	conservative
MS377	n	pr	no	rentboy	conservative
MS1312	n	re	no	jahat	conservative
MS964	n	an	no	arnab	inclusive
MS2101	n	an	no	muncung	inclusive
MS472	n	cds	no	bulatan	inclusive
MS1195	n	an	no	despoiler	inclusive
MS1372	a	qas	no	sesat akal	conservative
MS2330	n	cds	no	nymphomaniac	conservative
MS1905	a	is	yes	salah	inclusive
MS586	n	cds	no	boo-boo	inclusive
MS2695	n	re	no	plagiarization	inclusive
MS594	n	cds	no	busuk-up	inclusive
MS1762	n	qas	no	gubuk	inclusive
MS2613	v	cds	no	mengalum	inclusive
MS2669	a	re	no	kehangusan hati	inclusive
MS1799	a	is	yes	lokek	conservative
MS739	n	is	yes	villainess	conservative
MS717	n	cds	no	cacat	conservative
MS3030	a	dmc	yes	rendah	conservative
MS130	n	qas	no	kemungkinan dan berakhir	inclusive
MS1001	n	ddp	yes	penderhaka	conservative
MS1551	n	svp	no	keradangan	conservative
MS288	n	re	no	penjahat	inclusive
MS622	n	an	no	badan-meragut	inclusive
MS2254	n	an	no	mikroorganisme	inclusive
MS1981	n	cds	no	gumpalan	inclusive
MS1276	n	om	no	posterior	inclusive
MS1911	a	is	yes	nestapa	inclusive
MS1477	n	cds	no	seloroh	conservative
MS517	n	qas	no	kuasa	inclusive
MS879	n	svp	no	minginess	conservative
MS175	n	an	no	bernyawa menjadi	inclusive
MS1008	n	cds	no	pembetung	inclusive
MS1356	n	pa	yes	petugas	inclusive
MS1932	a	is	yes	bersendu	inclusive
MS2672	n	asm	no	wank	conservative
MS1487	n	re	no	exact	inclusive
MS1622	n	cds	no	penengah	inclusive
MS1416	a	dmc	yes	sangsai	inclusive
MS477	n	ddp	yes	bangsat	conservative
MS2578	n	cds	no	yg suka membaca buku	conservative
MS1886	n	svp	no	lustfulness	inclusive
MS611	n	qas	no	bumbler	conservative
MS488	n	cds	no	gajul	inclusive
MS1203	n	ddp	yes	tongkol	conservative
MS487	n	cds	no	tdk sah	conservative
MS230	n	an	no	کلداي	inclusive
MS3	n	ddp	yes	kemunduran	inclusive
MS2828	a	dmc	yes	kumuh	inclusive
MS453	a	cds	no	goblok	conservative
MS2797	n	re	no	kidnaps	inclusive
MS1925	a	is	yes	galabah	inclusive
MS722	n	an	no	gelandangan	conservative
MS1125	n	qas	no	pematuhan	inclusive
MS1340	n	ddf	yes	pongsu	conservative
MS308	n	cds	no	ejen	inclusive
MS1417	a	dmc	yes	benguk	inclusive
MS2715	n	an	no	poulet	inclusive
MS274	n	asm	no	bandulan	inclusive
MS983	n	om	no	darai	inclusive
MS2767	a	cds	no	takut-takut	conservative
MS793	n	cds	no	changeling	inclusive
MS2902	n	cds	no	yg suka membanggakan diri	conservative
MS211	n	ddp	yes	baghal	conservative
MS416	n	cds	no	bohong	conservative
MS288	n	qas	no	penjahat	conservative
MS2683	a	svp	no	sombong	conservative
MS2048	n	cds	no	bersepah-sepah	conservative
MS526	n	cds	no	keparat	conservative
MS757	n	an	no	maw	inclusive
MS2663	a	re	no	berang	inclusive
MS93	n	om	no	sodomi	inclusive
MS1033	n	qas	no	sisa perbandaran	inclusive
MS1146	n	or	no	sativus	inclusive
MS1664	a	cds	no	licik	conservative
MS985	n	om	no	pondan	inclusive
MS1739	n	cds	no	khalayak	conservative
MS1882	n	dmc	yes	pseudo	conservative
MS1189	n	cds	no	mudah tertipu	conservative
MS492	n	cds	no	mengharamkan	conservative
MS1580	n	asf	no	vagina	conservative
MS2585	v	qas	no	menembel	inclusive
MS289	n	cds	no	perompak	conservative
MS2610	v	cds	no	mengerutkan	inclusive
MS2445	v	cds	no	menukarkan	inclusive
MS3098	n	om	no	crossdressing	inclusive
MS1479	n	cds	no	perdayaan	inclusive
MS57	n	asm	no	ketololan	conservative
MS217	n	asm	no	benak	conservative
MS46	n	pa	yes	dosen	inclusive
MS3100	n	om	no	merentas berpakaian	inclusive
MS1227	n	an	no	doodly-mencangkung	conservative
MS1793	a	is	yes	tangkai kering	conservative
MS2253	n	an	no	basil	inclusive
MS991	n	om	no	twink	conservative
MS2107	n	an	no	domol	inclusive
MS2339	n	asf	no	remeh-temeh	inclusive
MS2884	v	re	no	menjentik	inclusive
MS2659	a	re	no	meradang	inclusive
MS2264	n	an	no	kibas	inclusive
MS56	n	asm	no	kedunguan	conservative
MS761	n	cds	no	coterie	inclusive
MS285	n	qas	no	balast	inclusive
MS788	n	cds	no	wuss	conservative
MS361	n	ddp	yes	dupe	conservative
MS204	n	or	no	bodoh	conservative
MS875	n	an	no	kambing	inclusive
MS1986	n	cds	no	ketul	inclusive
MS357	n	ddp	yes	kepala puding	conservative
MS2171	n	an	no	psittaciformes	inclusive
MS1898	a	dmc	yes	lengah	conservative
MS2929	n	an	no	lipas	inclusive
MS303	n	ddp	yes	kekejaman	conservative
MS384	n	ddp	yes	kebohongan	conservative
MS953	n	asm	no	fuck	conservative
MS2972	a	pa	yes	berpolitik	inclusive
MS409	n	an	no	lembu	inclusive
MS1644	v	asm	no	bercinta	conservative
MS1951	n	cds	no	pemberi pinjam wang	conservative
MS1481	n	cds	no	pengecohan	inclusive
MS2612	v	cds	no	mengerut	inclusive
MS210	n	cds	no	tolol	conservative
MS454	a	cds	no	cogo	conservative
MS385	n	cds	no	kepalsuan	inclusive
MS192	n	re	no	memperkosa	conservative
MS1087	n	an	no	athene noctua	inclusive
MS1313	n	cds	no	delinkuen	conservative
MS1771	n	cds	no	merintih	inclusive
MS125	n	cds	no	gurauan	inclusive
MS455	a	cds	no	gendeng	conservative
MS2082	n	an	no	mollusca	inclusive
MS798	n	pr	no	betina	conservative
MS691	n	cds	no	keegoan	conservative
MS207	n	cds	no	bebal	inclusive
MS489	n	re	no	penjenayah	inclusive
MS183	n	re	no	fitnah	inclusive
MS817	n	re	no	maligner	conservative
MS452	a	cds	no	beloh	conservative
MS1801	n	dmc	yes	imitasi	inclusive
MS806	n	re	no	kerja kapak	inclusive
MS2376	n	or	no	tomato	inclusive
MS2468	v	qas	no	mengganggu	conservative
MS2070	n	cds	no	kakus	inclusive
MS2423	v	cds	no	meracau	conservative
MS220	n	an	no	lunkhead	conservative
MS210	n	is	yes	tolol	conservative
MS210	n	an	no	tolol	conservative
MS439	a	ddp	yes	pilon	conservative
MS1620	n	cds	no	syafaat	inclusive
MS2511	v	cds	no	mangkat	inclusive
MS3146	a	re	no	gembira	conservative
MS611	n	cds	no	bumbler	conservative
MS1560	n	dmc	yes	mobster	inclusive
MS1705	n	pr	no	john	conservative
MS1859	n	cds	no	bantuan pengajaran	inclusive
MS2290	n	an	no	sera	inclusive
MS42	n	pa	yes	akademi	inclusive
MS2004	n	asm	no	palak qualifier	inclusive
MS271	n	is	yes	pembolot	conservative
MS821	n	dmc	yes	pengelat	conservative
MS553	n	cds	no	strikebreakers	inclusive
MS741	n	is	yes	keji	conservative
MS452	a	ddp	yes	beloh	conservative
MS414	n	qas	no	cetera	conservative
MS1371	a	ddp	yes	sakit ingatan	inclusive
MS1556	n	svp	no	dillydallier	conservative
MS1123	n	cds	no	rookie	conservative
MS2503	v	re	no	menghelah	inclusive
MS477	n	an	no	bangsat	inclusive
MS2473	v	is	yes	membawa tempurung	inclusive
MS1957	n	cds	no	loanshark	inclusive
MS527	n	an	no	kurang ajar	conservative
MS583	n	qas	no	bloopers	inclusive
MS1958	n	cds	no	sharking pinjaman	inclusive
MS2050	v	ddp	yes	membius	conservative
MS2441	n	an	no	lintah	conservative
MS1174	v	asm	no	mempersendakan	inclusive
MS2629	n	cds	no	pandangan	inclusive
MS1795	a	dmc	yes	cekel	conservative
MS777	n	an	no	sampah	conservative
MS2625	v	cds	no	berbual	inclusive
MS287	n	dmc	yes	perampok	conservative
MS524	n	qas	no	eksekutif tertinggi	inclusive
MS1946	n	cds	no	meminjamkan wang	conservative
MS2542	v	cds	no	sampai ajal	inclusive
MS589	n	qas	no	kecanggungan	inclusive
MS957	n	asm	no	shtup	conservative
MS2413	n	an	no	ulat	inclusive
MS1328	n	cds	no	slews	inclusive
