pos	category	stereotype	lemma	level
n	om	no	анално проникване	inclusive
n	an	no	хиени	inclusive
n	an	no	бивол	inclusive
n	an	no	подразред blattaria	inclusive
n	ddp	yes	малоумник	conservative
n	svp	no	мързел	inclusive
n	pr	no	мъжки ескорт	conservative
n	cds	no	високомерие	inclusive
n	ddp	yes	шарлатанин лекар	conservative
n	ddp	yes	коварния	conservative
n	cds	no	самонадеяност	conservative
n	om	no	Куиър	conservative
n	qas	no	конформист	conservative
n	ddp	yes	дангалак	conservative
n	ps	yes	юдаизма	inclusive
n	cds	no	mussiness	conservative
n	cds	no	бързат	conservative
n	dmc	yes	Морална ценност	inclusive
n	dmc	yes	извън закона	inclusive
n	asm	no	грахово растение	inclusive
n	cds	no	купон	inclusive
n	re	no	отвличания	inclusive
n	an	no	prickteaser	conservative
n	re	no	Тероризмът	conservative
n	re	no	изнасилена	conservative
n	qas	no	teste	inclusive
n	ddp	yes	глупав	conservative
n	cds	no	напявам	inclusive
n	qas	no	amateurishness	conservative
a	svp	no	арогантен	conservative
n	or	no	глупав	conservative
n	an	no	див вол	inclusive
n	an	no	кайман	inclusive
n	or	no	cucumis sativus	inclusive
a	asm	no	кафяв	inclusive
n	dmc	yes	лъжа	inclusive
n	re	no	убийството	inclusive
n	an	no	галфон	conservative
n	an	no	бяла акула	inclusive
n	pa	yes	съветник по закон	inclusive
n	qas	no	тържественост	inclusive
n	ps	yes	кръстосване	inclusive
n	dmc	yes	остракизъм	inclusive
n	om	no	Хомосексуализъм	inclusive
n	dmc	yes	Зло	inclusive
n	cds	no	кланове	inclusive
n	an	no	интернет измама	conservative
n	cds	no	празнодумец	conservative
n	an	no	sciaenops ocellatus	inclusive
n	pa	yes	вратар	inclusive
n	cds	no	rumormonger	conservative
n	cds	no	crooners	inclusive
n	an	no	Животни	inclusive
n	ps	yes	boche	conservative
n	cds	no	големина	inclusive
n	cds	no	война банда	inclusive
n	cds	no	стачка по рода си	inclusive
n	re	no	сицилианската мафия	conservative
n	ddp	yes	будала	conservative
n	an	no	кучка	conservative
n	om	no	queer	conservative
n	ps	yes	черен мъж	inclusive
n	cds	no	стачка-чупене	inclusive
n	om	no	гъз	inclusive
n	an	no	жаба жаба	inclusive
n	cds	no	банален	conservative
n	an	no	little owl	inclusive
n	is	yes	социален аутсайдер	inclusive
n	cds	no	демагог	conservative
n	pr	no	любовница	conservative
n	cds	no	куриер	inclusive
n	an	no	насекоми	inclusive
n	or	no	ексцентричен	conservative
n	qas	no	Колиба	inclusive
n	an	no	птица на нощта	inclusive
n	cds	no	крадци	inclusive
n	pr	no	Плъхове	inclusive
n	cds	no	Лихвар	conservative
n	an	no	familiaris	inclusive
a	cds	no	страхлив	conservative
n	ps	yes	зулусите	inclusive
n	om	no	зад	inclusive
a	ddp	yes	неук	conservative
n	cds	no	промъкнем крадец	conservative
n	om	no	дупе	inclusive
n	qas	no	кастовата система	inclusive
n	cds	no	фокус	conservative
n	qas	no	зверчето	conservative
n	an	no	бизони	inclusive
n	re	no	debaucher	conservative
n	ddp	yes	codswallop	conservative
n	cds	no	будала	conservative
n	an	no	създание	inclusive
n	re	no	обида и клевета	inclusive
n	cds	no	драскулка	inclusive
n	an	no	големи бели акули	inclusive
n	dmc	yes	злосторник	inclusive
n	asm	no	aves	inclusive
n	om	no	Хомосексуалист	inclusive
n	asm	no	Слабини	inclusive
n	qas	no	tagalong	conservative
n	ps	yes	бедуин	inclusive
n	cds	no	сополанко	conservative
n	ps	yes	Българска народност	inclusive
n	cds	no	хиперсексуалност	conservative
n	cds	no	гангстер	inclusive
n	re	no	шантаж	conservative
n	cds	no	хибрид предизвикани от човека	inclusive
n	an	no	Домашно говедо	inclusive
n	ddp	yes	варварин	conservative
n	svp	no	ненавист	inclusive
n	dmc	yes	отстъпник	conservative
n	om	no	мръсник	inclusive
n	or	no	педал	conservative
n	qas	no	складодържателя	inclusive
n	om	no	задник	inclusive
n	cds	no	смесена порода куче	inclusive
n	cds	no	мафия	inclusive
n	asm	no	avafauna	inclusive
n	an	no	Папагалоподобни	inclusive
n	pr	no	rattus	inclusive
n	cds	no	нимфоманка	conservative
n	svp	no	колебая dallier	conservative
n	ddp	yes	идиотия	inclusive
n	an	no	Голяма крастава жаба	inclusive
n	an	no	caprinae	inclusive
n	an	no	трагичен злодей	conservative
n	qas	no	хижа	inclusive
n	svp	no	dillydallier	conservative
n	pr	no	уличница	conservative
n	qas	no	цапач	conservative
n	ddf	yes	физически оспорени	inclusive
n	ddp	yes	пратера	conservative
n	cds	no	обирник	inclusive
n	ddp	yes	неграмотен човек	inclusive
n	om	no	хомосексуалист	conservative
n	an	no	насекомо	inclusive
n	pa	yes	касиер	inclusive
n	om	no	педераст	conservative
n	cds	no	неистинността	conservative
n	asf	no	вагинален	conservative
n	pa	yes	почетен професор	inclusive
n	cds	no	фанатик	conservative
n	an	no	knucklehead	conservative
n	svp	no	Сексуален импулс	inclusive
n	pr	no	плъхове	inclusive
n	an	no	куче	inclusive
n	pr	no	floozie	conservative
n	cds	no	инструктор	inclusive
n	qas	no	snooper	inclusive
n	cds	no	палячовщина	inclusive
n	qas	no	пищен	inclusive
n	an	no	selachii	inclusive
n	om	no	гей мъже	inclusive
n	cds	no	конте	inclusive
n	cds	no	естествен хибрид	inclusive
n	cds	no	варварин	conservative
n	qas	no	Бизнесдама	inclusive
n	om	no	травестизъм	inclusive
n	qas	no	пропуск	inclusive
n	cds	no	битови отпадъчни води	inclusive
n	dmc	yes	пройдоха	conservative
n	om	no	мадам	inclusive
n	dmc	yes	скитало	inclusive
n	ps	yes	Черен цвят	inclusive
n	om	no	Фенел	inclusive
n	an	no	мародер	conservative
a	an	no	упорит	inclusive
n	qas	no	непохватен човек	conservative
n	om	no	finocchio	inclusive
n	cds	no	крадец на дребно	conservative
n	cds	no	Сменено дете	inclusive
n	cds	no	schoolma'am	conservative
n	re	no	гангстери	inclusive
n	an	no	canis familiaris	inclusive
n	an	no	фауна	inclusive
n	qas	no	арендатор	inclusive
n	cds	no	хитрост	inclusive
n	cds	no	страхливците	conservative
n	cds	no	фал-	inclusive
n	an	no	capra aegagrus hircus	inclusive
n	cds	no	Шейлок	inclusive
n	cds	no	наказателното зло	conservative
n	re	no	злонамерени лъжи	inclusive
n	an	no	ferociousness	conservative
n	ddp	yes	грубиян	conservative
n	pa	yes	портиер	inclusive
n	an	no	род pipistrellus	inclusive
n	an	no	европейския бизон	inclusive
n	pr	no	Плъх	inclusive
n	ddp	yes	zooerastia	conservative
n	is	yes	стипца	conservative
n	cds	no	бандит	conservative
n	an	no	мързелан	conservative
n	qas	no	Буржоазия	inclusive
n	an	no	Козел	inclusive
n	qas	no	професионален клас	inclusive
n	an	no	Клас насекоми	inclusive
n	asm	no	широка боб завод	inclusive
n	dmc	yes	притворство	conservative
n	an	no	strix вариациите	inclusive
n	an	no	diddly	conservative
n	pr	no	наем момче	conservative
n	ddp	yes	животински свят	inclusive
n	qas	no	Блъдхаунд	inclusive
n	cds	no	племенни	inclusive
n	an	no	rentboy	conservative
n	cds	no	кръстосвани	inclusive
a	svp	no	сърдит	inclusive
n	an	no	humanus	inclusive
n	ps	yes	metic	inclusive
a	ddf	yes	грозен	conservative
n	cds	no	perspicaciousness	inclusive
n	ps	yes	Българи	inclusive
n	om	no	Хомосексуалността	inclusive
n	cds	no	мафиоти	inclusive
n	re	no	измамник	inclusive
n	an	no	branta bernicla	inclusive
n	ps	yes	израилтянин	inclusive
a	ddp	yes	детски	conservative
n	svp	no	неприятен	inclusive
n	om	no	transvestitism	inclusive
n	re	no	финансови злоупотреби	inclusive
n	asm	no	нощуване	inclusive
n	an	no	дървеници	inclusive
n	cds	no	масите	conservative
n	pa	yes	член-кореспондент	inclusive
n	dmc	yes	предател	conservative
n	ddp	yes	Нонсенс	conservative
n	pr	no	говеда	inclusive
n	cds	no	кръстосване	inclusive
n	svp	no	развратност	inclusive
a	ddf	yes	лош	inclusive
n	svp	no	faineance	inclusive
n	ddp	yes	балама	conservative
n	asm	no	Грах	inclusive
n	cds	no	кърмаче	inclusive
n	pr	no	вещица	conservative
n	svp	no	Сексуално желание	inclusive
n	ddp	yes	видове	inclusive
n	dmc	yes	chiseller	conservative
n	ddp	yes	Сменено дете	inclusive
n	om	no	дупак	inclusive
n	svp	no	самохвалство	conservative
n	asm	no	ballock	inclusive
n	or	no	тъпак	conservative
a	qas	no	обикновен	inclusive
n	dmc	yes	прекарат всички	inclusive
n	dmc	yes	мръсно куче	conservative
n	cds	no	твърди битови отпадъци	conservative
n	cds	no	калпазанин	inclusive
n	cds	no	забава	inclusive
n	asm	no	мухльо	conservative
n	ddp	yes	измет и бобтейл	conservative
n	an	no	вида capra	inclusive
n	ddp	yes	животинско възпроизводство	inclusive
n	ddp	yes	microcephalus	inclusive
n	ps	yes	Юдеи	inclusive
n	asf	no	глупак	conservative
n	an	no	Обикновена усойница	inclusive
n	an	no	животински свят	inclusive
n	cds	no	улични банди	inclusive
a	is	yes	нещастни	inclusive
n	om	no	глутеалната област	inclusive
n	ddp	yes	Глупости	conservative
n	re	no	slayer	inclusive
n	asm	no	широк боб	inclusive
n	an	no	psittaciformes	inclusive
n	pa	yes	проф.	inclusive
n	cds	no	кръпка	inclusive
n	re	no	углавно престъпление	inclusive
n	cds	no	cowardliness	conservative
a	dmc	yes	мързелив	conservative
n	an	no	volaille	inclusive
n	cds	no	растителните биотехнологии	inclusive
n	cds	no	мафиотски бос	inclusive
n	re	no	злоупотреба със служебно положение	inclusive
n	an	no	Сова	inclusive
n	cds	no	хитрина	conservative
n	cds	no	Бандитизъм	inclusive
n	cds	no	ballup	inclusive
a	ddp	yes	тъп	conservative
n	an	no	capra	inclusive
n	re	no	ндрангета	inclusive
n	ps	yes	бедуини	inclusive
n	an	no	Лешояди	inclusive
n	cds	no	вестникаря	inclusive
n	dmc	yes	шарлатанин	conservative
n	pa	yes	пастир	inclusive
n	cds	no	тълпя се	inclusive
n	an	no	морския скорпион	inclusive
n	svp	no	високомерие	conservative
n	an	no	Совоподобни	inclusive
n	qas	no	отхвърли	conservative
n	pr	no	bos taurus	inclusive
n	an	no	крокодили	inclusive
n	re	no	Насилие	inclusive
a	re	no	буен	inclusive
n	or	no	Куиър теория	conservative
n	an	no	молуска	inclusive
n	an	no	crocodylidae	inclusive
n	dmc	yes	зверчето	conservative
n	cds	no	нарцисизъм	inclusive
n	cds	no	ноу-то-всички	conservative
n	pr	no	жена на улицата	conservative
n	ps	yes	кръстоска	inclusive
n	ddp	yes	абдал	conservative
n	ps	yes	Бедуини	inclusive
n	cds	no	обратно говори	inclusive
n	om	no	хомосексуалистите	inclusive
n	asf	no	подменено	conservative
n	cds	no	мошеничество	conservative
n	re	no	тероризма	inclusive
n	om	no	банален	conservative
a	ddp	yes	луд	inclusive
a	svp	no	ядосан	inclusive
n	svp	no	Седемте смъртни гряха	inclusive
n	cds	no	отпадъци	conservative
n	ddf	yes	джудже	conservative
n	pa	yes	нощен пазач	inclusive
n	asf	no	идиот	conservative
n	cds	no	момче	inclusive
n	om	no	aboral	inclusive
n	qas	no	със средни доходи	inclusive
n	re	no	разбойник	conservative
n	re	no	villainess	conservative
n	cds	no	придворен шут	inclusive
n	ddf	yes	сляп човек	inclusive
n	re	no	Грабеж	inclusive
v	cds	no	умирам	inclusive
n	ddp	yes	animal	inclusive
n	asm	no	парче на опашката	conservative
n	an	no	слаб човек	conservative
n	ddp	yes	кретенизъм	inclusive
n	cds	no	полицай	conservative
n	ps	yes	остгот	inclusive
n	an	no	Животните	inclusive
n	an	no	hyaena	inclusive
n	or	no	копър	inclusive
n	an	no	смучене въшка	inclusive
n	qas	no	Магнат	inclusive
n	or	no	скуош	inclusive
n	dmc	yes	Деликт	inclusive
n	qas	no	послъгвам	conservative
n	qas	no	Реторици	inclusive
n	an	no	белоглав лешояд	inclusive
n	cds	no	смет	conservative
n	ps	yes	юдео	inclusive
n	re	no	мафиот	conservative
n	an	no	необразован човек	conservative
n	ddp	yes	дървеняк	conservative
n	an	no	отблъснат	conservative
n	cds	no	педантичен	conservative
n	an	no	зайчета	inclusive
a	dmc	yes	мръсен	inclusive
n	svp	no	Суета	conservative
n	qas	no	Бизнес магнат	inclusive
n	pa	yes	селянин	inclusive
n	cds	no	бу-бу	inclusive
n	an	no	eurypterids	inclusive
n	ddp	yes	nanocephaly	inclusive
n	dmc	yes	клоун	inclusive
n	pa	yes	съвета	inclusive
n	or	no	финансите	conservative
n	qas	no	индустриалци	inclusive
n	cds	no	Лъжа	conservative
n	cds	no	мърша	inclusive
n	qas	no	чайник с риба	inclusive
n	ps	yes	метис	conservative
n	an	no	папагал	inclusive
n	pa	yes	професор	inclusive
n	asm	no	Сменени деца	inclusive
n	qas	no	дивак	conservative
n	dmc	yes	лош човек	conservative
n	om	no	педал	conservative
n	svp	no	алчност	inclusive
n	re	no	убиец	inclusive
n	cds	no	японски мерни единици	inclusive
n	pa	yes	академичната общност	inclusive
n	dmc	yes	fabricator	conservative
n	cds	no	бандитизъм	conservative
n	an	no	animalia	inclusive
n	re	no	Слеяр	inclusive
n	cds	no	Гангстер	inclusive
n	om	no	опашка	inclusive
n	cds	no	newswriter	inclusive
n	cds	no	зверчето	conservative
n	om	no	плъзнете царици	inclusive
n	qas	no	Ретор	inclusive
n	asm	no	shtup	conservative
n	ddp	yes	копеле	conservative
n	pr	no	наложница	inclusive
v	cds	no	умре	inclusive
n	re	no	плагиатство	inclusive
n	cds	no	стадни животни	inclusive
n	dmc	yes	злото	inclusive
n	ps	yes	Юдейство	inclusive
n	cds	no	papparazzi	inclusive
n	ddp	yes	Сменено дете	conservative
n	cds	no	folderol	conservative
n	cds	no	гръндж	inclusive
n	cds	no	масонски орден	inclusive
n	cds	no	Нимфоманка	inclusive
n	an	no	equus africanus asinus	inclusive
n	dmc	yes	гангстер	inclusive
n	cds	no	лъв	inclusive
n	qas	no	избиване	conservative
n	dmc	yes	морално пропаднал	inclusive
