pos	category	stereotype	lemma	level
n	re	no	कुल्हाड़ी नौकरी	inclusive
n	cds	no	रटनेवाला	conservative
n	om	no	गुदा सेक्स	inclusive
n	re	no	कातिल	inclusive
n	cds	no	narcissistic	inclusive
n	pa	yes	कॉर्पोरल	inclusive
n	an	no	kine	inclusive
n	om	no	नितम्ब	inclusive
n	pa	yes	wooer	inclusive
n	cds	no	ostentatiousness	conservative
n	dmc	yes	झूठ	inclusive
n	re	no	चुगली	inclusive
n	dmc	yes	मैल बैग	inclusive
n	cds	no	विप्लव	inclusive
n	dmc	yes	बेघर	inclusive
n	dmc	yes	libertinism	conservative
n	or	no	मूर्ख	conservative
n	cds	no	fawner	conservative
n	re	no	plagiarise	inclusive
n	cds	no	माफिया	conservative
n	cds	no	गिरोह	conservative
n	dmc	yes	बदबू	conservative
n	re	no	अपराधी	conservative
n	dmc	yes	निकम्मा	conservative
n	re	no	ठग	inclusive
n	or	no	poof	conservative
n	qas	no	अत्युक्ति	inclusive
n	qas	no	कमेरा	inclusive
n	qas	no	स्क्रैप	inclusive
n	cds	no	flub	inclusive
n	ps	yes	jigaboo	conservative
n	cds	no	माफ़िया	inclusive
n	cds	no	योजनाकारी	inclusive
n	cds	no	गड़बड़झाला	inclusive
n	cds	no	झूठी अफ़वाह	conservative
n	pa	yes	सार्वजनिक लेखा	inclusive
n	an	no	gyps fulvus	inclusive
n	cds	no	dweeb	conservative
n	an	no	घेंटा	inclusive
n	dmc	yes	बेईमान	conservative
n	an	no	भ्रूभंग	inclusive
n	dmc	yes	जालसाजी	inclusive
n	ps	yes	यहूदियों	inclusive
n	an	no	अक्षम	conservative
n	cds	no	hypersexuality	conservative
n	or	no	जला नारंगी	inclusive
n	qas	no	पराश्रयी होकर लेगना	inclusive
n	cds	no	संयंत्र जैव प्रौद्योगिकी	inclusive
n	ddp	yes	जंतुओं	inclusive
n	dmc	yes	गैरकानूनी घोषित	inclusive
n	om	no	homophile	conservative
n	qas	no	काश्तकार	inclusive
n	qas	no	conformism	inclusive
a	pa	yes	सैद्धांतिक	inclusive
n	cds	no	शोहदा	inclusive
n	qas	no	शर्त	inclusive
n	re	no	बलात्कारी	conservative
n	asf	no	योनि	conservative
n	re	no	बदनामी	inclusive
n	pr	no	सड़क लड़की	conservative
n	pr	no	वेश्या	conservative
n	re	no	तोहमत	inclusive
n	an	no	लुटेरा	inclusive
n	ps	yes	यूदावाद	inclusive
n	cds	no	अधम	conservative
a	om	no	अलग	inclusive
n	re	no	माफिया	conservative
n	cds	no	नाजायज बच्चे	inclusive
n	asm	no	बंद मरोड़ते	conservative
n	cds	no	सिखाया	inclusive
n	re	no	हत्या	inclusive
n	svp	no	गवारूपन	conservative
n	dmc	yes	मोड़ पर	conservative
n	cds	no	दोस्त	inclusive
n	re	no	दण्डाभियोग	inclusive
n	svp	no	ऊब	inclusive
n	an	no	हेलिक्स pomatia	inclusive
n	asm	no	चमड़ी	inclusive
n	cds	no	व्यक्ति - निष्ठा	conservative
n	an	no	dumbass	conservative
n	or	no	dumbass	conservative
n	svp	no	avaritia	inclusive
n	an	no	raunch	conservative
n	re	no	लुटेरा	inclusive
a	svp	no	नाराज़	inclusive
n	svp	no	चटोरा	inclusive
n	svp	no	पैसा pinching	inclusive
n	qas	no	बू - बू	inclusive
n	cds	no	धिक्कृत	conservative
n	ps	yes	rroma	inclusive
n	dmc	yes	lowlife	inclusive
n	cds	no	कमीने	inclusive
n	cds	no	जनसमूह	conservative
n	pa	yes	गड़ेरिया	inclusive
n	ddp	yes	विदूषक	conservative
n	an	no	anuran	inclusive
n	dmc	yes	मोत्ज़ारेला	inclusive
n	qas	no	ballock	inclusive
n	cds	no	रूढ़	conservative
n	om	no	गधा	inclusive
n	cds	no	अराजकता	inclusive
n	ddp	yes	बेढंगा	conservative
n	asm	no	nookie	conservative
n	cds	no	सीवरेज	inclusive
n	qas	no	आसार	inclusive
a	svp	no	रूठा	inclusive
n	an	no	prickteaser	conservative
n	cds	no	crossbreed	inclusive
n	dmc	yes	गोलमाल करनेवाला	conservative
n	asm	no	उल्लू	conservative
n	an	no	फेमिलेरिस	inclusive
n	re	no	खलनायक	conservative
n	pa	yes	गंवार	conservative
n	cds	no	बाल अपचारी	conservative
n	cds	no	पंडिताऊ	conservative
n	cds	no	सुगंधित - पार्कर	conservative
n	svp	no	निष्क्रियता	inclusive
n	cds	no	archpriest	inclusive
n	om	no	बेसल	inclusive
n	cds	no	bumbler	conservative
n	cds	no	धोखेबाज़	conservative
n	or	no	उल्लू	conservative
n	pa	yes	वकीलों	inclusive
n	cds	no	झुंड	inclusive
n	asm	no	पक्षियों	inclusive
n	or	no	गाँडू	conservative
n	asm	no	यूरोपीय सेम	inclusive
n	pa	yes	नौकर	inclusive
n	an	no	बाइसन	inclusive
n	qas	no	विक्रेता	inclusive
n	cds	no	crooners	inclusive
n	ps	yes	रोमानी	inclusive
n	an	no	अहमक़	conservative
n	ps	yes	नीग्रोइड	inclusive
n	cds	no	संकर	inclusive
n	svp	no	क्रोध	conservative
n	cds	no	उपजाति	inclusive
n	an	no	ज़बान की चूक	inclusive
n	cds	no	ज़रख़ीद	inclusive
n	qas	no	घोड़ी का घोंसला	inclusive
n	cds	no	चुनना	conservative
n	qas	no	व्यवसायियों	inclusive
n	re	no	आतंकवाद	inclusive
n	svp	no	अनासक्ति	inclusive
n	qas	no	किसान	inclusive
n	pr	no	कुटनी	conservative
n	cds	no	सड़ा हुआ	inclusive
n	ddp	yes	changeling	inclusive
n	is	yes	निर्धनता	inclusive
n	re	no	यौन हमले	inclusive
n	an	no	मुर्गियों	inclusive
n	om	no	लौंडेबाज	conservative
n	re	no	debaucher	conservative
n	ps	yes	मति - मंद	conservative
n	ddp	yes	codswallop	conservative
n	cds	no	कैसीनो	inclusive
n	pa	yes	बाबू	inclusive
n	om	no	लांगुलिय	inclusive
n	cds	no	पैसा भयानक	inclusive
n	asm	no	पैट्सी	conservative
n	dmc	yes	गांवारू	conservative
n	ddp	yes	बदमाश	conservative
n	qas	no	tagalong	conservative
n	qas	no	मेज नौकरी	inclusive
n	ps	yes	चीनी	inclusive
n	dmc	yes	विधि - बहिष्कृत	inclusive
n	asm	no	भोलापन	conservative
n	ddp	yes	infauna	inclusive
n	cds	no	ठोस अपशिष्ट	conservative
n	pa	yes	अकादमिक	inclusive
n	cds	no	टॉयलेट	inclusive
n	svp	no	बदमिज़ाज होना	conservative
n	cds	no	मध्यस्थ	inclusive
n	asm	no	avafauna	inclusive
n	asf	no	बुद्धु	conservative
n	cds	no	हस्तक्षेपकर्त्ता	conservative
n	or	no	कत्थई	inclusive
n	qas	no	व्यवसायी	inclusive
n	svp	no	आलस्य	inclusive
n	an	no	caprinae	inclusive
n	om	no	रियर अंत	inclusive
n	svp	no	dillydallier	conservative
n	re	no	व्यतिक्रम	inclusive
n	cds	no	घास के बीज	conservative
n	ddp	yes	रोकना	conservative
n	an	no	knucklehead	conservative
n	cds	no	मरा हुआ अंत सड़क	inclusive
n	dmc	yes	अतिव्ययी	inclusive
n	asf	no	गावदी	conservative
n	cds	no	फ़ासिस्ट	conservative
n	cds	no	मसखरा	conservative
n	cds	no	गायक	inclusive
n	cds	no	gangsterism	inclusive
n	dmc	yes	भ्रामक	conservative
a	svp	no	नाराज़	conservative
n	re	no	mafiosi	inclusive
n	ddp	yes	बुद्धु	conservative
n	cds	no	पांडित्य - प्रदर्शन	inclusive
n	an	no	ferociousness	conservative
n	pr	no	उपपत्नी	inclusive
n	ps	yes	बर्बर	conservative
n	asf	no	कपाल	conservative
n	om	no	finocchio	inclusive
n	asm	no	लुंड	conservative
n	cds	no	बातूनी	conservative
n	cds	no	पापारात्सी	inclusive
n	cds	no	शिक्षण सहायता	inclusive
n	ddp	yes	फूहड़पन से काम करने वाला	conservative
n	cds	no	तड़क - भड़क	conservative
n	qas	no	परजीविता	inclusive
n	cds	no	अभिमान	inclusive
n	svp	no	गर्व	inclusive
n	ddp	yes	बेवकूफ	conservative
n	dmc	yes	मुनाफ़िक़	conservative
n	an	no	सर्पमीन	inclusive
n	ddp	yes	zooerastia	conservative
n	svp	no	खाने - पीने का शौकीन	inclusive
n	asf	no	बौड़म	conservative
n	om	no	बच्चे molester	conservative
n	ddp	yes	मानसिक कमी है	inclusive
n	cds	no	बच्चा	inclusive
n	an	no	चिकन	inclusive
n	cds	no	जनता	inclusive
n	asm	no	मति - मंद	inclusive
n	an	no	कीटों	inclusive
n	an	no	diddly	conservative
n	qas	no	ग्रेंजर	inclusive
n	pa	yes	मुनीम	inclusive
n	cds	no	खटारा	inclusive
n	dmc	yes	अनैतिक	conservative
n	cds	no	भड़कीलापन	conservative
n	cds	no	ठग	conservative
n	cds	no	गणिकागृह	inclusive
n	an	no	मोलस्क	inclusive
n	cds	no	perspicaciousness	inclusive
n	re	no	याद	inclusive
n	dmc	yes	बुराई	conservative
n	ps	yes	बुलगारी	inclusive
n	cds	no	सुलेखक	conservative
n	om	no	शिखर	inclusive
n	re	no	ब्लैकमेल	conservative
n	ddp	yes	गावदी	conservative
n	dmc	yes	अमुक	inclusive
n	svp	no	faineance	inclusive
n	pr	no	पतंगा	inclusive
n	om	no	खींचें रानी	inclusive
n	cds	no	उच्च पुजारी	inclusive
n	dmc	yes	chiseller	conservative
n	pr	no	कुतिया	conservative
n	or	no	pudden सिर	conservative
n	svp	no	कोई खाता	conservative
n	qas	no	खेतिहर	inclusive
n	asm	no	ballock	inclusive
n	pa	yes	प्रेमी	inclusive
n	cds	no	घरेलू अपशिष्ट	inclusive
n	cds	no	ostentatiousness	inclusive
n	asf	no	योनी	conservative
n	pr	no	पशु	inclusive
n	pr	no	दरबारी	inclusive
n	ddp	yes	microcephalus	inclusive
n	cds	no	चोट	inclusive
n	pa	yes	प्राध्यापक	inclusive
n	cds	no	पैट्सी	conservative
n	an	no	कुछ कलहंस	inclusive
n	ddp	yes	झक्की	conservative
n	pa	yes	ईसीई	inclusive
n	cds	no	मति - मंद	inclusive
n	om	no	पीछे	inclusive
n	cds	no	बू - बू	inclusive
n	an	no	बकरियाँ	inclusive
n	cds	no	सतानेवाला	conservative
a	is	yes	ग़रीब	inclusive
n	an	no	volaille	inclusive
n	is	yes	गरीबी	inclusive
n	cds	no	ballup	inclusive
n	cds	no	छैल	inclusive
n	ps	yes	यहूदी	inclusive
n	pa	yes	sheepherder	inclusive
n	pa	yes	वकील	inclusive
n	ps	yes	बुद्धू	conservative
n	ddp	yes	अक्षम	conservative
n	re	no	plagiarized	inclusive
n	ddp	yes	प्रमादी	conservative
n	an	no	crocodylidae	inclusive
n	re	no	camorra	inclusive
n	an	no	लक्कड़	conservative
n	cds	no	डाकू	conservative
n	pa	yes	चरवाहा	inclusive
n	cds	no	banditti	inclusive
n	ps	yes	negroids	inclusive
n	cds	no	विज्ञानवाद	inclusive
n	dmc	yes	rakehell	conservative
n	dmc	yes	वाचाल	conservative
n	an	no	rouncey	inclusive
n	an	no	blattaria	inclusive
n	cds	no	chiseler	inclusive
n	an	no	सूअरों	inclusive
n	or	no	बंटा	inclusive
n	om	no	डेम	inclusive
a	dmc	yes	खोटा	conservative
n	re	no	villainess	conservative
n	is	yes	खलनायक	conservative
n	ps	yes	नीग्रो	conservative
n	ddp	yes	मुख़बिर	conservative
n	cds	no	अस्वीकार	conservative
n	cds	no	नगर निगम के कचरे	conservative
n	dmc	yes	अपराधी	inclusive
n	ddp	yes	animal	inclusive
n	asm	no	बुद्धु	conservative
n	qas	no	कृषकों	inclusive
n	re	no	homicides	inclusive
n	qas	no	बर्बर	conservative
n	cds	no	पुलिसकर्मी	conservative
n	an	no	जंतुओं	inclusive
a	dmc	yes	गंदे	inclusive
n	re	no	सटीक	inclusive
n	an	no	दुष्ट	conservative
n	pa	yes	प्रस्तावक	inclusive
n	cds	no	स्वजन	inclusive
n	ddp	yes	जड़वामन	inclusive
n	re	no	वित्तीय करें	inclusive
n	svp	no	हवस	inclusive
n	svp	no	बोरियत	inclusive
n	pa	yes	शिक्षाविदों	inclusive
n	cds	no	कानून तोड़ने	inclusive
n	an	no	eurypterids	inclusive
n	ddp	yes	nanocephaly	inclusive
n	ps	yes	बेढंगा	conservative
n	re	no	अपहर्ताओं	inclusive
n	cds	no	गेंदों को	inclusive
n	re	no	आतन्कवाद	inclusive
n	an	no	उल्लू	conservative
n	qas	no	ढिलाई से काम करना	inclusive
n	an	no	क्युलेक्स pipiens	inclusive
n	cds	no	अध्यापक	inclusive
n	or	no	potatoe	inclusive
n	an	no	क्यूलेक्स pipiens	inclusive
n	qas	no	पर्दाफ़ाश	inclusive
n	an	no	कपाल	conservative
n	dmc	yes	fabricator	conservative
n	cds	no	मूर्ख	conservative
n	qas	no	श्वानालय	inclusive
n	ddp	yes	macrofauna	inclusive
n	cds	no	नि शुल्क और स्वीकृत राजमिस्त्री	inclusive
n	cds	no	newswriter	inclusive
n	or	no	cucurbita मॅक्सिमा	inclusive
n	an	no	तोते	inclusive
n	om	no	प्रतिष्ठित स्री	inclusive
n	svp	no	भद्दा	inclusive
n	cds	no	papparazzi	inclusive
n	cds	no	folderol	conservative
n	asf	no	muttonhead	conservative
n	is	yes	जातिच्युत मनुष्य	inclusive
n	an	no	सांप	inclusive
n	qas	no	गृह व्यवस्था	inclusive
n	cds	no	दस्यु	inclusive
n	cds	no	whorehouse	inclusive
n	qas	no	वर्ण	inclusive
n	cds	no	मिथ्या	conservative
n	ps	yes	बिदौइन	inclusive
n	asf	no	कुंद	conservative
n	ps	yes	फासीवादी	inclusive
n	dmc	yes	सड़न	conservative
n	cds	no	एक तेजी	conservative
n	ps	yes	ईद्भाउट	conservative
n	svp	no	bigot	conservative
n	svp	no	gourmandizer	inclusive
n	an	no	strix varia	inclusive
n	ps	yes	ruiner	conservative
a	svp	no	घमंडी	conservative
n	svp	no	ऐयाशी	inclusive
n	an	no	खटमल	inclusive
n	ddp	yes	कैदियों	inclusive
n	an	no	समुद्र बिच्छू	inclusive
n	an	no	मांस	inclusive
n	om	no	gayness	inclusive
n	pr	no	दरबारियों	inclusive
n	qas	no	वक्रपटुता	inclusive
n	cds	no	chiseller	inclusive
n	or	no	लौंडेबाज़	conservative
n	cds	no	ragtag	conservative
n	om	no	गाँडू	conservative
n	ps	yes	जूदाईस्म	inclusive
n	om	no	समलैंगिकों	inclusive
n	cds	no	बंडल	inclusive
n	cds	no	आंतरिक चक्र	inclusive
n	om	no	dorsoventral	inclusive
n	ps	yes	फ़ासिस्ट	inclusive
n	cds	no	bordello	inclusive
n	cds	no	बुरे कार्यों में सहायता करने वाला	inclusive
n	an	no	बदमाश	conservative
n	an	no	बिस्तर बग	inclusive
n	om	no	सौंफ़	inclusive
n	cds	no	ऋण ठग्गू	inclusive
n	an	no	strigiformes	inclusive
n	an	no	ovis aries	inclusive
n	pr	no	अनाप - शनाप	conservative
n	cds	no	nouveaux धन	inclusive
a	cds	no	स्मार्ट	inclusive
n	cds	no	कंफ़मिस्ट	conservative
n	pr	no	पतंगे	inclusive
n	cds	no	निम्फ़ोमानिया	conservative
n	cds	no	शौचालय	inclusive
n	asm	no	jeerer	conservative
n	pr	no	परवाना	inclusive
n	pr	no	व्यभिचारिणी	conservative
n	ddp	yes	बर्बरता	inclusive
n	pa	yes	प्लीडर	inclusive
n	re	no	defamer	conservative
n	an	no	माइक्रोबियल	inclusive
n	re	no	plagiarization	inclusive
n	qas	no	शौकीनी	conservative
n	ddp	yes	बंदी	inclusive
n	cds	no	दुर्जनों का नेता	conservative
n	cds	no	कचदिलापन	inclusive
n	cds	no	फासीवादी	conservative
n	asm	no	changeling	inclusive
n	asm	no	nooky	conservative
n	cds	no	thieving	inclusive
n	cds	no	बांका	inclusive
n	an	no	मछली	inclusive
n	svp	no	मनमानी	conservative
n	re	no	कष्टदाता	inclusive
n	cds	no	बहुत	inclusive
n	an	no	एंगुइला	inclusive
n	an	no	infauna	inclusive
n	ps	yes	बर्बर	inclusive
n	re	no	banditti	inclusive
n	svp	no	हेकड़ी	conservative
n	pr	no	जॉन	inclusive
n	is	yes	निर्वासित	inclusive
n	ps	yes	रोकना	conservative
n	cds	no	balladeer	inclusive
n	rci	yes	जंगली	conservative
n	ps	yes	bedu	inclusive
n	cds	no	छैला	conservative
n	re	no	हिंसा	inclusive
n	cds	no	स्कोर	inclusive
n	cds	no	अवैधीकरण	conservative
n	cds	no	प्रमादी	conservative
n	cds	no	खरीद	inclusive
n	an	no	मूर्ख	conservative
n	ddp	yes	fuckhead	conservative
n	pr	no	fornicatress	conservative
n	is	yes	निर्धन	inclusive
n	svp	no	इरोस	inclusive
n	ps	yes	nigra	conservative
n	pa	yes	गड़ेरिन	inclusive
n	pr	no	कीट	inclusive
n	svp	no	trencherman	conservative
n	re	no	mafioso	conservative
n	cds	no	अमुक	conservative
n	svp	no	कामुकता	inclusive
n	cds	no	idolaters	inclusive
n	cds	no	mafiosi	conservative
n	an	no	बायसन	inclusive
a	qas	no	सामान्य	inclusive
n	cds	no	घसीट लिखनेवाला	conservative
n	re	no	हत्यारा	inclusive
n	an	no	crocodylia	inclusive
n	is	yes	villainess	conservative
n	cds	no	विलक्षण	inclusive
n	qas	no	ठोस अपशिष्ट	inclusive
n	svp	no	लोभ	inclusive
n	qas	no	मंगता	conservative
n	pr	no	रंडीपन	inclusive
n	cds	no	nymphomaniac	conservative
n	svp	no	चटोरा	conservative
n	ddp	yes	unwiseness	inclusive
n	ps	yes	बदू	inclusive
n	dmc	yes	defrauder	conservative
n	ddp	yes	उल्लू	conservative
n	qas	no	परित्यक्त जहाज	inclusive
n	cds	no	अपराध	inclusive
n	ddp	yes	rumourmonger	conservative
n	ddp	yes	भेदिया	conservative
a	dmc	yes	बुराई	conservative
a	asm	no	भूरा	inclusive
n	asm	no	मूर्ख	conservative
n	dmc	yes	भांड	inclusive
n	cds	no	पाषंडी	conservative
n	is	yes	कंगाल	inclusive
a	cds	no	मूर्ख	conservative
n	or	no	बौड़म	conservative
n	pr	no	चूहे	inclusive
n	asm	no	हाथ से काम	conservative
n	pr	no	वेश्याओं	inclusive
n	cds	no	बेवकूफ	conservative
n	om	no	crossdress	inclusive
n	cds	no	शौक़ीन	inclusive
n	pa	yes	अटॉर्नी	inclusive
n	an	no	hemipteran	inclusive
n	cds	no	आत्मरति	inclusive
n	cds	no	रोगी	inclusive
n	dmc	yes	hobos	conservative
n	ps	yes	doofus	conservative
n	an	no	मुर्गा	inclusive
n	om	no	crossdresser	inclusive
n	cds	no	bigoted	conservative
n	cds	no	आलसी	conservative
n	qas	no	जात	inclusive
n	asm	no	चिड़िया	inclusive
n	pa	yes	टिकट एजेंट	inclusive
n	om	no	सौंफ	inclusive
n	re	no	raper	conservative
n	qas	no	असत्यता	conservative
n	an	no	hemipteron	inclusive
n	qas	no	मिश्रण	inclusive
n	or	no	cuke	inclusive
n	om	no	sodomist	inclusive
n	re	no	विधि - बहिष्कृत	inclusive
n	pa	yes	चरवाहों	inclusive
n	ddp	yes	twirp	conservative
a	ps	yes	यहूदी	inclusive
n	ddp	yes	बुद्धू	inclusive
n	asm	no	betise	conservative
n	asm	no	वृषण	inclusive
n	pr	no	यौन सेवाओं	conservative
n	is	yes	बदमाश	conservative
n	cds	no	गधे	conservative
n	cds	no	औसत दर्जे का आदमी	conservative
n	ps	yes	नीग्रोइड्स	inclusive
n	svp	no	dallier	conservative
n	cds	no	कुलों	inclusive
n	is	yes	फटेहाल	conservative
n	cds	no	हड़ताल तोड़ने	inclusive
n	qas	no	घर के कामकाज	inclusive
n	an	no	कुत्ते	inclusive
n	svp	no	यौन इच्छा	inclusive
n	cds	no	अल्पज्ञता	inclusive
n	an	no	बैलों	inclusive
n	cds	no	छोकरा	inclusive
n	ps	yes	मसिपूर्णता	inclusive
n	cds	no	पार्टी	inclusive
a	ps	yes	चीनी	inclusive
n	dmc	yes	औसत दर्जे का आदमी	conservative
n	cds	no	अवशेष	inclusive
n	cds	no	fabricator	conservative
n	qas	no	जातियों	inclusive
n	re	no	निन्दक	conservative
n	asm	no	phallus	inclusive
n	svp	no	अभिलाषा	inclusive
n	an	no	प्राणी	inclusive
n	pr	no	rattus norvegicus	inclusive
n	an	no	shoat	inclusive
n	cds	no	डींगवाला	conservative
n	ps	yes	गंवार	conservative
n	an	no	कुत्तों	inclusive
n	asm	no	testes	inclusive
n	or	no	अनाड़ी	conservative
n	re	no	felons	inclusive
n	om	no	समलैंगिकता	inclusive
n	cds	no	नोव्यू - riche	inclusive
n	qas	no	baroqueness	inclusive
n	qas	no	स्वोपसर्ग	inclusive
n	cds	no	गुनगुनानेवाला	inclusive
