pos	category	stereotype	lemma	level
n	dmc	yes	zlo	conservative
n	cds	no	stavljanje van zakona	inclusive
n	qas	no	slikar i dekorater	inclusive
n	ddp	yes	zatvorenik	inclusive
n	cds	no	đavolija	conservative
n	an	no	gyps	inclusive
n	svp	no	apatija	inclusive
n	ddp	yes	bedastoća	conservative
n	is	yes	prognanik	inclusive
n	svp	no	aboulia	inclusive
n	cds	no	fabrikator	conservative
n	cds	no	pompeznost	inclusive
n	svp	no	sedam glavnih grijeha	inclusive
n	ps	yes	hebreji	inclusive
n	rci	yes	barbarski	conservative
v	re	no	otuđivati	inclusive
n	qas	no	poslovna žena	inclusive
n	cds	no	papazjanija	inclusive
n	pr	no	moljci	inclusive
n	dmc	yes	omalovažava	conservative
a	ddf	yes	neprikladan	inclusive
n	re	no	hahar	inclusive
n	an	no	mikroorganizama	inclusive
n	an	no	tjelokradica	inclusive
n	svp	no	gorger	conservative
n	re	no	kriminalne aktivnosti	inclusive
n	an	no	mikrob	inclusive
n	om	no	homoseksualnih muškaraca	inclusive
a	ddp	yes	bezukusan	inclusive
n	an	no	žaba	inclusive
n	an	no	ferociousness	conservative
n	qas	no	moocher	conservative
n	an	no	mekušaca	inclusive
n	cds	no	član bande	inclusive
n	asm	no	izraslina	inclusive
n	cds	no	bebe	inclusive
n	an	no	nitkov	conservative
n	qas	no	casteism	inclusive
a	qas	no	srednjovjekovne	inclusive
n	cds	no	ostentatiousness	conservative
n	an	no	ništarija	conservative
n	re	no	kleveta	conservative
n	ps	yes	azijski	inclusive
n	cds	no	drskost	conservative
n	an	no	spora osoba	conservative
n	dmc	yes	lopov	conservative
n	cds	no	odojče	inclusive
n	dmc	yes	glupan-off	conservative
n	an	no	bolećivost	conservative
n	asf	no	ludost	conservative
n	cds	no	bordel	inclusive
n	re	no	plagiarise	inclusive
n	cds	no	zavjere šutnje	inclusive
n	cds	no	super neopran	conservative
n	asm	no	kolac	inclusive
n	an	no	mekušci	inclusive
n	an	no	bijes	inclusive
n	an	no	obični ćuk	inclusive
n	an	no	loša osoba	conservative
n	an	no	piletina	inclusive
n	cds	no	moralizma	inclusive
n	cds	no	changelings	inclusive
n	pr	no	govedo	inclusive
n	re	no	zarobljivač	inclusive
n	dmc	yes	mocarela	inclusive
n	cds	no	flub	inclusive
n	ps	yes	jigaboo	conservative
n	re	no	terorizma	inclusive
n	ddp	yes	brbljivac	conservative
n	qas	no	mnoštvo	inclusive
n	cds	no	lažnog idola	inclusive
n	ddp	yes	neintelektualac	conservative
n	dmc	yes	rasipnik	inclusive
n	ddp	yes	gluposti	conservative
n	qas	no	srednje klase	inclusive
n	cds	no	podvođenje	conservative
n	cds	no	policajac	conservative
n	an	no	Šarka	inclusive
n	qas	no	udovoljavanje	inclusive
v	qas	no	krpati	inclusive
n	re	no	pirat	inclusive
n	svp	no	tvrdičluk	inclusive
n	qas	no	grmalj	conservative
n	cds	no	ucjenjivač	inclusive
n	qas	no	retoriku	inclusive
n	an	no	aljkava osoba	conservative
n	cds	no	posmatrač	conservative
n	ps	yes	križanac	inclusive
n	cds	no	hypersexuality	conservative
v	qas	no	šminkati	inclusive
n	cds	no	križana pasmina	inclusive
n	cds	no	ilegalnim aktivnostima	inclusive
n	ddp	yes	ne znaju ništa	conservative
n	ddp	yes	Šarlatan	conservative
n	is	yes	prosjak	inclusive
n	cds	no	novajlija	conservative
n	om	no	homophile	conservative
n	or	no	fuj	conservative
n	an	no	sovke	inclusive
n	om	no	fuj	conservative
n	re	no	difamiranje	inclusive
n	ddp	yes	šarlatanstvo	conservative
n	an	no	makrofaune	inclusive
n	cds	no	mješavina	inclusive
n	an	no	budala	conservative
a	ddp	yes	glup	conservative
n	an	no	crvi	inclusive
n	pa	yes	svinjetina mesar	inclusive
n	om	no	iza	inclusive
n	svp	no	spiritlessness	inclusive
n	cds	no	kanalizacija	inclusive
n	asm	no	vicia faba	inclusive
n	cds	no	piskaralo	conservative
n	ddp	yes	oštećenje mozga	inclusive
n	dmc	yes	mozzarellom	inclusive
n	cds	no	pleme	inclusive
n	an	no	ovaca	inclusive
n	asm	no	komad repa	conservative
n	cds	no	ručni rad	conservative
n	cds	no	puk	conservative
n	re	no	otmičari	inclusive
n	qas	no	kuća slikar	inclusive
n	cds	no	ostaci	inclusive
n	cds	no	glupiranje	inclusive
n	an	no	mrštenje	inclusive
n	qas	no	poljodjelaca	inclusive
n	an	no	dumbass	conservative
n	or	no	dumbass	conservative
n	re	no	zloporabu položaja	inclusive
n	cds	no	rulja-rouser	conservative
n	svp	no	avaritia	inclusive
n	cds	no	barbar	conservative
n	cds	no	korekcije časnika	inclusive
n	an	no	crv	inclusive
n	cds	no	svodništvo	inclusive
n	an	no	vrisak-sova	inclusive
n	ddp	yes	glupost	inclusive
n	qas	no	smiješni	inclusive
a	svp	no	škrt	conservative
n	asm	no	prekršaj	inclusive
a	dmc	yes	uprljan	inclusive
n	an	no	mušica	inclusive
n	pr	no	comare	conservative
n	cds	no	osornost	conservative
n	om	no	debelo meso	inclusive
n	qas	no	magnata	inclusive
n	asf	no	balvan	conservative
n	cds	no	hoaxer	conservative
n	re	no	razbojnik	conservative
n	ddp	yes	zatočenik	inclusive
n	cds	no	mussiness	conservative
n	asm	no	nookie	conservative
n	re	no	malverzacija	inclusive
n	pa	yes	akademici	inclusive
n	pr	no	kurvanje	inclusive
n	pa	yes	tužitelj	inclusive
n	ps	yes	jevrejin	inclusive
n	an	no	prickteaser	conservative
n	qas	no	teste	inclusive
n	om	no	prijeći dorada	inclusive
n	re	no	pljačka	inclusive
n	an	no	prase	inclusive
n	qas	no	amateurishness	conservative
n	dmc	yes	licemjerje	conservative
a	ddp	yes	nesposoban	inclusive
n	cds	no	cjepidlačenje	inclusive
n	cds	no	aljkava osoba	conservative
n	dmc	yes	etički motiv	inclusive
n	dmc	yes	moralni bankrot	inclusive
n	ps	yes	crnac	conservative
n	an	no	bizoni	inclusive
n	om	no	homoseksualizam	inclusive
n	an	no	domaće ovce	inclusive
n	pr	no	labav žena	conservative
n	re	no	gangster	inclusive
n	cds	no	sanitarni čvor	inclusive
n	svp	no	sramotu	inclusive
n	cds	no	motherfucker	conservative
n	qas	no	parazita	inclusive
n	an	no	sciaenops ocellatus	inclusive
n	an	no	papiga	inclusive
n	or	no	zelje	inclusive
n	cds	no	rumormonger	conservative
n	cds	no	crooners	inclusive
n	cds	no	biljka uzgajivač	inclusive
n	ps	yes	boche	conservative
n	cds	no	delinkvent	conservative
n	ddp	yes	makrofaune	inclusive
a	ddp	yes	neinteligentan	conservative
n	om	no	queer	conservative
n	dmc	yes	odmetnik	inclusive
n	cds	no	idol štovanje	inclusive
n	an	no	kajman	inclusive
n	qas	no	seljak	inclusive
n	an	no	divljaštvo	inclusive
n	qas	no	posade	inclusive
n	asf	no	stidne dlake	inclusive
n	cds	no	odmetnik	inclusive
n	ddp	yes	životinja	inclusive
n	an	no	familiaris	inclusive
n	pa	yes	barbarski	conservative
n	qas	no	diletant	conservative
n	qas	no	usklađivanje	inclusive
n	re	no	zločinačka	conservative
n	ddp	yes	changeling	inclusive
n	dmc	yes	skitnica	conservative
n	cds	no	zločestoća	conservative
n	pr	no	preljubnica	conservative
n	ps	yes	židovstva	inclusive
n	is	yes	siromašnima vrag	inclusive
n	re	no	debaucher	conservative
n	cds	no	religioznosti	inclusive
n	ddp	yes	codswallop	conservative
n	cds	no	paparazza	inclusive
n	cds	no	kriminalnog	conservative
n	cds	no	interfertility	inclusive
n	om	no	transvestitizam	inclusive
n	an	no	diddly	conservative
n	dmc	yes	zla	inclusive
n	cds	no	brod drugog reda	conservative
n	qas	no	tagalong	conservative
n	cds	no	prepredenko	conservative
n	ddp	yes	idiotarija	conservative
n	pa	yes	akademska	inclusive
n	an	no	prostakluk	conservative
n	ddf	yes	nakaznost	inclusive
n	an	no	glupost	conservative
n	re	no	seks kriminal	inclusive
n	an	no	motiv škrtca	conservative
a	ddp	yes	neukusan	inclusive
n	qas	no	sljedbenik	inclusive
n	an	no	škarpina	inclusive
n	asm	no	avafauna	inclusive
n	pr	no	rattus	inclusive
n	svp	no	tvrdica	conservative
n	dmc	yes	mozzarella	inclusive
n	svp	no	sedam smrtnih grijeha	inclusive
n	cds	no	zločinac	inclusive
n	svp	no	dillydallier	conservative
n	qas	no	barbara	conservative
n	ps	yes	bugari	inclusive
n	pa	yes	prof	inclusive
n	cds	no	mekana na dodir	conservative
n	an	no	supovi	inclusive
n	re	no	ubojstva	inclusive
n	an	no	Žohari	inclusive
n	pr	no	aljkavo žena	conservative
n	pr	no	floozie	conservative
n	cds	no	kreten-off	conservative
n	dmc	yes	nemoralnost	conservative
n	cds	no	uživanje u samom sebi	inclusive
n	cds	no	neistina	inclusive
n	asm	no	hard-on	inclusive
n	an	no	selachii	inclusive
n	cds	no	self-obožavanje	inclusive
v	asm	no	seksati se	conservative
n	an	no	kurva	conservative
n	qas	no	krvosljednik	inclusive
n	ps	yes	Židovi	inclusive
n	pa	yes	kaplar	inclusive
n	re	no	mafiosi	inclusive
n	cds	no	dude	inclusive
n	qas	no	paraziti	inclusive
n	qas	no	srednja klasa	inclusive
n	cds	no	javnoj kući	inclusive
n	qas	no	amaterski	inclusive
n	dmc	yes	moralne vrijednosti	inclusive
n	pa	yes	docent	inclusive
n	cds	no	nitkov	conservative
n	cds	no	perspicaciousness	inclusive
n	om	no	finocchio	inclusive
n	cds	no	zločinačka	conservative
n	asm	no	praeputium	inclusive
n	cds	no	mason	inclusive
n	cds	no	izvan zakona	inclusive
n	qas	no	lagati	conservative
n	svp	no	hvalisavost	conservative
n	qas	no	usklađenost	inclusive
n	ps	yes	mješanac	inclusive
n	an	no	svjetina	conservative
n	ddp	yes	analfabet	inclusive
n	cds	no	nouveaux bogatstva	inclusive
n	an	no	zlobnost	conservative
n	svp	no	prejedanje	inclusive
v	cds	no	klafrati	inclusive
n	cds	no	krađe	inclusive
n	ddp	yes	zooerastia	conservative
n	ddp	yes	idiot	inclusive
n	an	no	krevet bug	inclusive
n	an	no	nesposoban	conservative
n	an	no	mula	inclusive
n	an	no	poen-cika	conservative
n	cds	no	razbojnika	inclusive
n	asm	no	aves	inclusive
n	qas	no	barbari	conservative
n	cds	no	grubijan	conservative
n	an	no	šakal	inclusive
n	qas	no	buržoazije	inclusive
n	an	no	humanus	inclusive
n	cds	no	slobodnih i prihvaćenih zidara	inclusive
n	pr	no	priležništvo	inclusive
n	cds	no	rookie	conservative
n	re	no	Čedomorstvo	inclusive
n	cds	no	rodbina	inclusive
n	an	no	stvorenje	inclusive
n	cds	no	pristalica	conservative
n	an	no	bitanga	conservative
n	cds	no	rube	conservative
n	cds	no	pompousness	inclusive
n	re	no	zlorabiti	inclusive
n	is	yes	pomanjkanje	inclusive
n	an	no	motiv škrca	conservative
n	is	yes	bijeda	inclusive
n	re	no	zlostavljao	inclusive
n	qas	no	olova	inclusive
n	svp	no	faineance	inclusive
n	ddp	yes	nepismen	inclusive
n	ddp	yes	imbecil	conservative
n	an	no	pijavice	inclusive
n	cds	no	hahar	conservative
n	qas	no	srednji sloj	inclusive
v	qas	no	pokvariti	conservative
n	dmc	yes	chiseller	conservative
n	pa	yes	posloprimac	inclusive
a	dmc	yes	zamrljan	inclusive
n	cds	no	proturač novosti	conservative
n	an	no	gnjev	inclusive
n	asm	no	ballock	inclusive
n	ddp	yes	Životinje	inclusive
n	cds	no	arogancija	conservative
n	ddp	yes	prostak	conservative
n	ps	yes	balvan	conservative
n	cds	no	ostentatiousness	inclusive
n	re	no	kleveta	inclusive
n	cds	no	hajduk	inclusive
n	re	no	zakon-razbijanje	inclusive
n	qas	no	fumbler	conservative
n	pa	yes	ministar	inclusive
n	ddp	yes	microcephalus	inclusive
n	ddp	yes	tužno vreća	conservative
n	an	no	strix varia	inclusive
n	or	no	nance	conservative
n	re	no	skitnica	conservative
n	om	no	križ oblači	inclusive
n	re	no	nasilje	inclusive
n	an	no	sȕp	inclusive
n	dmc	yes	zloća	inclusive
n	re	no	slayer	inclusive
n	cds	no	igra karata ili domina	conservative
n	dmc	yes	izmišljotina	inclusive
n	an	no	psittaciformes	inclusive
n	cds	no	smiješni	inclusive
n	asm	no	stup	inclusive
a	dmc	yes	umrljan	inclusive
n	cds	no	sad	inclusive
n	an	no	lešinar	inclusive
n	ddp	yes	idiotizam	inclusive
n	om	no	homoseksualnim muškarcima	inclusive
n	cds	no	ballup	inclusive
n	ddp	yes	brbljivac	inclusive
n	cds	no	pomagalo u nastavi	inclusive
n	cds	no	dopisnika	inclusive
n	ddp	yes	besmisleni	conservative
n	dmc	yes	izvan zakona	inclusive
n	pa	yes	sheepherder	inclusive
n	cds	no	egoistični	conservative
n	ddp	yes	mrzovoljac	conservative
n	cds	no	kriminalnih aktivnosti	inclusive
n	qas	no	laž	conservative
n	re	no	ukradena dobra	inclusive
n	pr	no	hetaira	inclusive
n	cds	no	masonske reda	inclusive
n	cds	no	slobodni zidar	inclusive
n	pr	no	gaf	conservative
n	cds	no	kreten	inclusive
n	an	no	namrštiti	inclusive
n	cds	no	policajaca	inclusive
n	an	no	crocodylidae	inclusive
n	cds	no	tona	inclusive
n	cds	no	gunđalo	conservative
n	qas	no	testisi	inclusive
n	svp	no	neaktivnost	inclusive
n	cds	no	kamatara	conservative
n	dmc	yes	izgnanik	inclusive
n	cds	no	griješiti	inclusive
n	qas	no	jaja	inclusive
n	ps	yes	negroids	inclusive
n	om	no	gay	inclusive
n	dmc	yes	rakehell	conservative
n	an	no	culicidae	inclusive
n	pa	yes	fakulteta	inclusive
n	cds	no	lopovluk	conservative
n	cds	no	phratry	inclusive
v	cds	no	pogađati se	inclusive
n	cds	no	progonitelj	conservative
n	an	no	rouncey	inclusive
n	an	no	kozijeg	inclusive
n	asf	no	tehnikalija	inclusive
n	cds	no	ništarija	conservative
n	an	no	vola	inclusive
n	om	no	analnog seksa	inclusive
v	qas	no	kvariti	conservative
n	om	no	aboral	inclusive
n	cds	no	ključar	inclusive
n	cds	no	onanist	conservative
n	pa	yes	pogrebnik	inclusive
n	re	no	villainess	conservative
n	pr	no	bludnica	conservative
n	ps	yes	mongol	inclusive
n	qas	no	retorika	inclusive
n	an	no	aureus	inclusive
n	dmc	yes	siromašnima vrag	inclusive
n	ps	yes	židovske	inclusive
n	asm	no	prepucij	inclusive
v	qas	no	mazati	inclusive
n	asm	no	jerking off	conservative
n	an	no	lijenčina	conservative
n	re	no	infanticid	inclusive
n	or	no	krastavac	inclusive
n	svp	no	pohlepa	inclusive
n	asm	no	prostak	conservative
n	asm	no	široko grah	inclusive
v	qas	no	brljati	conservative
n	pa	yes	academicism	inclusive
n	an	no	čagalj	inclusive
n	dmc	yes	loša osoba	conservative
n	cds	no	laže	conservative
n	dmc	yes	mafijaša	inclusive
n	ps	yes	vandalskog	inclusive
n	is	yes	nestašica	inclusive
n	re	no	kriminalno ponašanje	inclusive
n	om	no	repne	inclusive
n	an	no	gomila	conservative
n	cds	no	seljačina	conservative
n	cds	no	porodica	inclusive
n	ps	yes	istočni goti	inclusive
n	ps	yes	ostrogot	inclusive
n	cds	no	nimfomanija	conservative
n	cds	no	koterija	inclusive
n	qas	no	izmamljivač	conservative
n	an	no	Žabe	inclusive
n	om	no	plemkinja	inclusive
n	ddp	yes	nanocephaly	inclusive
v	qas	no	kiksati	conservative
n	ps	yes	melez	conservative
n	or	no	spaljena naranče	inclusive
n	cds	no	štrajk-razbijanje	inclusive
n	re	no	lopov	inclusive
n	re	no	zločinstvo	inclusive
n	om	no	peciva	inclusive
n	cds	no	pudden-glava	conservative
n	dmc	yes	fibber	conservative
n	pa	yes	poduzetnik	inclusive
n	asm	no	ribe	inclusive
n	qas	no	pučana	inclusive
v	qas	no	mrcvariti	conservative
n	cds	no	strvina	inclusive
n	cds	no	slabić	conservative
n	re	no	ukradena imovina	inclusive
n	re	no	zlotvor	inclusive
n	an	no	animalia	inclusive
n	pr	no	prodaja tijela	inclusive
n	cds	no	newswriter	inclusive
n	dmc	yes	zločestoća	conservative
n	cds	no	laž	inclusive
n	an	no	bezrepci	inclusive
v	re	no	ukrasti	inclusive
n	re	no	ukradena roba	inclusive
n	an	no	balvan	conservative
n	qas	no	magacioner	inclusive
n	cds	no	papparazzi	inclusive
n	cds	no	folderol	conservative
n	re	no	negativca	conservative
n	om	no	non-zapadnjački koncepti muške seksualnosti	inclusive
n	dmc	yes	pretvaralo	conservative
a	ddp	yes	nemoćan	inclusive
n	an	no	srdžba	inclusive
n	qas	no	nametnik	inclusive
n	cds	no	svodnika	conservative
n	cds	no	plemena	inclusive
n	cds	no	trut	conservative
n	ps	yes	ostrogotske	inclusive
v	is	yes	zaklinjati	inclusive
n	re	no	klevetnik	conservative
n	qas	no	obveza davanja	inclusive
n	om	no	bolećivost	conservative
a	an	no	tvrdoglave	inclusive
n	re	no	nepošten dobitak	inclusive
n	cds	no	javna kuća	inclusive
n	or	no	budala	conservative
n	dmc	yes	moral	inclusive
n	an	no	krvopija	inclusive
n	an	no	blattodea	inclusive
n	or	no	krumpir	inclusive
n	cds	no	krutog otpada	inclusive
n	an	no	polukrilci	inclusive
n	ddf	yes	vočić	conservative
n	svp	no	bigot	conservative
n	svp	no	gourmandizer	inclusive
n	cds	no	teorija urote	inclusive
n	ps	yes	ruiner	conservative
n	svp	no	ne-račun	conservative
n	re	no	plagijat	inclusive
n	dmc	yes	prevarant	conservative
n	cds	no	kukavičluka	conservative
n	cds	no	portkalo	inclusive
n	dmc	yes	iskvarenost	conservative
n	re	no	zločin	inclusive
n	ps	yes	židovska zajednica	inclusive
n	om	no	gospođa	inclusive
n	ddp	yes	mentalna retardacija	inclusive
v	qas	no	pogriješiti	conservative
n	om	no	istospolne	inclusive
n	an	no	budalaština	conservative
n	asm	no	preputium	inclusive
n	ps	yes	križati	inclusive
n	an	no	slabić	conservative
n	qas	no	pristalica	inclusive
n	cds	no	odmetnik	conservative
n	cds	no	chiseller	inclusive
n	cds	no	dopisnik	inclusive
n	an	no	idiotarija	conservative
n	an	no	batrachian	inclusive
n	cds	no	fanatizma	conservative
n	qas	no	tužno vreća	conservative
n	cds	no	gangstera	inclusive
n	cds	no	quidnunc	conservative
n	an	no	krokodila	inclusive
n	pa	yes	akademske	inclusive
n	re	no	seksualnih delikata	inclusive
n	asm	no	erekcija	inclusive
n	qas	no	vođenje	inclusive
n	or	no	squash	inclusive
n	ddp	yes	kreten	conservative
n	asm	no	brownness	inclusive
v	qas	no	zakrpavati	inclusive
n	ps	yes	negroid	inclusive
n	dmc	yes	pljačkaš	conservative
n	om	no	dorsoventral	inclusive
n	dmc	yes	moralnost	inclusive
n	qas	no	uzgajivačnica	inclusive
n	an	no	poskok	inclusive
n	cds	no	bordello	inclusive
n	an	no	pijavica	inclusive
n	pr	no	priležnica	inclusive
n	cds	no	mrcina	inclusive
n	cds	no	stražar	inclusive
n	an	no	hijena	inclusive
v	cds	no	klepetati	inclusive
n	re	no	pljačkali	inclusive
n	an	no	strigiformes	inclusive
n	an	no	ovis aries	inclusive
n	svp	no	netrpeljivost	conservative
n	svp	no	gađenje	inclusive
n	pa	yes	vratar	inclusive
n	dmc	yes	nevaljalac	conservative
n	om	no	magarac	inclusive
n	re	no	otima	inclusive
n	ps	yes	romima	inclusive
n	om	no	stražnji	inclusive
n	an	no	krmak	inclusive
n	dmc	yes	tužno vreća	conservative
n	asm	no	jeerer	conservative
n	an	no	strvinar	inclusive
n	cds	no	jato	inclusive
n	qas	no	tržište čuvar	inclusive
n	re	no	pljačkaš	conservative
n	cds	no	arogantnost	conservative
n	ddp	yes	nesposoban	conservative
n	cds	no	peons	inclusive
n	ddp	yes	maloumnost	inclusive
n	cds	no	pakosnost	conservative
n	svp	no	naduvenost	conservative
n	cds	no	falsifikator	conservative
n	ddp	yes	idiot	conservative
n	ddp	yes	fukara	conservative
n	pr	no	marva	inclusive
n	re	no	defamer	conservative
n	cds	no	conspiracism	inclusive
n	asm	no	komad magarca	conservative
n	re	no	plagiarization	inclusive
n	ddp	yes	proturač novosti	conservative
n	is	yes	prosjak	conservative
n	asf	no	rodnica	conservative
