pos	category	stereotype	lemma	level
n	pr	no	doxy	inclusive
n	cds	no	كاماريلا	inclusive
n	dmc	yes	scattergood	inclusive
n	dmc	yes	خبث	conservative
n	re	no	بطش	inclusive
n	cds	no	العِلْمانية	inclusive
n	qas	no	هاوي	inclusive
n	pr	no	hetaira	inclusive
n	cds	no	تفاخر	conservative
n	ddp	yes	معتوه	inclusive
n	rci	yes	همجي	conservative
n	cds	no	المخادع	inclusive
n	qas	no	التدبير المنزلي	inclusive
n	an	no	culicidae	inclusive
n	an	no	blattaria	inclusive
n	cds	no	ديماغوجية	conservative
v	cds	no	هذر	inclusive
n	cds	no	رجل عصابة	inclusive
n	re	no	القانونية الاغتصاب	inclusive
n	ddp	yes	الهمجية	inclusive
n	cds	no	رواية الدايم	inclusive
n	ps	yes	بلغاريون	inclusive
n	om	no	مثليين	inclusive
n	an	no	الضباع	inclusive
n	dmc	yes	جنائي	inclusive
n	an	no	wisent	inclusive
n	asf	no	saphead	conservative
n	om	no	شخص معاق	conservative
n	cds	no	حفل	inclusive
a	ps	yes	سوداء	inclusive
n	dmc	yes	كذبة	inclusive
n	an	no	قاطع الطريق	inclusive
n	ps	yes	الشعب اليهودي	inclusive
n	an	no	diddlyshit	conservative
n	re	no	الاغتصاب	conservative
n	qas	no	العمارة الباروكية	inclusive
n	cds	no	حمام	inclusive
n	cds	no	أحمق	conservative
n	is	yes	فقراء المعدمين	inclusive
n	cds	no	قاطع طرق	conservative
n	pa	yes	مدافعا خاصا	inclusive
n	cds	no	ولد غير شرعي	inclusive
n	cds	no	أصوليه	inclusive
n	cds	no	مأمورية الصبي	inclusive
n	svp	no	superbia	conservative
n	qas	no	الغلطات	inclusive
n	re	no	يغشون	inclusive
n	cds	no	تكّبر	inclusive
n	an	no	عريضات الأجنحة	inclusive
n	cds	no	lowlife	conservative
n	ddp	yes	مروج الأخبار	conservative
n	asm	no	أير	conservative
n	dmc	yes	قضاء للجميع	inclusive
n	an	no	زهيوي	inclusive
n	an	no	الحلزون pomatia	inclusive
n	svp	no	dallier	conservative
n	cds	no	loanshark	inclusive
n	qas	no	خلط	inclusive
n	qas	no	تبع	inclusive
n	cds	no	weisenheimer	conservative
n	is	yes	الفقراء	inclusive
n	dmc	yes	الفاسق	conservative
n	ddp	yes	ضجة	conservative
n	cds	no	نظريات المؤامرة	inclusive
n	dmc	yes	الوغد	conservative
n	cds	no	الجماهير العامة	inclusive
n	ps	yes	بدوان	inclusive
n	qas	no	testes	inclusive
n	cds	no	مروج الأخبار	conservative
n	svp	no	بخيل	inclusive
n	ps	yes	زنوج	inclusive
a	qas	no	طبقة متوسطة	inclusive
n	ps	yes	doofus	conservative
n	dmc	yes	التعصب	conservative
n	qas	no	الخطاب الكلاسيكي	inclusive
n	dmc	yes	ضجة	conservative
n	ps	yes	جوزيف بلاك	inclusive
n	ddp	yes	حمق	inclusive
n	dmc	yes	مراءٍ	conservative
n	cds	no	ضابط الإصلاحية	inclusive
n	cds	no	المتكاسل	conservative
n	an	no	مخلوق	inclusive
n	cds	no	الباباراتزي	inclusive
n	pa	yes	محامية	inclusive
n	ps	yes	فاندال	inclusive
n	cds	no	عنجهية	conservative
n	cds	no	كذاب	conservative
n	qas	no	مساعد للكاهن	inclusive
n	dmc	yes	المتهرب	conservative
n	cds	no	الماسونيه	inclusive
n	cds	no	رئيس	inclusive
n	ddp	yes	مأفون	inclusive
n	qas	no	تابعي	inclusive
n	re	no	المال القذر	inclusive
n	re	no	جريمة جنائية	inclusive
n	ps	yes	اسود	inclusive
n	cds	no	wangler	conservative
n	ps	yes	الفاشية	inclusive
n	ddp	yes	استبدل	conservative
n	or	no	شمار	inclusive
n	asf	no	مأفون	conservative
n	asm	no	الباقلاء	inclusive
a	is	yes	فقير	inclusive
v	asm	no	ضاجع	conservative
n	qas	no	رجل المشتركة	inclusive
n	ddp	yes	الثرثار	conservative
n	dmc	yes	الصعاليك،	conservative
n	cds	no	حلقة	inclusive
n	pa	yes	عريف اول	inclusive
n	an	no	jackass	inclusive
n	pa	yes	فظاظة	conservative
n	dmc	yes	رائحة نتنة	conservative
n	dmc	yes	البوصلة الأخلاقية	inclusive
n	an	no	إمرأة فاسقة	conservative
n	ddp	yes	كائن حي	inclusive
n	ddp	yes	knucklehead	conservative
n	re	no	الشرير المأساوي	conservative
n	ddp	yes	عامل غير بارع	conservative
n	an	no	الكائنات الدقيقة	inclusive
n	asm	no	bollocks	inclusive
n	an	no	البوميات	inclusive
n	qas	no	البرابرة	conservative
n	re	no	اغتصاب	conservative
n	dmc	yes	سبب أخلاقي	inclusive
n	cds	no	سلوك شيطانى	conservative
n	ps	yes	هجين	conservative
n	om	no	مثيلية جنسية	inclusive
a	is	yes	مؤسف	inclusive
n	ps	yes	التهجين	inclusive
n	qas	no	شريك في الجريمة	inclusive
n	pa	yes	عضو مراسل	inclusive
n	an	no	المملكة الحيوانية	inclusive
v	cds	no	تواطأ	inclusive
n	re	no	معنى كلمة مافيا	conservative
n	an	no	حيوانات	inclusive
n	pa	yes	نصير	inclusive
n	cds	no	هجين صنع الإنسان	inclusive
n	an	no	crocodilia	inclusive
n	cds	no	جريمة جنائية	inclusive
n	ddp	yes	السجناء	inclusive
n	cds	no	عصابة	conservative
n	or	no	البطاطس الايرلندية	inclusive
n	ddp	yes	أشياء غير معقولة	inclusive
n	an	no	قرادة	inclusive
n	an	no	وغر	inclusive
n	om	no	أرداف	inclusive
n	cds	no	سوني صبي	inclusive
n	qas	no	طلاء البيوت	inclusive
n	cds	no	خط مطلق النار	conservative
a	is	yes	الفقراء	inclusive
n	cds	no	عملية جوكر	conservative
n	an	no	متمسحات	inclusive
n	ddp	yes	infauna	inclusive
n	or	no	كس	conservative
n	ps	yes	بلغاري	inclusive
n	qas	no	رجال الأعمال	inclusive
n	cds	no	كذب	inclusive
n	an	no	اليوريبتيريدات المنقرضة	inclusive
n	an	no	يرقة	inclusive
n	an	no	العالم القديم الجاموس	inclusive
n	qas	no	sodbuster	inclusive
n	or	no	بطاطس	inclusive
n	svp	no	الغضب	inclusive
n	svp	no	جشع	inclusive
n	re	no	غصب	inclusive
n	ddp	yes	الأهبل	conservative
n	qas	no	مزارعون	inclusive
n	qas	no	مزوج	inclusive
n	om	no	شواذ	inclusive
n	cds	no	حديث ولادة	inclusive
n	cds	no	حجم	inclusive
n	cds	no	همجي	conservative
n	re	no	القتل من الدرجة الأولى	inclusive
n	pa	yes	معلم	inclusive
n	dmc	yes	مدونة أخلاقية	inclusive
n	cds	no	قطاع الطرق	inclusive
n	an	no	limacidae الأسرة	inclusive
n	pa	yes	عامل	inclusive
n	cds	no	النفايات المنزلية	conservative
n	cds	no	وسيط تجاري	inclusive
n	pr	no	جرذ	inclusive
n	re	no	الإرهابيين	inclusive
n	an	no	لحوم البقر	inclusive
n	qas	no	أكذوبة	conservative
n	cds	no	superbia	conservative
n	an	no	الأسرة البقيات	inclusive
n	asm	no	حقل الفول	inclusive
n	or	no	meticulosity	inclusive
n	pr	no	سيدة الرياضية	conservative
n	cds	no	القائم على السجن	inclusive
n	cds	no	مراحل الرضيع	inclusive
n	cds	no	الدائرة الداخلية	inclusive
n	svp	no	gorger	conservative
n	qas	no	الزنبور	conservative
n	or	no	shithead	conservative
v	asm	no	جامع	conservative
n	cds	no	عصابات الشباب	conservative
n	an	no	بوفو	inclusive
n	svp	no	ديلي-dallier	conservative
n	dmc	yes	المغالط	conservative
n	qas	no	moocher	conservative
a	asm	no	سمراء	inclusive
n	an	no	حنق	inclusive
n	dmc	yes	شر	inclusive
n	ps	yes	القوط الشرقيين	inclusive
n	ps	yes	فاشي	inclusive
n	pa	yes	سكاف	inclusive
n	cds	no	بزه	inclusive
n	cds	no	حظر	inclusive
n	cds	no	المشركين	inclusive
n	re	no	قتل الوليد	inclusive
v	asm	no	هزئ	conservative
n	om	no	ردفان	inclusive
n	ddp	yes	بودنغ رئيس	conservative
n	qas	no	أمين المستودع	inclusive
n	re	no	جريمة	inclusive
n	cds	no	تهجين الأحياء	inclusive
n	an	no	أجل crocodilia	inclusive
n	an	no	البوم	inclusive
n	an	no	والحيوانات الكبيرة و	inclusive
n	pa	yes	بورتر،	inclusive
n	qas	no	كوخ حقير	inclusive
n	cds	no	fawner	conservative
n	re	no	plagiarise	inclusive
n	qas	no	الطفيليّات	inclusive
n	an	no	eurypterids،	inclusive
n	cds	no	سارق الخيول	inclusive
n	qas	no	الفلاحين	inclusive
n	cds	no	بهتان	conservative
n	pr	no	مومس	conservative
n	re	no	جهاز التعذيب	inclusive
n	is	yes	الفقر	inclusive
n	re	no	القاتل	inclusive
n	qas	no	بوو بوو	inclusive
n	qas	no	التطفل	inclusive
n	cds	no	الأنانية	inclusive
n	asm	no	القميء	inclusive
n	om	no	مثليون جنسيا	inclusive
n	ps	yes	عبري	inclusive
n	cds	no	pudden الرأس	conservative
n	cds	no	المصورين	inclusive
n	cds	no	تقوى	inclusive
n	an	no	الصيصان	inclusive
n	dmc	yes	الشر	conservative
n	dmc	yes	المحتال	conservative
n	qas	no	نهاية الحلقة	inclusive
n	svp	no	خمول	inclusive
n	cds	no	جبانة	conservative
n	re	no	حرمان الحقوق	inclusive
n	om	no	رجل مثلي الجنس	inclusive
n	ps	yes	التائه	inclusive
n	om	no	الطفل شابهها	conservative
n	an	no	gyps fulvus	inclusive
n	ps	yes	لاتيني	inclusive
n	cds	no	dweeb	conservative
n	re	no	الانتحال	inclusive
n	svp	no	حب الذات	conservative
n	cds	no	لص ماشية	inclusive
n	cds	no	أضحوكة	inclusive
n	cds	no	غبي	inclusive
n	or	no	براسيكا زيتية	inclusive
n	cds	no	الأصوليين	inclusive
n	qas	no	الطبقة الوسطى	inclusive
n	ddp	yes	قزامة الرأس	inclusive
n	asm	no	بزوغ	inclusive
n	re	no	الإرهاب	inclusive
n	an	no	الأباحية	conservative
n	re	no	سوء الاستخدام	inclusive
n	an	no	حمار	inclusive
n	an	no	وvillainess	conservative
n	om	no	مقعد	inclusive
n	cds	no	المراسلين	inclusive
n	is	yes	المعوزين	inclusive
n	re	no	سارق	inclusive
n	asm	no	لاحقة	inclusive
n	om	no	homophile	conservative
n	qas	no	بارون	inclusive
n	pr	no	غانية	conservative
n	dmc	yes	والغباء	inclusive
n	om	no	buttocks	inclusive
n	cds	no	تختلط-فسد	inclusive
n	cds	no	الكلب القذر	conservative
n	an	no	اهتياج	inclusive
n	dmc	yes	بغي	conservative
n	cds	no	الزمر	inclusive
n	ps	yes	metics	inclusive
n	qas	no	المتطفلون	inclusive
n	ddf	yes	بشاعة	inclusive
n	qas	no	خصيه	inclusive
n	cds	no	المقلد	conservative
n	an	no	وكان وكان	conservative
n	dmc	yes	مارق	conservative
n	asm	no	vicia faba	inclusive
n	cds	no	معنى كلمة مافيا	conservative
n	re	no	إرْهَابِيّ	inclusive
v	qas	no	رمم	inclusive
n	an	no	صرصوريات	inclusive
n	pr	no	الجرذ النرويجي	inclusive
n	pa	yes	كاتب	inclusive
n	svp	no	الحسد	inclusive
n	an	no	البعوضة	inclusive
n	ddf	yes	أحدب	inclusive
n	ddf	yes	أعمى شخص	inclusive
n	asf	no	شعر العانة	inclusive
n	om	no	افراج عنها	inclusive
n	an	no	البرغوت	inclusive
n	ps	yes	بيضاء،	inclusive
n	qas	no	الباروك	inclusive
n	cds	no	مدرب الغوغاء	inclusive
n	an	no	الضفدع الضفدع	inclusive
n	an	no	والرخويات	inclusive
n	dmc	yes	حافز أخلاقي	inclusive
n	re	no	وndrangheta	inclusive
n	ddp	yes	أنعام	inclusive
n	an	no	عنزة	inclusive
n	ddp	yes	سجين	inclusive
n	an	no	dumbass	conservative
n	asm	no	ومن ناحية الوظيفة	conservative
n	or	no	dumbass	conservative
n	cds	no	الهجين intergeneric	inclusive
n	cds	no	مبغى	inclusive
n	or	no	الكرنب	inclusive
n	an	no	الأفعى الشائعة	inclusive
n	pr	no	بقر	inclusive
n	svp	no	avaritia	inclusive
n	ps	yes	يهودية	inclusive
n	asm	no	الغباء	conservative
n	an	no	إبن آوى الذهبي	inclusive
n	cds	no	المعلمة	inclusive
n	asm	no	changelings	inclusive
n	ddp	yes	خبل	inclusive
n	re	no	اختطف	inclusive
n	svp	no	الاستعلاء	conservative
n	ddf	yes	الإعاقة	inclusive
n	asm	no	فالوس	inclusive
n	dmc	yes	lowlife	inclusive
n	an	no	تجهم	inclusive
a	dmc	yes	الشر	conservative
n	cds	no	الطريق عربة	inclusive
n	cds	no	ضجة	conservative
n	an	no	ماشية	inclusive
n	asm	no	الساخر	conservative
n	an	no	دابة	inclusive
v	cds	no	سلم الروح	inclusive
n	re	no	جرائم	inclusive
n	ddp	yes	غباوه	conservative
n	pa	yes	عمال الياقات البيضاء	inclusive
n	qas	no	ballock	inclusive
n	ddp	yes	muggins	conservative
n	cds	no	استبدل	inclusive
n	ps	yes	مأفون	conservative
n	an	no	بَقّ	inclusive
n	dmc	yes	خادعة	conservative
n	an	no	فتاة الشارع	conservative
n	an	no	بوم صياح شرقي	inclusive
n	ddp	yes	مشعود	conservative
n	cds	no	تأخير	inclusive
n	qas	no	فرس عش	inclusive
n	ddp	yes	جهل مركب	conservative
n	cds	no	مشعوذ	inclusive
n	pa	yes	الأكاديمية	inclusive
n	an	no	prickteaser	conservative
n	cds	no	فوضى المتابعة	inclusive
n	asm	no	الانتصاب	inclusive
n	cds	no	مجرم	inclusive
n	cds	no	البناؤون الأحرار	inclusive
n	re	no	معذب	inclusive
n	an	no	البعوضه	inclusive
n	ps	yes	البدوية	inclusive
n	qas	no	الكلب البوليسي	inclusive
n	cds	no	vanity	conservative
n	pr	no	الثيران	inclusive
n	re	no	سلب	inclusive
n	dmc	yes	الكسالى	conservative
n	or	no	cucumis sativus	inclusive
n	cds	no	محتال	conservative
n	an	no	مملكة حيوانية	inclusive
n	cds	no	الحِرابة	conservative
n	dmc	yes	متوحش	conservative
n	re	no	الجنس الجريمة	inclusive
v	an	no	ينبح	inclusive
n	cds	no	شخص مغرور	conservative
n	om	no	أليه	inclusive
n	pr	no	فار المجاري	inclusive
n	svp	no	vanity	conservative
n	cds	no	سمسار	inclusive
n	qas	no	برابرة	conservative
n	cds	no	حذلقة	inclusive
n	re	no	اختطاف	inclusive
n	an	no	sciaenops ocellatus	inclusive
n	pa	yes	عاشق	inclusive
n	cds	no	القمامة	inclusive
n	an	no	أجل crocodylia	inclusive
n	ddp	yes	مرتبك	conservative
n	cds	no	rumormonger	conservative
n	ps	yes	boche	conservative
n	re	no	مشعوذ	inclusive
n	qas	no	سوقة	inclusive
n	dmc	yes	معاندة	conservative
n	cds	no	الراحة العامة	inclusive
n	asf	no	القميء	conservative
n	dmc	yes	شقي	conservative
n	ddp	yes	الدجال	conservative
n	ddp	yes	تغابي	conservative
n	dmc	yes	المنافق	conservative
n	pr	no	وقحة	conservative
n	asm	no	زبر	conservative
n	svp	no	ملل	inclusive
n	qas	no	صاحب المتجر	inclusive
n	re	no	العمليات الارهابية	inclusive
n	asm	no	بني	inclusive
n	cds	no	سيارة بالية	inclusive
n	ps	yes	الفاندل	inclusive
n	cds	no	البريد غير المرغوب فيه	inclusive
n	re	no	صقلية المافيا	conservative
n	cds	no	ساس	inclusive
n	cds	no	دركي	conservative
n	dmc	yes	كذاب	conservative
n	asm	no	بنّي	inclusive
n	ddp	yes	مواقعة البهائم	conservative
n	om	no	الذيلية	inclusive
n	an	no	عناد	conservative
n	or	no	بطاطا	inclusive
n	cds	no	النفايات الصلبة	conservative
n	cds	no	عِناد	conservative
n	ddp	yes	غير كفؤ	conservative
n	an	no	إبن آوي	inclusive
n	om	no	عبر الأزياء	inclusive
n	cds	no	غير مجدي	conservative
n	ddp	yes	الشخص الأمي	inclusive
n	asm	no	تأخير	inclusive
n	qas	no	النفايات الصلبة	inclusive
n	ddp	yes	codswallop	conservative
n	ddp	yes	ناشر الفضائح و الإشاعات	conservative
n	qas	no	قائمة التابعين	inclusive
n	cds	no	سلقها	inclusive
n	pr	no	بائعات الهوى	inclusive
n	om	no	جنس شرجي	inclusive
n	dmc	yes	المؤسف شخص	inclusive
n	qas	no	tagalong	conservative
n	om	no	هند نهاية	inclusive
n	an	no	البق الفراشي	inclusive
n	cds	no	عبادة الذات	inclusive
n	asm	no	أغبياء	inclusive
n	cds	no	حماسة مفرطة	conservative
n	pa	yes	جزار لحم الخنزير	inclusive
n	asf	no	مرقس	conservative
n	dmc	yes	شخص سيء	conservative
n	dmc	yes	المبذرة	inclusive
n	cds	no	مدرس	inclusive
n	cds	no	بيت الخلاء	inclusive
n	svp	no	المتهرب	conservative
n	pa	yes	وبائعة سمك	inclusive
n	cds	no	caitiff	conservative
n	cds	no	تجسس	conservative
n	cds	no	hayseed	conservative
n	asm	no	avafauna	inclusive
n	an	no	ضبعيات	inclusive
n	cds	no	عضو في عصابة	inclusive
n	pr	no	rattus	inclusive
n	qas	no	غلاية من الأسماك	inclusive
n	an	no	caprinae	inclusive
n	cds	no	narcissism	inclusive
n	svp	no	لا مبالي	inclusive
n	svp	no	dillydallier	conservative
n	cds	no	تهجين	inclusive
n	cds	no	عصابات	conservative
n	qas	no	البرجوازية	inclusive
n	cds	no	المراسل	inclusive
n	om	no	هوموسكسواليه	inclusive
n	ps	yes	أعرابي	inclusive
n	ps	yes	الزنجي	inclusive
n	asm	no	سمكة	inclusive
n	ddp	yes	أبله	inclusive
n	qas	no	طلي البيوت	inclusive
a	cds	no	ذكية	inclusive
n	ps	yes	مربي النبات	inclusive
n	or	no	ميرفي	inclusive
n	cds	no	جانٍ‎	inclusive
n	an	no	knucklehead	conservative
n	qas	no	غليظ	conservative
n	cds	no	قبيلة 19	inclusive
n	cds	no	ابن زنا	conservative
n	cds	no	ميسون الحرة	inclusive
n	cds	no	الفقراء الشيطان	conservative
n	an	no	diddly-القرفصاء	conservative
n	cds	no	لصوص	inclusive
n	re	no	ابتزاز	conservative
n	cds	no	لprocuress	conservative
n	cds	no	باطل	conservative
n	dmc	yes	الفقراء الشيطان	conservative
n	cds	no	وكان وكان	conservative
n	asm	no	خصية	inclusive
n	an	no	بوفو بوفو	inclusive
n	asm	no	جلبانة	inclusive
n	svp	no	عِناد	conservative
n	svp	no	تراخ	inclusive
n	an	no	حيوانية	inclusive
n	asm	no	قلفه	inclusive
n	cds	no	المشاهد	conservative
n	cds	no	الصخور الجرونج	inclusive
n	qas	no	المجتمع البرجوازي المعاصر	inclusive
n	cds	no	غوغاء	conservative
n	dmc	yes	تافه	conservative
n	cds	no	القوادة	inclusive
n	cds	no	الوقاحة	conservative
n	an	no	حوين	inclusive
n	an	no	صئبان	inclusive
n	cds	no	غير شرعي	inclusive
n	om	no	finocchio	inclusive
n	an	no	ثورة	inclusive
n	re	no	المافيا الإيطالية	inclusive
n	an	no	صراصير	inclusive
n	dmc	yes	الكلب القذر	conservative
n	an	no	فاحشة	conservative
n	ps	yes	كروت	conservative
n	cds	no	كازينو	inclusive
n	ps	yes	هجين	inclusive
n	an	no	برنت	inclusive
n	dmc	yes	hayseed	conservative
n	an	no	capra aegagrus hircus	inclusive
n	an	no	الأفعى الخبيثة	inclusive
n	pr	no	جرذ اسمر	inclusive
n	dmc	yes	النفاق	conservative
n	re	no	لص	conservative
n	cds	no	عربة قطار	inclusive
n	qas	no	والزيف	conservative
n	svp	no	لا في الحساب	conservative
n	cds	no	مجاري المياه	inclusive
n	dmc	yes	الكلب القذر	inclusive
n	an	no	نموسة	inclusive
n	an	no	متعضي مجهري	inclusive
n	svp	no	تفاخر	conservative
n	cds	no	ومن ناحية الوظيفة	conservative
n	re	no	جريمة قتل	inclusive
n	asm	no	ملحق	inclusive
n	cds	no	الشارع مسدود	inclusive
n	cds	no	كسول	conservative
n	re	no	إرهابِي	inclusive
n	an	no	البيسون الأوروبي	inclusive
a	pa	yes	سياسي	inclusive
n	cds	no	أغتياب	inclusive
n	an	no	عُلْجُوم	inclusive
n	cds	no	شعب	conservative
n	an	no	diddly	conservative
n	asm	no	مأفون	inclusive
n	cds	no	بوابة	conservative
n	ps	yes	ديانة يهودية	inclusive
n	re	no	السرقة	inclusive
n	an	no	الديوث	conservative
n	cds	no	تعصب أعمى	conservative
n	asf	no	فرج	conservative
n	cds	no	ناشر الفضائح و الإشاعات	conservative
n	ps	yes	العرق الأسود	inclusive
n	pa	yes	المتودد	inclusive
n	an	no	غَضَب	inclusive
n	cds	no	perspicaciousness	inclusive
n	ddp	yes	فرج المرأة	conservative
v	cds	no	رحل	inclusive
v	asm	no	ناك	conservative
n	svp	no	المهمل	conservative
n	an	no	رتيبة blattodea	inclusive
n	cds	no	التربة	inclusive
n	cds	no	فوضى	inclusive
n	cds	no	يخطيء	inclusive
n	cds	no	بيت السمعة السيئة	inclusive
n	ps	yes	لليهود	inclusive
n	dmc	yes	فجور	conservative
n	ps	yes	واندال	inclusive
n	re	no	مغتصب	conservative
n	cds	no	clotheshorse	inclusive
n	or	no	غبي	conservative
n	qas	no	كريهة تصل	inclusive
n	is	yes	فقر	inclusive
n	svp	no	faineance	inclusive
n	cds	no	رضيع	inclusive
n	ps	yes	نصف الطائفة	conservative
n	an	no	كسلان	conservative
n	qas	no	ممتثل	conservative
n	an	no	أفعوان	inclusive
n	svp	no	الخطايا السبع المميتة	inclusive
n	an	no	تمساح	inclusive
n	om	no	الانقلاب الامامي للرحم	inclusive
a	asm	no	بني	inclusive
n	dmc	yes	المنافقين	conservative
n	ps	yes	صيني	inclusive
n	pr	no	لعهر	conservative
n	cds	no	تحذلق	conservative
n	asm	no	ballock	inclusive
n	an	no	البراغيش	inclusive
n	re	no	مافيا صقلية	conservative
n	ps	yes	بلغار	inclusive
n	pa	yes	راعٍ	inclusive
n	cds	no	المذنب	inclusive
n	dmc	yes	سوء	conservative
n	pa	yes	محاسب	inclusive
n	an	no	رجل الآكلة للأسماك القرش	inclusive
n	dmc	yes	اخلاق	inclusive
n	cds	no	الفاتن	inclusive
n	dmc	yes	أثر الرائحة الكريهة	conservative
n	cds	no	دورة مياه	inclusive
n	re	no	المؤسر	inclusive
n	cds	no	الشهوة	conservative
n	or	no	لِفْت	inclusive
n	ddp	yes	microcephalus	inclusive
n	cds	no	مكفي	inclusive
n	cds	no	بواسطة ضربة	inclusive
n	or	no	الخيار	inclusive
n	an	no	cakehole	inclusive
n	asm	no	طير	inclusive
n	asm	no	زُّب	conservative
n	qas	no	parasitism	inclusive
n	pr	no	النرويج الفئران	inclusive
n	cds	no	الكثير	inclusive
n	an	no	جنس كابرا	inclusive
n	dmc	yes	مزيف	conservative
n	is	yes	معدل الفقر	inclusive
n	cds	no	القميء	inclusive
n	cds	no	أكوام	inclusive
