ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
BG11,апатия,noun,Synset('btbwn-012000003-n'),['апатия'],"Отсъствие, липса на емоции, ентусиазъм или интерес към някого или нещо, което понякога се разглежда като психологически проблем.",,"[Остава и въпросът, поради същата тази некомпетентност и държавна апатия към родното производство, колко ли други уникални български вкусове не са имали късмета на зеленото сирене и безвъзвратно са се изгубили във времето?;Апатията и лекомислието, с които народът ни приема фалшивите новини са тежка болест, но не дадена ни от Бог, а е подарена ни от руската и турската фалшива пропаганда и всички продали се българи на двете империи.;С тихо примирение и апатия приемаме, че България няма бъдеще и сме последните българи.]",ddp,,,noun.feeling,,,,,
BG1510,аристократ,noun,Synset('btbwn-018001812-n'),"['благородник', 'благородница', 'аристократ', 'аристократка', 'патриций', 'благородничка']","В монархическо общество - привилегировано лице, което принадлежи към най-висшето съсловие от благородници, към аристокрацията.",,"[Работата ги е преобразила в маймуноподобни същества, които обаче са готови да се изправят срещу самонадеяните аристократи.;Цяла тумба аристократи са се изказали тука.]",is,,,noun.person,,,,,
BG2070,арогантен,adj,Synset('btbwn-000001814-s'),['арогантен'],"Който изразява безочливост, дързост, нахалство.",,"[В отговор Робърт Мугабе го нарича ""лъжец"" и ""арогантно момченце"".;Съвсем очевидно наглите и арогантни брюкселски типове не са забравили нищо старо, не са научили нищо ново.;Просто едно дръзко, нахално и арогантно копеле успя да осребри съдбата си на наемник и терорист.]",qas,,,adj.all,,,,,
BG543,арогантност,noun,Synset('btbwn-004001177-n'),['арогантност'],"Арогантна, безочлива проява, постъпка.",,"[Това е съчетано с невежество и некомпетентност, свързано е и с политическа арогантност.;И даже грубостта, арогантността все по-често се срещат като характерен израз за българите.;Той е квинтесенцията на мутренската арогантност и безпардонност, съчетани с почти пълна липса на образование.;Неговата арогантност стигна предела.;Като се погледне в огледалото, вижда само арогантност и безочие.]",dmc,,,noun.act,,,,,
BG611,аутсайдер,noun,Synset('btbwn-018000752-n'),"['аутсайдер', 'аутсайдерка']","Човек, който е извън някаква група, който не е приет в нея поради някакви причини.",,"[Така че спокойно си работи, г-н Чайков! Не ги слушай тези аутсайдери!;Избий кучетата, после циганите, след това педалите и накрая аутсайдерите, пък дано се налочиш на кръв, мамка ти киликандзерска кръвожадна.;Абе, ей, аутсайдер такъв, не мислиш ли, че е време да се включиш и да помогнеш малко?]",is,,,noun.person,,,,,
BG1653,бавен човек,noun,Synset('btbwn-000000028-s'),"['бавен', 'муден', 'флегматичен', 'отпуснат', 'бавноподвижен']","Който действа, реагира бавно, без живост, енергия.",,"[Тоя Амос Юга – едвам ходи по терена, толкоз бавен човек не съм виждал.;За един мързелив, бавен човек мигането е един по-дълъг момент, а за съвършения мигането съответствува на една тристахилядна част от секундата, едва се забелязва, че мига.;Такъв мързел, такъв бавен човек по-добре да не ти влиза в къщата.]",qas,,,adj.all,,,,,
BG1652,бавно загряващ човек,noun,[no_synset],[no_synset_lemma],"За човек, който трудно схваща; бавно разбира.",,"[Боже мили, не съм виждала толкова бавно загряващ човек като този швед.]",ddp,,,,,,,,
BG1652,бавно загряващ човек,noun,[no_synset],[no_synset_lemma],"За човек, който трудно схваща; бавно разбира.",,"[Естествено! Какъв бавно загряващ човек... нали съм брокер на недвижими имоти!;Разсъждаваш като бавно загряващ човек.;""Подозирам, че след време ще стана една шаманка, която ще гледа на хората, ще ги лекува с кристали, ще изчислява асценденти... Натам вървят нещата, но вървят с много бавни темпове. Аз съм бавно загряващ човек , така да се изразя"", казва самата Цвети.]",qas,,,,,,,,
BG152,балама,noun,Synset('btbwn-018001636-n'),"['ливада', 'наивница', 'наивник', 'балама', 'дивак', 'шаран', 'лапнишаран', 'будала', 'баламурник', 'дивачка', 'диване', 'лапнимуха', 'балък', 'хапльо', 'лековерник', 'баламурница', 'лековерница']","Човек, който лесно може да бъде излъган.",,"[Бракът на Мара Отварачката е тотален провал (не успя да намери балама, който да я гледа в очите и само да плаща).;А баламите се кефят, че се вършела работа.;Мегз намери нов балама, който да я издържа. Бившата дизайнерка живее с любовника си в Дубай.]",dmc,,,noun.person,,,,,
BG224,баласт,noun,[no_synset],[no_synset_lemma],"Прен. Събир. Книж. Съвкупност от подробности, неща, които излишно, безполезно отежняват, удължават или усложняват нещо.",,"[В Ботев трябва да се освободят от баласта в отбора, за да полетят на Колежа.;А нас оставят тук за баласт. ;И общественият баласт бърза да ""регулира"" всяко нещо, което може да застраши програмирания в главата му път.]",qas,,,,,,,,
BG2084,банален,adj,Synset('btbwn-000001947-s'),"['прозаичен', 'безинтересен', 'скучен', 'безцветен', 'делничен', 'тривиален', 'банален', 'сив', 'неинтересен']","Който не се отличава с нищо особено, интересно, беден на събития, преживявания.",,"[Отвратително банален си, Кодрингер.;Тоя стана вече банален с тези въпроси, сравнително хитроумно изписани от беквокалите му.]",cds,,,adj.all,,,,,
BG2084,банален,adj,Synset('btbwn-000001947-s'),"['прозаичен', 'безинтересен', 'скучен', 'безцветен', 'делничен', 'тривиален', 'банален', 'сив', 'неинтересен']","Който не се отличава с нищо особено, интересно, беден на събития, преживявания.",,"[Който си мисли, че Радев не е подслушван, следен и разголен през цялото време, е банален глупак.;Кух, банален и злобен човек, лъгал и изоставил семейството си.]",qas,,,adj.all,,,,,
BG350,банда,noun,Synset('btbwn-014000222-n'),"['шайка', 'тайфа', 'банда']","Група от хора, обикновено злосторници, обществено зловредни, с лош характер и лоши прояви, които извършват нападения, грабежи и подобни.",,"[Това бе банда нехранимайковци, дрехите им бяха в плачевно състояние, а тримата от тях бяха толкова слаби, че най-вероятно не им се случваше да се хранят редовно.;Банда нещастници, които веднъж сте наследници на БКП, а друг път не.;Като се замисля, каква банда глупаци са и ми става смешно.]",qas,,,noun.group,,,,,
BG350,банда,noun,Synset('btbwn-014000222-n'),"['шайка', 'тайфа', 'банда']","Група от хора, обикновено злосторници, обществено зловредни, с лош характер и лоши прояви, които извършват нападения, грабежи и подобни.",,"[Все едно там са банда идиоти и всеки се стреми да обиди другия, уж, че защитаваме нещо.;Но бяха щастливи с труда си; не жалеха сили и работеха жертвоготовно, защото добре съзнаваха, че всичко, което правят, е за самите тях и за себеподобните им, които ще ги наследят, а не за банда лениви и крадливи човеци.;Получи го, след като видя как последните престъпления на престъпната банда от алчни партийни хиени превърнаха народа и децата ви във вечни техни и чужди финансови длъжници и икономически роби.]",re,,,noun.group,,,,,
BG1241,бандит,noun,Synset('btbwn-018000768-n'),"['мафиот', 'мутра', 'разбойница', 'гангстер', 'бандит', 'разбойник', 'разбойничка', 'гангстерка', 'бандитка', 'шайкаджия', 'бандюга', 'шайкаджийка']","Участник в банда, която извършва дръзки грабежи, убийства, изнудвания, упражнява политически терор и други.",,"[Уличен бандит преби и ограби поетесата Надя Попова, главен редактор на вестник „Словото днес”.;САЩ няма да позволят тези сатрапски и крадливи диктатори да превърнат Венецуела в тлеещ пожар в Южна Америка, от който руските бандити и иранските аятоласи да късат живо месо.;Слави, ГЕРБ и останалите бандити могат да бъдат изгонени, въпреки че се наместиха и вече делят баницата и ви гласят въжетата да се самообесите.;През последните 11 години мафията, под командата на един селски бандит, постигна следното за България:...]",dmc,,,noun.person,,,,,
BG1241,бандит,noun,Synset('btbwn-018000768-n'),"['мафиот', 'мутра', 'разбойница', 'гангстер', 'бандит', 'разбойник', 'разбойничка', 'гангстерка', 'бандитка', 'шайкаджия', 'бандюга', 'шайкаджийка']","Участник в банда, която извършва дръзки грабежи, убийства, изнудвания, упражнява политически терор и други.",,"[Докъде ни докара този селски бандит.;У нас се употребява за сборища на курви, бандити и дебили.]",cds,,,noun.person,,,,,
BG2424,барака,noun,Synset('btbwn-006001455-n'),['барака'],"Лека дъсчена постройка за временно използване, обикновено за съхранение на нещо.",,"[Невероятна гледка на входа на Велико Търново, това сметище за гуми седи от години да не говорим за тази долнопробна барака наречена сервиз за гуми.;Повечето са пълни бараки и струват доста повече от ""нормалния"" аналог на същата марка.;Накой карал ли е тази барака със седем човека и багаж?]",rci,,,noun.artifact,,,,,
BG200,бардак,noun,[no_synset],[no_synset_lemma],Разг. Пренебр. Публичен дом.,,"[Тези предмети създават визуален бардак в дома ви!;Докато има такива като теб, дето смятат,  че ""премиер"" и ""министър-председател"" са различни неща, не чалгарница ще бъдем, ами направо бардак.]",rci,,,,,,,,
BG200,бардак,noun,[no_synset],[no_synset_lemma],Разг. Пренебр. Публичен дом.,,"[Може да жевее в бардак 7х7, но ще се изтъпани с Ауди А7 да каже ""Вижте ме кой съм аз"".]",pr,,,,,,,,
BG263,барон,noun,[no_synset],[no_synset_lemma],"За сиромах човек, който се големее.",,"[Не е ромски барон, ако няма райграс и фонтан в двора и къща на няколко ката.;Реално те са купени и само манипулират обществото да гласува за един или друг барон на мафията!;В Перник първо питат Кокаиновите Барони и тогава полицейския патрул тръгва по сигнал, там престъпниците се делят на две - удобни и неудобни!]",is,,,,,,,,
BG2100,бебе,noun,Synset('btbwn-018001811-n'),"['дете', 'бебе', 'бебенце', 'детенце', 'бебче']","Възрастен човек, който се държи, постъпва незряло, неразумно, детински.",,"[Защото сестра ти е единственият човек, който няма веднага да ти се подиграе, че плачеш като бебе по тази любовна история, обхващаща годините.;Аз предпочитам Иван, защото Андрей се държи като бебе, а Иван ми е по-симпатичен и ми се вижда по-улегнал.;Иван се държи като ревливо бебе.]",cds,,,noun.person,,,,,
BG2100,бебе,noun,Synset('btbwn-018001811-n'),"['дете', 'бебе', 'бебенце', 'детенце', 'бебче']","Възрастен човек, който се държи, постъпва незряло, неразумно, детински.",,"[Когато “мъжът” във връзката се окаже едно голямо бебе, жената поема неговата роля.;Прилича на голямо бебе – образът му е далеч от този на църковен служител.;Героят ми е едно голямо бебе, което желае проектът му да се осъществи, и плаче всеки път, когато нещата не станат така, както ги иска.]",is,,,noun.person,,,,,
BG2257,беден,adj,[no_synset],[no_synset_lemma],"Прен. Който няма големи възможности или ценни качества, който не се отличава с голямо разнообразие, широта; ограничен.",,"[Гледайте и ревете...долни дребни, бедни души!;Те искрено смятат, че българите са изостанали, невежи, бедни идиоти.;Въображението на този автор е толкова бедно, че още от самото начало на книгата предвиждам края й.]",is,,,,,,,,
BG2110,бедняк,noun,Synset('btbwn-018001102-n'),"['бедняк', 'сиромах', 'голтак', 'голотия', 'беднячка', 'сиромахкиня', 'безсребърник', 'безсребърница', 'босяк', 'голчо', 'фукара', 'голтачка', 'босячка']","Човек с много ограничени, с недостатъчни материални средства.",,"[И всичко това го караше още повече да прилича на болен от треска златотърсач, на побъркан иманяр, на нищожен и жалък бедняк, който ще прекара целия си живот в търсене на средство да спечели пари, без да постигне нищо. ;Златка Райкова захапа сериозно Благо, нарече го бедняк.;После ще ни втълпяват, че сме бедняци и диваци.]",is,,,noun.person,,,,,
BG1474,бездействие,noun,Synset('btbwn-007000015-n'),"['бездействие', 'инерция', 'недеятелност', 'бездейност', 'бездейственост']","Качество на инертен, бездеен, липса на дейност, активност, енергичност.",,"[Освен тези обяснения за престъпно човешко бездействие в жизненоважни случаи има още нещо, което е и една от причините да напиша тази книга.;70 години след своето създаване, ООН проспа в пълно бездействие разрастването на Ислямска държава.;Моди е обвиняван в подкрепа за хиндуистите или поне в мълчаливо бездействие.]",dmc,,,noun.attribute,,,,,
BG1135,безделие,noun,Synset('btbwn-026000658-n'),"['мързел', 'леност', 'безделие', 'лентяйство', 'мързелуване', 'дембелък', 'безделничене', 'дембелуване', 'безделничество', 'хайлазлък', 'хайлазуване']","Състояние, в което не се върши нищо, начин на живот, присъщ на лентяй.",,"[Един човек, който живее в безделие - мисли зло и мързелът го погубва.;Баща, който в безделие се излежава на дивана пред телевизора с бутилка алкохол в ръка.;Леността, безделието, мързелът са ги изяли!]",dmc,,,noun.state,,,,,
BG566,безделник,noun,Synset('btbwn-018000914-n'),"['мързел', 'мързеливец', 'мързеливка', 'мързелан', 'мързеланко', 'мързелана', 'мързеланка', 'безделник', 'ленивец', 'ленивка', 'лентяй', 'лентяйка', 'лежач', 'хайлазин', 'канапчия', 'дембел', 'хайлаз', 'хългъзник', 'дембелин', 'лентьо', 'мръзльо', 'мръзла']","Мързелив, ленив човек.",,"[Ива Екимова: Извратен безделник ме изнудва, плаши да пусне скандално видео в Интернет.;Такава армия от безделници няма в нито една държава.;Ти си един безработен безделник от провинцията, който поради неграмотността си не може да си намери работа.]",cds,,,noun.person,,,,,
BG566,безделник,noun,Synset('btbwn-018000914-n'),"['мързел', 'мързеливец', 'мързеливка', 'мързелан', 'мързеланко', 'мързелана', 'мързеланка', 'безделник', 'ленивец', 'ленивка', 'лентяй', 'лентяйка', 'лежач', 'хайлазин', 'канапчия', 'дембел', 'хайлаз', 'хългъзник', 'дембелин', 'лентьо', 'мръзльо', 'мръзла']","Мързелив, ленив човек.",,"[Него го знаят, че е безделник, няма в какво да го подозират.;Та айде да не се правят на големи радетели за природата, че доста от тях и познавам, най-често безработни безделници и пияници опитвайки се винаги да изнудят някой.]",dmc,,,noun.person,,,,,
BG608,бездомник,noun,Synset('btbwn-018001713-n'),"['бездомник', 'бездомница', 'клошар', 'клошарка', 'скитник', 'скитница', 'бродяга', 'босяк', 'босячка', 'безкъщник', 'безкъщница']","Човек, който няма дом, подслон.",,"[Хората тук изглеждат като бездомници.;Толкова си се занемарил, че приличаш на бездомник! Не те е ли е срам?]",is,,,noun.person,,,,,
BG1236,безполезност,noun,Synset('btbwn-007000505-n'),['безполезност'],"Качество на такъв, който не е полезен, не допринася с някакви ползи.",,"[Нима някой смята, че Трифонов прави нещо друго освен да се опитва да прехвърля отговорността за собствената си политическа безполезност?]",dmc,,,noun.attribute,,,,,
BG1588,безпорядък,noun,Synset('btbwn-026000431-n'),"['безредие', 'безпорядък', 'бъркотия', 'безредица', 'неразбория', 'неподреденост', 'хаос', 'какофония', 'галиматия', 'галимация', 'батак', 'каша', 'миш-маш', 'безреда']","Отсъствие, липса на ред някъде или в нещо.",,"[Ако някой продължи да поддържа домакинството късно през нощта, хората приемали, че къщата й е в пълен безпорядък.;От елегантната му прическа не бе останало нищо – през изминалите месеци косата му беше избуяла като трева и сега се къдреше около врата му в гаменски безпорядък.;Животът ти е пълен безпорядък - нямаш работа, родителите ти те издържат, а любовният ти живот е провал.]",qas,,,noun.state,,,,,
BG2246,безразсъден,adj,Synset('btbwn-000000283-s'),"['лудешки', 'необмислен', 'неразумен', 'безразсъден', 'безумен', 'сляп']","Който не проявява разум, благоразумие, в който не се влага разум.",,"[И все пак, тези места не са убежище за неканени гости — само някое безразсъдно същество би предположило обратното.;Това явление се въртеше около безразсъден политик, който се изстреля до известност, като отправяше скандални твърдения за нелоялност и подривна дейност.;Укоряваха и безразсъдната наследница, която се мислеше за хубава, кичеше се с коприна и пера, криеше под гердани късия си врат и бе успяла да се омъжи само заради парите си.]",dmc,,,adj.all,,,,,
BG321,безредие,noun,Synset('btbwn-026000431-n'),"['безредие', 'безпорядък', 'бъркотия', 'безредица', 'неразбория', 'неподреденост', 'хаос', 'какофония', 'галиматия', 'галимация', 'батак', 'каша', 'миш-маш', 'безреда']","Отсъствие, липса на ред някъде или в нещо.",,"[Техните съюзници у нас – силите на старото безредие, тепърва започват да истеризират, тепърва ще ги чуваме.;Често в това преодоляване на бурята, на хаоса вън от нас и вътре в нас, се крие както драмата, така и радостта от мъчителното ни измъкване от жестокостите на историята и настоящото безредие.;Марина прощаваше на доктора странните му навици, капризите на падналия и осъзнаващ падението си човек, мръсотията и безредието , което цареше при него.;Как можеш да живееш в такова безредие и хаос?]",qas,,,noun.state,,,,,
BG1459,безсмислен,adj,Synset('btbwn-000002404-s'),"['ненужен', 'безцелен', 'неоснователен', 'безпредметен', 'безполезен', 'излишен', 'безсмислен', 'напразен']","Който няма смисъл, който е лишен от разумно основание.",,"[Тия живеят безсмислен живот - бачкане за 800 - 1000 лв, спане, пиене на ракия и ядене на сланина, салата с много оцет и пържени картофи.;Стига депресантщини, според мене авторът трябва да се чувства щастлив, ако доживее до такава възраст и между другото трябва да е имал ебати бездарния и безсмислен живот, ако допусне последните му години да минат по този рехав начин.;Коментарът ти беше абсолютно излишен и безсмислен.]",qas,,,adj.all,,,,,
BG1235,безсмислие,noun,Synset('btbwn-011000324-n'),"['безсмислие', 'недомислие', 'нелепост', 'безсмислица', 'идиотщина', 'щуротия', 'абсурд', 'абсурдност', 'нелепица']","Нещо, което напълно противоречи на логиката, на здравия смисъл, което е нелогично, неразумно, неправилно.",,"[За да изпаднат толкова много избиратели в такова безсмислие спрямо механизмите на демокрацията, то виновни за това са ония, които са призвани да създават този смисъл - политиците.;Всяко нещо, което говори е пропито от безсмислие. Не знам кой му е дал думата.]",qas,,,noun.event,,,,,
BG1458,безсмислица,noun,Synset('btbwn-011000324-n'),"['безсмислие', 'недомислие', 'нелепост', 'безсмислица', 'идиотщина', 'щуротия', 'абсурд', 'абсурдност', 'нелепица']","Нещо, което напълно противоречи на логиката, на здравия смисъл, което е нелогично, неразумно, неправилно.",,"[Готиното е, че понякога, без дори да го съзнават, покрай редовните глупости и безсмислици, някои хора казват и много важни и вдъхновяващи неща.;Само преписват и повтарят като някакви папагали, ами и това правят с безброй грешки, създавайки трагикомични безсмислици!]",qas,,,noun.event,,,,,
BG2242,безумие,noun,Synset('btbwn-007000264-n'),"['безразсъдство', 'безумие', 'безумство', 'безразсъдност']",Липса на здрав разум.,,"[– Опитвали ли сте са да правите преврат? Носили ли сте запалителни вещества по протестите? – Тази спекулация още на летните брифинги на МВР, тези внушения са абсолютно безумие.;Пълно безумие цари в хранителната верига. Баба ми женицата цял живот си садеше и береше и се хранеше с ""еко"" храни, сега няма села - всичко се затри - циганите опоскоха цяла Странджа.]",ddp,,,noun.attribute,,,,,
BG702,беладжия,noun,Synset('btbwn-018001247-n'),"['негодница', 'негодник', 'леке', 'келеш', 'калпазанин', 'хубостница', 'вагабонтин', 'негодяй', 'хаирсъзин', 'кучи син', 'вагабонтка', 'хубостник', 'пезевенк', 'келеме', 'какаванин', 'калпазанка', 'кучешки син', 'песи син', 'магарски син', 'магарешки син', 'вагабонт', 'багабонтин', 'багабонт', 'сукин син']","Човек, който върши подлости, постъпва нечестно, неморално, безнравствено.  /Някой, който прави бели./",,"[Завършва като отличник, но като малък бил голям беляджия.;Големи ""законотворци"", големи беляджии.;Ганчо беше роден беляджия, дребен, с черни лукави очи, вечно засмян образ.]",qas,,,noun.person,,,,,
BG2274,бесен,adj,Synset('btbwn-000000099-s'),"['яростен', 'бесен', 'разярен', 'разлютен', 'ядосан']","Който е обхванат от силна, неудържима ярост, гняв, омраза.",,"[Опитен стрелец, бесен психопат и некадърник, който се опитва да прикрие трупа.;Ако репутацията на онази бясна кучка беше поне наполовина вярна, то Синчето щеше до седмица да се е отървал от ходещия си кошмар.;Йончева е озлобена, незадоволена, бясна жена , ядосана бабичка, която не в Европа, ами и в политиката въобще няма място.]",ddp,,,adj.all,,,,,
BG507,бизнесдама,noun,Synset('btbwn-018000445-n'),"['бизнесмен', 'бизнесдама', 'бизнесменка', 'бизнес дама']","Лице със собствен бизнес, управлява чужд бизнес или е представител на висшия мениджмънт в дадена фирма.",,"[Тя е една психически нестабилна, жена със съмнителна репутация. Не по-коректна в професионалния и личен живот! Прави се на бизнесдама , а всъщност само влачи някакви объркани италиянци, за да правят бизнес тука, а накрая нищо!;Поредната ""бизнесдама"", която се е издигнала от нищо и е забогатяла. ;Казват, че преди две години в БНТ отишла една ""заможна бизнесдама"" на средна възраст, която ""казват"" била безумно влюбена в това момиче, което пък знаем мина през няколко музикални формата с неособено големи успехи, и тази бизнесдама обещала да плати целия ""масраф"" по участието на България в Евровизия 2020, ако БНТ кандиса да изпрати същото това момиче като представител на държавата.]",qas,,,noun.person,,,,,
