pos	category	stereotype	lemma	level
n	asm	no	penis	inclusive
n	ddp	yes	hondelul	conservative
n	cds	no	aftrekken	conservative
n	is	yes	armoedigheid	inclusive
n	cds	no	baälsdienst	inclusive
n	pa	yes	herders	inclusive
v	cds	no	slokken	inclusive
n	dmc	yes	kerkverlater	conservative
n	an	no	gierigheid	conservative
n	om	no	tooshie	inclusive
n	om	no	shirtlifter	inclusive
n	pa	yes	uitvaartleider	inclusive
n	an	no	koe	conservative
n	cds	no	minimumlijder	conservative
n	an	no	bangerd	conservative
n	dmc	yes	doerak	inclusive
n	asm	no	polsstok	inclusive
n	cds	no	sufkut	inclusive
n	cds	no	clans	inclusive
n	re	no	mafia	conservative
n	cds	no	lobbes	conservative
n	an	no	bizons	inclusive
n	dmc	yes	leugen	conservative
n	cds	no	bangeschijter	conservative
n	svp	no	begerigheid	inclusive
n	ddp	yes	onbenul	inclusive
n	cds	no	cut-up	conservative
n	ddp	yes	gedierte	inclusive
v	re	no	verdonkeremanen	inclusive
n	an	no	slakken	inclusive
n	qas	no	hork	conservative
n	ddp	yes	klier	conservative
n	ddp	yes	bedrogene	conservative
n	cds	no	hopen	inclusive
n	asm	no	goedzak	conservative
n	an	no	haaienaanvallen	inclusive
n	ddp	yes	eikel	conservative
n	ps	yes	mogool	conservative
n	ddp	yes	kloris	conservative
n	cds	no	mug	conservative
n	ps	yes	nikker	inclusive
n	ddp	yes	drol	conservative
n	dmc	yes	vrolijk andrew	inclusive
n	cds	no	misslag	inclusive
n	an	no	brant	inclusive
n	asm	no	mongool	inclusive
n	re	no	dievegge	inclusive
n	an	no	mensenhaai	inclusive
n	cds	no	moederneuker	conservative
n	dmc	yes	slechterik	conservative
n	re	no	schurk	conservative
n	asm	no	bal	inclusive
n	asf	no	eend	conservative
n	cds	no	vuilnis	inclusive
n	an	no	softie	conservative
n	re	no	zwartmakerij	conservative
n	cds	no	rioolbuis	inclusive
n	ps	yes	mesties	conservative
n	cds	no	vlerk	inclusive
n	svp	no	hebzucht	inclusive
v	cds	no	dood gaan	inclusive
n	cds	no	gewichtigheid	conservative
n	svp	no	spiritlessness	inclusive
n	cds	no	middelaar	inclusive
n	asm	no	vicia faba	inclusive
n	re	no	ontvreemding	inclusive
n	ddp	yes	onzinnigheid	conservative
n	cds	no	fascism	conservative
n	an	no	schepsel	inclusive
n	cds	no	pooiers	inclusive
n	cds	no	toddik	conservative
n	ddf	yes	invaliditeit	inclusive
n	cds	no	chaotische verwarring	inclusive
n	ddp	yes	jan-van-gent	conservative
n	cds	no	zeiker	conservative
n	cds	no	debiel	inclusive
n	dmc	yes	galgeaas	inclusive
n	cds	no	soortgenoten	inclusive
n	pa	yes	accountants-administratieconsulent	inclusive
n	pr	no	lichtekooi	conservative
n	qas	no	vlegel	conservative
n	svp	no	afschuw	inclusive
n	qas	no	bloodhound	inclusive
n	svp	no	deugniet	conservative
n	qas	no	plattelandsbewoner	inclusive
n	an	no	dumbass	conservative
n	cds	no	strooplikker	conservative
n	qas	no	burgerlijk	inclusive
n	ps	yes	negers	inclusive
n	asf	no	kuiken	conservative
n	cds	no	vuilpoes	conservative
n	cds	no	vlasbaard	conservative
n	asm	no	pisser	conservative
n	ddp	yes	gelul	inclusive
n	dmc	yes	sukkel	conservative
n	om	no	homofilie	inclusive
n	cds	no	dakloze	conservative
n	asf	no	sufferd	conservative
n	om	no	dorsolaterale	inclusive
n	re	no	date-rape	conservative
n	asm	no	flouter	conservative
n	qas	no	testikel	inclusive
n	dmc	yes	plichtsverzaker	conservative
n	cds	no	kankerzooi	conservative
n	cds	no	wads	inclusive
n	cds	no	rasploert	conservative
n	om	no	homo-erotische	inclusive
n	pr	no	kalle	conservative
n	cds	no	verworpen	conservative
n	cds	no	waanwijsheid	inclusive
n	or	no	druppelglas	inclusive
n	cds	no	apekop	inclusive
n	an	no	watje	conservative
n	cds	no	etter	conservative
n	ddp	yes	rund	conservative
n	asm	no	oetlul	conservative
n	cds	no	mussiness	conservative
n	cds	no	vermogensdelict	inclusive
n	cds	no	rentenier	conservative
n	asm	no	nookie	conservative
n	an	no	krentenweger	conservative
n	cds	no	barbaars	conservative
n	dmc	yes	zot	inclusive
n	cds	no	bemiddelaar	inclusive
n	qas	no	hobbyist	inclusive
n	qas	no	belangrijkheid	inclusive
v	cds	no	buffelen	inclusive
n	re	no	letterdieverij	inclusive
n	qas	no	woelgeest	conservative
n	cds	no	wout	conservative
n	om	no	homosexueel	inclusive
n	ps	yes	schaapskop	conservative
n	an	no	diddly-shit	conservative
n	is	yes	paupers	inclusive
n	an	no	dreigende blik	inclusive
n	pr	no	maîtresse	inclusive
n	cds	no	stomkop	inclusive
n	asm	no	gekheid	conservative
n	cds	no	patjakker	conservative
n	cds	no	samenzwering theoretici	inclusive
n	dmc	yes	zo-en-zo	inclusive
a	is	yes	pijnlijk	inclusive
n	ddp	yes	eendenkuiken	inclusive
n	cds	no	gappen	conservative
n	om	no	buggery	inclusive
n	re	no	gangster	inclusive
n	qas	no	plomperd	conservative
n	asm	no	ei	conservative
n	qas	no	hut	inclusive
v	asm	no	rollebollen	conservative
n	an	no	sciaenops ocellatus	inclusive
n	cds	no	klerezooi	conservative
n	ddp	yes	verrader	conservative
n	cds	no	rumormonger	conservative
n	cds	no	kattenkwaad-making	conservative
n	asm	no	fuq	conservative
n	cds	no	mietje	conservative
n	cds	no	liefhebber	inclusive
n	ddp	yes	slungel	conservative
n	ddp	yes	kretijn	inclusive
n	dmc	yes	rentenier	conservative
n	cds	no	illegale activiteiten	inclusive
n	dmc	yes	clochard	conservative
n	asm	no	appelflap	conservative
n	svp	no	onzedelijk	inclusive
n	dmc	yes	vagebond	inclusive
n	cds	no	vuilak	conservative
n	ps	yes	eendvogel	conservative
n	dmc	yes	morele bankroet	inclusive
n	dmc	yes	schuldig	conservative
n	cds	no	kaper	conservative
n	qas	no	gelijkvormigheid	inclusive
n	pr	no	grote glimworm	inclusive
n	svp	no	inertie	conservative
n	an	no	familiaris	inclusive
n	pa	yes	barbaars	conservative
n	an	no	kippenvlees	inclusive
n	asf	no	flapdrol	conservative
n	is	yes	armoedzaaier	inclusive
n	pa	yes	minister-adviseur	inclusive
n	an	no	schijtlaars	conservative
n	ps	yes	strafkaart	inclusive
n	cds	no	landloper	conservative
n	om	no	gehandicapte	conservative
n	cds	no	droplul	conservative
n	re	no	debaucher	conservative
n	svp	no	fanaticus	conservative
n	asf	no	weetniet	conservative
n	ps	yes	plant fokker	inclusive
n	qas	no	-baron	inclusive
n	cds	no	troep	conservative
n	cds	no	ezel	conservative
n	ddp	yes	gespuis	conservative
n	cds	no	interfertility	inclusive
n	qas	no	conformistische	conservative
n	ddp	yes	minkukel	conservative
n	cds	no	rioolstelsel	inclusive
v	asm	no	fokken	conservative
n	dmc	yes	sufferd	conservative
n	qas	no	tagalong	conservative
n	om	no	travestieten	inclusive
n	cds	no	flapdrol	inclusive
n	pa	yes	wetenschappelijke	inclusive
n	asf	no	kloris	conservative
n	cds	no	kalfskop	conservative
n	ddp	yes	debiel	conservative
n	ddp	yes	boer	conservative
n	cds	no	banditisme	inclusive
n	asf	no	malloot	conservative
n	qas	no	markt keeper	inclusive
n	ps	yes	klepton	inclusive
n	dmc	yes	mozzarella	inclusive
n	an	no	druif	conservative
n	asf	no	mafkikker	conservative
n	svp	no	dillydallier	conservative
n	cds	no	lafhartigheid	conservative
n	pr	no	rioolrat	inclusive
n	qas	no	anti-parasitair	inclusive
n	om	no	reetkever	inclusive
n	cds	no	hulp bij het onderwijs	inclusive
n	pa	yes	prof	inclusive
n	cds	no	mafkikker	conservative
n	om	no	caudale	inclusive
n	qas	no	rethorica	inclusive
n	qas	no	afraffelen	inclusive
n	qas	no	sint-hubertushond	inclusive
n	cds	no	tijdserver	conservative
n	asm	no	jerk-off	conservative
n	svp	no	ijverzucht	inclusive
n	pa	yes	lijkbezorger	inclusive
n	cds	no	ezelachtigheid	inclusive
n	an	no	haaienaanval	inclusive
n	re	no	plundering	inclusive
n	qas	no	adherent	inclusive
n	ddp	yes	zwijn	conservative
n	svp	no	7 hoofdzondes	inclusive
n	cds	no	boerenkaffer	conservative
n	cds	no	scherts	inclusive
n	cds	no	fasciste	conservative
n	asm	no	vissen	inclusive
a	cds	no	pretentieus	conservative
n	cds	no	apple polisher	conservative
n	or	no	eikel	conservative
n	or	no	dunce	conservative
n	an	no	boerenlul	conservative
n	dmc	yes	motley fool	inclusive
n	cds	no	grondwerker	inclusive
a	dmc	yes	vrekkig	conservative
n	an	no	cimex lectularius	inclusive
n	cds	no	zelfvoldaanheid	inclusive
n	cds	no	puinhoop	conservative
n	an	no	slapjanus	conservative
n	asm	no	paal	inclusive
n	or	no	snede	conservative
n	pa	yes	procureur	inclusive
n	ddp	yes	druif	conservative
a	dmc	yes	immorele	conservative
n	svp	no	kwaad	inclusive
n	om	no	anale penetratie	inclusive
n	is	yes	nood	inclusive
n	ddp	yes	reet	conservative
n	svp	no	dorst	inclusive
n	cds	no	wasrek	inclusive
n	cds	no	bendeoorlogen	inclusive
n	an	no	gannef	conservative
n	ddp	yes	hufter	conservative
n	pa	yes	churl	conservative
n	asm	no	gek	conservative
n	qas	no	kasten	inclusive
n	dmc	yes	oplichter	conservative
n	ddp	yes	schaapskop	conservative
n	ddp	yes	plomperd	conservative
n	asm	no	snikkel	inclusive
n	qas	no	winkelier	inclusive
n	ddp	yes	zooerastia	conservative
n	qas	no	flub	inclusive
n	an	no	bastaard	inclusive
n	an	no	beestachtigheid	inclusive
n	cds	no	religiositeit	inclusive
n	cds	no	prulleboel	conservative
n	asm	no	ezel	inclusive
n	dmc	yes	fanaat	conservative
n	ddp	yes	mongool	conservative
n	an	no	diddly	conservative
a	is	yes	schamel	inclusive
n	qas	no	teelbal	inclusive
n	cds	no	mogool	conservative
n	or	no	pudden-head	conservative
n	ddp	yes	steenezel	inclusive
a	asm	no	koffiebruin	inclusive
n	qas	no	tinnef	inclusive
n	asm	no	plasser	inclusive
n	dmc	yes	no-rekening	conservative
n	ddp	yes	kwezel	inclusive
a	dmc	yes	bekrompen	conservative
n	cds	no	perspicaciousness	inclusive
n	dmc	yes	pagadder	inclusive
n	cds	no	wagen weg	inclusive
n	ps	yes	waanzinnige	conservative
n	an	no	slang	inclusive
n	re	no	schaking	inclusive
n	asm	no	soft touch	conservative
n	cds	no	oen	inclusive
a	ddp	yes	onverstandig	conservative
n	pa	yes	leerstoel	inclusive
a	svp	no	agressief	conservative
n	ddp	yes	uil	inclusive
n	ps	yes	zwarte	conservative
n	asm	no	erwten	inclusive
n	qas	no	adept	inclusive
n	asf	no	sufkont	conservative
n	cds	no	agent	conservative
n	dmc	yes	draaikont	conservative
n	dmc	yes	chiseller	conservative
n	qas	no	leugen	conservative
n	ddp	yes	malloot	conservative
n	or	no	kool	inclusive
n	asm	no	ballock	inclusive
n	or	no	poes	conservative
n	ddp	yes	barbaar	conservative
n	cds	no	strafrechtelijk	inclusive
n	ddp	yes	kinderkaartspel	conservative
n	ddp	yes	microcephalus	inclusive
n	cds	no	mafketel	conservative
n	an	no	krokodillenleer	inclusive
n	or	no	nance	conservative
n	cds	no	riool	inclusive
n	re	no	belediging	conservative
n	qas	no	mengproduct	inclusive
n	cds	no	vlotten	inclusive
n	cds	no	chiseler	inclusive
n	svp	no	vervelen	inclusive
v	an	no	blaffen	inclusive
n	cds	no	slappeling	conservative
n	asm	no	sufkut	inclusive
n	re	no	slayer	inclusive
n	ps	yes	tische	inclusive
n	cds	no	hond	conservative
n	cds	no	snuffelen	conservative
n	re	no	vuilspuiterij	conservative
n	ddp	yes	klootspiraal	conservative
n	dmc	yes	kniezen	conservative
n	an	no	slak	inclusive
n	an	no	volaille	inclusive
v	asm	no	pompen	conservative
a	ddp	yes	afgestompt	conservative
n	cds	no	schrijver	conservative
n	svp	no	traagheid	inclusive
n	cds	no	pandemonium	inclusive
n	cds	no	eigenliefde	conservative
n	pa	yes	schaapkudde	inclusive
n	an	no	janhagel	conservative
a	is	yes	mistroostig	inclusive
a	dmc	yes	oneervol	conservative
n	or	no	hansworst	conservative
n	dmc	yes	bedrieger	conservative
n	an	no	antropofaag	inclusive
n	cds	no	stommerik	conservative
n	re	no	tortuur	inclusive
n	ddp	yes	empirisme	conservative
n	an	no	crocodylidae	inclusive
n	ddp	yes	gevangenen	inclusive
n	dmc	yes	smeerkees	inclusive
n	cds	no	schoolfrik	inclusive
n	cds	no	mispunt	conservative
n	re	no	camorra	inclusive
n	ddp	yes	drol	inclusive
n	an	no	os	inclusive
a	is	yes	bedroefd	inclusive
n	om	no	gay	inclusive
n	dmc	yes	rakehell	conservative
n	cds	no	onderwezen	inclusive
n	asm	no	malloot	conservative
n	asm	no	dombo	inclusive
n	an	no	huur jongen	conservative
n	ps	yes	joods	inclusive
n	an	no	blattaria	inclusive
n	dmc	yes	libertijnisme	conservative
v	cds	no	het hoekje om gaan	inclusive
n	cds	no	bendelid	conservative
n	pa	yes	primitieveling	conservative
n	pa	yes	palurk	conservative
n	qas	no	palurk	conservative
n	asm	no	domoor	conservative
n	om	no	homosexualiteit	inclusive
n	qas	no	boer	inclusive
n	an	no	imbeciel	conservative
n	ddp	yes	gebeuzel	inclusive
n	an	no	aureus	inclusive
n	re	no	straatrover	inclusive
v	qas	no	stuntelen	conservative
n	cds	no	haasvreter	conservative
n	an	no	kloris	conservative
n	dmc	yes	daad	inclusive
a	cds	no	zelfgenoegzaam	conservative
n	asm	no	fallische	inclusive
n	pa	yes	huwelijkskandidaat	inclusive
n	an	no	tuig	conservative
n	ddp	yes	stommeling	conservative
n	svp	no	gemakzucht	conservative
n	dmc	yes	dwaas	inclusive
n	pr	no	prostituees	inclusive
n	svp	no	verontwaardiging	inclusive
n	ddp	yes	klojo	conservative
n	or	no	idioot	conservative
n	cds	no	framasson	inclusive
n	an	no	muskiet	inclusive
n	qas	no	monger	inclusive
n	cds	no	schijtluis	conservative
n	asf	no	imbeciliteit	conservative
n	cds	no	tribaal	inclusive
n	ddp	yes	eend	inclusive
n	cds	no	deugniet	inclusive
n	an	no	vrek	conservative
n	cds	no	pimpen	inclusive
n	re	no	misdadigers	inclusive
n	cds	no	zelfvergoding	inclusive
n	cds	no	misdadiger	conservative
n	cds	no	riolering	inclusive
n	qas	no	hok	inclusive
n	om	no	homoseksuele	conservative
n	cds	no	belhamel	inclusive
n	re	no	artikel 247 van het wetboek van strafrecht	inclusive
n	ddp	yes	beunhaas	conservative
a	svp	no	vertoornd	inclusive
n	an	no	goorlap	conservative
n	cds	no	regelneef	conservative
n	an	no	labbekak	conservative
n	re	no	kleinering	conservative
n	an	no	dwaas	conservative
a	svp	no	hovaardig	conservative
n	re	no	concurrentievervalsing	inclusive
n	an	no	kikvorsachtigen	inclusive
n	pr	no	uiltje	inclusive
n	an	no	hals	conservative
n	or	no	schaapskop	conservative
n	dmc	yes	vlegel	inclusive
n	an	no	krent	conservative
n	an	no	mirco-organismen	inclusive
n	ddp	yes	sufkont	inclusive
n	om	no	apicale	inclusive
n	ps	yes	ostragoten	inclusive
n	om	no	travestiet	inclusive
n	cds	no	dime novel	inclusive
n	qas	no	koopvrouw	inclusive
n	asf	no	cretin	conservative
n	ddp	yes	rund	inclusive
n	asm	no	oetlul	inclusive
n	an	no	vleesvee	inclusive
n	ddp	yes	macrofauna	inclusive
n	cds	no	snertvent	conservative
n	cds	no	terug te praten	inclusive
n	cds	no	schuilkerken	inclusive
n	cds	no	rommelzooi	conservative
a	pa	yes	theoretische	inclusive
a	cds	no	leep	conservative
n	an	no	soepkip	inclusive
n	ps	yes	mof	conservative
n	an	no	treuzelaar	conservative
n	pr	no	straatprostituee	conservative
n	cds	no	massa	inclusive
n	dmc	yes	fraudeur	conservative
n	ddp	yes	plurk	conservative
n	cds	no	papparazzi	inclusive
n	an	no	vuilik	conservative
v	re	no	martelen	inclusive
n	asf	no	muttonhead	conservative
n	qas	no	jaknikker	conservative
n	qas	no	raudauwer	conservative
a	ddp	yes	verstandeloos	conservative
n	an	no	taddik	conservative
n	cds	no	kalf	conservative
n	pr	no	stadsrat	inclusive
n	ps	yes	uil	conservative
n	qas	no	testiculaire	inclusive
a	an	no	vrekkig	conservative
n	dmc	yes	snoodaard	inclusive
v	qas	no	verknollen	conservative
n	qas	no	liefhebber	conservative
n	an	no	dieren	inclusive
n	om	no	anatomische termen van positie	inclusive
n	an	no	uilachtigen	inclusive
n	an	no	wolvin	inclusive
n	an	no	cocotte	conservative
n	ddp	yes	hals	inclusive
n	cds	no	meeuw	conservative
n	svp	no	overeten	inclusive
n	an	no	sul	conservative
n	asm	no	mafketel	conservative
n	cds	no	steenezel	conservative
n	re	no	terreuraanslagen	conservative
n	svp	no	apathie	inclusive
n	svp	no	gourmandizer	inclusive
n	dmc	yes	boerenhufter	conservative
n	ps	yes	sukkel	conservative
n	ddp	yes	hondenlul	conservative
n	ps	yes	ruiner	conservative
n	asm	no	sufkont	conservative
n	qas	no	misslag	inclusive
n	qas	no	dealer	inclusive
n	cds	no	veldwachter	conservative
n	svp	no	willoosheid	inclusive
n	cds	no	lazersteen	conservative
a	dmc	yes	catastrofaal	conservative
n	asm	no	drol	conservative
n	is	yes	schurk	conservative
n	cds	no	kinkel	conservative
n	or	no	domkop	conservative
n	rci	yes	hufter	conservative
n	an	no	goat	inclusive
n	om	no	gayness	inclusive
n	asf	no	goedgelovige	conservative
n	cds	no	kudde	inclusive
n	pa	yes	boerenhufter	conservative
n	re	no	misdrijven	inclusive
a	dmc	yes	krenterig	conservative
