id	pos	category	stereotype	lemma	level
AF175	n	pa	yes	barbaar	conservative
AF1530	n	an	no	pip-piep	conservative
AF617	n	pa	yes	prof	inclusive
AF1164	n	pr	no	randsteen kruip	conservative
AF192	n	pa	yes	prokureurs	inclusive
AF964	n	dmc	yes	morele waardes	inclusive
AF1297	n	dmc	yes	immorele	inclusive
AF1531	n	an	no	animalculum	inclusive
AF1815	n	qas	no	groot spraak	inclusive
AF816	n	ps	yes	dimwit	conservative
AF118	n	asm	no	saphead	conservative
AF125	n	ddp	yes	dumbass	conservative
AF1002	n	pr	no	comare	conservative
AF707	n	svp	no	taṇhā	inclusive
AF221	n	cds	no	dom	conservative
AF1567	n	cds	no	runt	conservative
AF938	n	cds	no	pedagoog	inclusive
AF1795	n	re	no	rowers	inclusive
AF39	n	asf	no	idioot	conservative
AF101	n	ddp	yes	fauna	inclusive
AF34	n	pa	yes	akademiese	inclusive
AF31	n	pa	yes	akademie	inclusive
AF980	n	dmc	yes	spandeer-all	inclusive
AF462	n	or	no	butternut squash	inclusive
AF1369	n	cds	no	schoolmarm	conservative
AF153	n	cds	no	bordele	inclusive
AF639	n	an	no	bunny	inclusive
AF213	n	cds	no	bas bleu	inclusive
AF1319	n	cds	no	lening sharking	conservative
AF999	n	cds	no	verkryging	conservative
AF225	n	asm	no	uilskuiken	conservative
AF342	n	re	no	pers	conservative
AF1078	n	asm	no	veld boon	inclusive
AF831	n	cds	no	oortredinge van die wet	inclusive
AF1456	n	qas	no	parasiteer	inclusive
AF381	n	ddp	yes	zooerasty	conservative
AF743	n	cds	no	gekruis	inclusive
AF1651	n	ps	yes	vandale	inclusive
AF1706	n	is	yes	vagebond	conservative
AF472	n	cds	no	troep	inclusive
AF1012	n	qas	no	granger	inclusive
AF197	n	pa	yes	regsgeleerde	inclusive
AF1753	n	cds	no	neonatale	inclusive
AF381	n	an	no	zooerasty	conservative
AF2001	n	ps	yes	romanis	inclusive
AF1434	n	an	no	otus asio	inclusive
AF871	n	om	no	agter	inclusive
AF654	n	or	no	moffies	conservative
AF730	n	an	no	krokodille	inclusive
AF333	n	cds	no	bliksem	conservative
AF1047	n	cds	no	gratis mason	inclusive
AF1072	n	re	no	rampokker	inclusive
AF1323	n	cds	no	moneylending	inclusive
AF102	n	an	no	epifauna	inclusive
AF783	n	cds	no	sny-up	conservative
AF1155	n	re	no	gesteelde eiendom	inclusive
AF1940	n	om	no	transvestitism	inclusive
AF474	n	cds	no	binnekring	inclusive
AF339	n	cds	no	by-blow	inclusive
AF1601	n	cds	no	hypersexuality	conservative
AF697	n	an	no	bed foute	inclusive
AF1782	n	pa	yes	controleur	inclusive
AF1283	n	cds	no	geswel	inclusive
AF151	n	cds	no	bordeel	inclusive
AF1015	n	cds	no	vas een	inclusive
AF335	n	ddp	yes	motherfucker	conservative
AF375	n	an	no	body snatchers	inclusive
AF1964	n	ps	yes	geel kaart	inclusive
AF797	n	pr	no	byvrou, gemeenskap gehad.	inclusive
AF691	n	an	no	afluister	inclusive
AF1136	n	an	no	gyps fulvus	inclusive
AF130	n	ddp	yes	domoor	conservative
AF1863	a	qas	no	middel-klas	inclusive
AF866	n	om	no	agterkant	inclusive
AF778	n	cds	no	verwerp	conservative
AF277	n	cds	no	bendelid	inclusive
AF182	n	pa	yes	raad	inclusive
AF1387	n	dmc	yes	plichtverzaker	conservative
AF1260	n	ddp	yes	nonsens	conservative
AF217	n	ps	yes	homp	conservative
AF1013	n	ps	yes	fascistiese	inclusive
AF297	n	cds	no	kwaaddoener	conservative
AF905	n	svp	no	graver	inclusive
AF629	n	asm	no	naai	conservative
AF437	n	svp	no	arrogansie	conservative
AF1208	n	dmc	yes	hawelose	inclusive
AF1617	n	re	no	terroriste	inclusive
AF37	n	pa	yes	ooreenstemmende lid	inclusive
AF1443	n	cds	no	paparazzo	inclusive
AF203	n	qas	no	baronieën	inclusive
AF1409	n	an	no	stok-in-die-modder	conservative
AF1511	n	an	no	schorpioenvis	inclusive
AF1674	n	cds	no	aankomeling	inclusive
AF876	n	om	no	agterste	inclusive
AF1455	n	qas	no	autoinfection	inclusive
AF675	n	ddp	yes	clown	conservative
AF515	n	re	no	strydbyl werk	inclusive
AF886	n	om	no	tooshie	inclusive
AF359	n	qas	no	boo-boo	inclusive
AF296	n	dmc	yes	kriminele	inclusive
AF1300	n	om	no	dames	inclusive
AF395	n	ddp	yes	breinskade	inclusive
AF174	n	dmc	yes	barbare	conservative
AF500	n	an	no	papbroek	conservative
AF666	n	ddp	yes	skinderbek	conservative
AF1051	n	cds	no	free masons	inclusive
AF899	n	cds	no	slimmerd	conservative
AF174	n	ps	yes	barbare	conservative
AF315	n	qas	no	skeepsmagnaat	inclusive
AF1471	n	asm	no	ertjies	inclusive
AF50	n	cds	no	self-liefde	conservative
AF446	n	dmc	yes	lowlife	conservative
AF1425	n	cds	no	cosa nostra	inclusive
AF366	n	cds	no	grootprater	conservative
AF328	n	cds	no	mutt	inclusive
AF805	a	ddp	yes	liggelowig	conservative
AF1696	n	cds	no	know-it-all	conservative
AF167	n	qas	no	testikel	inclusive
AF1222	n	cds	no	hubris	inclusive
AF39	n	ddp	yes	idioot	conservative
AF1234	n	qas	no	ideoloog	inclusive
AF251	n	cds	no	dude	inclusive
AF1793	n	re	no	rooftogte	inclusive
AF874	n	om	no	ventrolateral	inclusive
AF2003	n	ps	yes	romani	inclusive
AF538	n	cds	no	gepeupel	conservative
AF1641	n	cds	no	homunculi	inclusive
AF71	n	qas	no	kans en eindig	inclusive
AF1368	n	cds	no	schoolma'am	conservative
AF164	n	qas	no	testikels	inclusive
AF288	n	re	no	rogue	conservative
AF2002	n	ps	yes	rroma	inclusive
AF1250	n	ddf	yes	gestremdheid	inclusive
AF314	n	qas	no	top uitvoerende	inclusive
AF1262	n	is	yes	armlastiges	inclusive
AF303	n	ddp	yes	kwaadstoker	conservative
AF257	n	cds	no	pandemonium	inclusive
AF502	n	cds	no	swaksinnige	inclusive
AF456	n	an	no	gemeen	conservative
AF1031	n	pa	yes	visvrouw	inclusive
AF1454	n	qas	no	endoparasiete	inclusive
AF1235	n	asf	no	diensmeisie	conservative
AF509	n	asm	no	changelings	inclusive
AF456	n	is	yes	gemeen	conservative
AF1299	n	dmc	yes	onsedelikheid	inclusive
AF1485	n	svp	no	pridefulness	inclusive
AF954	n	qas	no	skyn geleerde	conservative
AF76	n	asf	no	codswallop	conservative
AF959	n	dmc	yes	morele kode	inclusive
AF1561	n	an	no	muggies	inclusive
AF603	n	qas	no	kaste	inclusive
AF1864	a	ddp	yes	dwaas	conservative
AF351	n	qas	no	bloopers	inclusive
AF1348	n	svp	no	drif	inclusive
AF1432	n	an	no	megascops	inclusive
AF1144	n	cds	no	ongelowige	conservative
AF320	n	an	no	schoft	conservative
AF363	n	cds	no	line-shooter	conservative
AF587	n	cds	no	probleem	conservative
AF1521	n	an	no	selachimorpha	inclusive
AF1106	n	cds	no	gigolo	inclusive
AF1549	n	cds	no	mystifier	conservative
AF93	n	an	no	aal	inclusive
AF150	n	cds	no	bagnio	inclusive
AF940	n	cds	no	egghead	inclusive
AF280	n	cds	no	bendegeweld	inclusive
AF1712	n	cds	no	klager	conservative
AF1771	n	pr	no	egbreekster	conservative
AF1053	n	cds	no	free mason	inclusive
AF8	n	svp	no	apatie	inclusive
AF273	n	dmc	yes	kwezel	conservative
AF1365	n	or	no	angstvallig	inclusive
AF1039	n	dmc	yes	hofnar	inclusive
AF1779	n	pa	yes	rekenmeester	inclusive
AF663	n	cds	no	rumormonger	conservative
AF1387	n	cds	no	plichtverzaker	conservative
AF505	n	ddp	yes	mongool	conservative
AF116	n	or	no	domkop	conservative
AF1566	n	re	no	stealer	inclusive
AF538	n	an	no	gepeupel	conservative
AF1037	n	an	no	vlooi	inclusive
AF631	n	asm	no	skroefwerk	conservative
AF1407	n	an	no	treuzelaar	conservative
AF81	n	ddp	yes	ongeletterd	inclusive
AF1260	n	ddp	yes	nonsens	inclusive
AF238	n	an	no	rentboy	conservative
AF374	n	dmc	yes	knoeier	conservative
AF161	n	is	yes	scrooge	conservative
AF353	n	cds	no	vuil-up	inclusive
AF778	n	qas	no	verwerp	conservative
AF527	n	re	no	lasteraar	conservative
AF1652	n	an	no	adder	inclusive
AF447	n	cds	no	so-en-so	conservative
AF1517	n	ps	yes	mestizos	conservative
AF139	n	svp	no	sewe dodelike sondes	inclusive
AF590	n	qas	no	meen	inclusive
AF174	n	pa	yes	barbare	conservative
AF1020	n	om	no	vinkel	inclusive
AF19	n	re	no	siek-gebruik	inclusive
AF458	n	dmc	yes	deugniet	conservative
AF218	n	asf	no	patsy	conservative
AF1585	n	ps	yes	negroids	inclusive
AF1227	n	an	no	hyena	inclusive
AF653	n	or	no	queer	conservative
AF431	n	ps	yes	bulgare	inclusive
AF806	n	an	no	onnozele	conservative
AF9	n	qas	no	volgelinge	inclusive
AF549	n	om	no	pederast	conservative
AF1029	n	asm	no	sagte straal	inclusive
AF371	n	qas	no	fumbler	conservative
AF764	n	asf	no	kont	conservative
AF1014	n	cds	no	fascista	inclusive
AF816	n	asf	no	dimwit	conservative
AF1439	n	an	no	vetsak qualifier	conservative
AF1675	n	qas	no	moeilikheid maker	conservative
AF141	n	svp	no	avariciousness	inclusive
AF1429	n	re	no	mafiosi	conservative
AF1124	n	an	no	kapater	inclusive
AF580	n	an	no	raunch	conservative
AF832	n	cds	no	misdadigers	inclusive
AF445	n	cds	no	roes sak	conservative
AF506	n	cds	no	mongole	inclusive
AF419	n	qas	no	lessenaar werk	inclusive
AF1011	n	qas	no	sodbuster	inclusive
AF693	n	an	no	wandluis	inclusive
AF911	n	dmc	yes	jeugoortreder	conservative
AF120	n	cds	no	stomkop	conservative
AF806	n	or	no	onnozele	conservative
AF661	n	om	no	homoseksueel	conservative
AF601	n	cds	no	voldoening	inclusive
AF1942	n	om	no	transvestiete	inclusive
AF414	n	qas	no	burgersenaat mense	inclusive
AF973	n	dmc	yes	arme drommel	conservative
AF126	n	asf	no	shit head	conservative
AF706	n	svp	no	tanha	inclusive
AF118	n	asf	no	saphead	conservative
AF671	n	an	no	lafaard	conservative
AF333	n	ddp	yes	bliksem	conservative
AF456	n	dmc	yes	gemeen	conservative
AF1061	n	cds	no	fundamentalistiese	inclusive
AF29	n	pa	yes	akademici	inclusive
AF1590	n	ps	yes	negers	inclusive
AF78	n	cds	no	vervolger	conservative
AF247	n	cds	no	onwaarheid	conservative
AF657	n	om	no	homofiel	conservative
AF1232	n	cds	no	balladesanger	inclusive
AF526	n	re	no	maligner	conservative
AF176	n	cds	no	boor	conservative
AF218	n	ps	yes	patsy	conservative
AF503	n	ddp	yes	retard	conservative
AF806	n	cds	no	onnozele	conservative
AF176	n	rci	yes	boor	conservative
AF1598	n	cds	no	nymfo	conservative
AF134	n	an	no	wisent	inclusive
AF927	n	dmc	yes	drifter	inclusive
AF1785	n	re	no	ontvoering	inclusive
AF1421	n	cds	no	polisiebeampte	inclusive
AF751	n	ps	yes	kruising	inclusive
AF1109	n	cds	no	bemoeiziekerig-parker	conservative
AF370	n	qas	no	blunderer	conservative
AF941	n	dmc	yes	delik	inclusive
AF1123	n	an	no	bok-bok	inclusive
AF1075	n	cds	no	fascisme	conservative
AF1312	a	is	yes	droewig	inclusive
AF90	n	an	no	paling	inclusive
AF442	n	an	no	vent	conservative
AF84	n	ddp	yes	analphabetic	inclusive
AF859	n	dmc	yes	ongeveins	conservative
AF98	n	an	no	infauna	inclusive
AF1776	n	pr	no	onzin	conservative
AF1554	n	an	no	slakke	inclusive
AF1904	n	re	no	seksuele aanrandings	inclusive
AF287	n	cds	no	band	inclusive
AF1502	n	qas	no	redevoering	inclusive
AF727	n	ddp	yes	lomperd	conservative
AF575	n	svp	no	niggardness	conservative
AF365	n	cds	no	bragger	conservative
AF719	n	an	no	uil	inclusive
AF1023	n	dmc	yes	stink	conservative
AF1596	n	ps	yes	latino	inclusive
AF1513	n	cds	no	riool	inclusive
AF121	n	cds	no	muggins	conservative
AF288	n	an	no	rogue	conservative
AF992	n	qas	no	bekendmaking	inclusive
AF124	n	or	no	fuckhead	conservative
AF124	n	ddp	yes	fuckhead	conservative
AF452	n	cds	no	landloper	conservative
AF1076	n	asm	no	europese boon	inclusive
AF385	n	ddp	yes	ferociousness	conservative
AF442	n	dmc	yes	vent	inclusive
AF777	n	qas	no	uitdunning	conservative
AF1157	n	qas	no	tagalong	conservative
AF490	n	an	no	haai-aanval	inclusive
AF358	n	qas	no	boner	inclusive
AF1725	n	an	no	luise	inclusive
AF642	n	pa	yes	korporaal	inclusive
AF1545	n	pa	yes	sheepherders	inclusive
AF1159	n	cds	no	saak voorgedra seuntjie	inclusive
AF903	n	svp	no	smulpaap	conservative
AF382	n	an	no	bestialiteit	conservative
AF143	n	is	yes	vrek	conservative
AF813	n	ddp	yes	plomp	conservative
AF454	n	dmc	yes	niks doen	conservative
AF1054	n	cds	no	vrymesselaars	inclusive
AF1313	a	is	yes	ongelukkige	inclusive
AF1682	v	cds	no	doodgaan	inclusive
AF528	n	re	no	kwaadsteker	conservative
AF435	n	cds	no	aanmatiging	conservative
AF1896	n	re	no	seksueel aan te rand	inclusive
AF752	n	cds	no	planteteelt	inclusive
AF650	n	om	no	poove	conservative
AF623	n	svp	no	seksuele begeerte	inclusive
AF1509	n	an	no	skerpioen visse	inclusive
AF822	n	re	no	misdade	inclusive
AF1733	n	asm	no	wank	conservative
AF1825	n	an	no	kikkerdril	inclusive
AF2000	n	an	no	limacidae	inclusive
AF1010	n	qas	no	landbouer	inclusive
AF545	n	an	no	honde	inclusive
AF1126	n	svp	no	nimmer-doen-goed	conservative
AF1984	n	an	no	luim	inclusive
AF250	n	cds	no	clotheshorse	inclusive
AF76	n	cds	no	codswallop	conservative
AF592	n	cds	no	gemors-up	inclusive
AF1570	n	cds	no	narcis	inclusive
AF15	n	re	no	misbruik	inclusive
AF1739	n	re	no	piracy	inclusive
AF916	n	cds	no	heleboel	inclusive
AF1458	n	qas	no	parasiete	inclusive
AF1463	n	qas	no	gemeentelid	inclusive
AF944	a	qas	no	kranksinnige	conservative
AF1840	n	an	no	bloedsuiers	inclusive
AF1555	n	ps	yes	mongoloids	conservative
AF698	n	an	no	hemipteron	inclusive
AF574	n	svp	no	tightfistedness	conservative
AF1346	n	svp	no	afguns	inclusive
AF67	n	qas	no	mengeling	inclusive
AF1233	n	cds	no	crooner	inclusive
AF1018	n	or	no	fastidiousness	inclusive
AF445	n	dmc	yes	roes sak	inclusive
AF828	n	cds	no	misdaad	inclusive
AF281	n	cds	no	bende	conservative
AF297	n	cds	no	kwaaddoener	inclusive
AF416	n	an	no	buffel	inclusive
AF1095	n	cds	no	sipier	inclusive
AF370	n	cds	no	blunderer	conservative
AF1565	n	re	no	dief	inclusive
AF1127	n	dmc	yes	goed-vir-niks	conservative
AF912	n	re	no	misdadig	conservative
AF1079	n	asm	no	breë boontjie	inclusive
AF1317	n	re	no	moordenaar	inclusive
AF275	n	dmc	yes	dwepery	conservative
AF792	n	dmc	yes	misleiding	conservative
AF1281	n	cds	no	pompousness	inclusive
AF1083	n	asm	no	breë bone	inclusive
AF1411	n	an	no	snoet	inclusive
AF761	n	cds	no	boetie	inclusive
AF1845	n	an	no	kakkerlak	inclusive
AF1073	n	cds	no	fasciste	conservative
AF238	n	pr	no	rentboy	conservative
AF493	n	cds	no	casino	inclusive
AF223	n	cds	no	dommerik	conservative
AF297	n	re	no	kwaaddoener	inclusive
AF460	n	an	no	skurk	conservative
AF1329	n	an	no	insek	inclusive
AF175	n	dmc	yes	barbaar	conservative
AF477	n	cds	no	bagasie trein	inclusive
AF1386	n	cds	no	uitdraaier	conservative
AF434	n	cds	no	spoggerigheid	conservative
AF1290	n	cds	no	jokester	inclusive
AF1396	n	cds	no	moraliserende	inclusive
AF1812	a	dmc	yes	vuil	inclusive
AF364	n	cds	no	blowhard	conservative
AF977	n	dmc	yes	libertinism	conservative
AF1692	n	or	no	tater	inclusive
AF239	n	an	no	prostituee	conservative
AF794	n	cds	no	gespuis-ou ras	conservative
AF505	n	asf	no	mongool	conservative
AF1292	n	cds	no	penman	conservative
AF215	n	asm	no	val man	conservative
AF32	n	pa	yes	fakulteit	inclusive
AF963	n	dmc	yes	moralistiese	inclusive
AF101	n	an	no	fauna	inclusive
AF725	n	asm	no	wanker	conservative
AF246	n	cds	no	valsheid	conservative
AF1101	n	cds	no	turnkey	inclusive
AF50	n	svp	no	self-liefde	conservative
AF120	n	asf	no	stomkop	conservative
AF1540	n	ddp	yes	onnoselheid	conservative
AF1128	n	dmc	yes	goed-vir-nietige	conservative
AF1311	a	is	yes	hartseer	inclusive
AF498	n	an	no	swakkeling	conservative
AF1424	n	cds	no	polisievrou	conservative
AF1072	n	cds	no	rampokker	inclusive
AF1718	n	an	no	pediculus corporis	inclusive
AF1684	n	or	no	aardappel	inclusive
AF407	n	qas	no	sakevrou	inclusive
AF496	n	dmc	yes	uitgeworpene	inclusive
AF999	n	cds	no	verkryging	inclusive
AF439	n	svp	no	eiewaan	conservative
AF289	n	re	no	skelm	conservative
AF535	n	dmc	yes	scammer	conservative
AF382	n	ddp	yes	bestialiteit	conservative
AF687	n	an	no	cimicidae	inclusive
AF1638	n	or	no	pampoen	inclusive
AF509	n	ps	yes	changelings	conservative
AF2012	n	ps	yes	zoeloes	inclusive
AF1887	n	pr	no	lampyris noctiluca	inclusive
