id	pos	category	stereotype	lemma	level
HI238	n	pr	no	फूहड़	conservative
HI178	n	dmc	yes	बर्बर	conservative
HI951	n	dmc	yes	नैतिक	inclusive
HI1352	n	ps	yes	मंगोलों	inclusive
HI1238	n	an	no	relentlessness	conservative
HI1234	n	svp	no	निष्क्रियता	inclusive
HI1163	n	ps	yes	इस्राएल के	inclusive
HI676	n	an	no	आकृतिविद्या	inclusive
HI1073	n	cds	no	जिजोलो	inclusive
HI1003	n	om	no	सौंफ	inclusive
HI1700	n	an	no	मुर्गी	inclusive
HI859	n	om	no	ipsilateral	inclusive
HI1791	n	cds	no	पांडित्य - प्रदर्शन	inclusive
HI1133	n	pr	no	व्यावसायिक यौन	conservative
HI714	n	an	no	धृष्टा	conservative
HI801	n	or	no	अनाड़ी	conservative
HI1041	n	dmc	yes	dillydallier	conservative
HI390	n	an	no	zooerastia	conservative
HI129	n	an	no	muttonhead	conservative
HI206	n	qas	no	baronies	inclusive
HI963	n	dmc	yes	ख़र्चीला	inclusive
HI663	n	cds	no	संवाददाता	inclusive
HI897	n	pa	yes	दरबान	inclusive
HI1556	n	an	no	चूसने वाला	inclusive
HI646	n	asm	no	पूंछ का टुकड़ा	conservative
HI541	n	an	no	श्वान	inclusive
HI845	n	svp	no	अप्रिय	inclusive
HI135	n	om	no	गधा	inclusive
HI968	n	svp	no	faineance	inclusive
HI1526	n	qas	no	आध्यात्मिक नेता	inclusive
HI1094	n	svp	no	अच्छे के लिए शून्य	conservative
HI1663	n	cds	no	complainer	conservative
HI119	n	asm	no	मूर्ख	conservative
HI1119	n	re	no	चोरों	inclusive
HI453	n	dmc	yes	मैल बैग	inclusive
HI178	n	ps	yes	बर्बर	conservative
HI194	n	pa	yes	अभिभाषक	inclusive
HI1649	n	cds	no	हामी	conservative
HI373	n	cds	no	डींग हांकनेवाला	conservative
HI982	n	cds	no	बुरे कार्यों में सहायता करने वाला	conservative
HI594	n	cds	no	गेंदों को	inclusive
HI97	n	an	no	animal	inclusive
HI1419	n	cds	no	प्रांतिक	conservative
HI523	n	re	no	maligner	conservative
HI1493	n	an	no	रंज - चीख़	conservative
HI1070	n	an	no	पिपिस्ट्रेल	inclusive
HI218	n	ddp	yes	लक्कड़	conservative
HI588	n	cds	no	समस्या	conservative
HI994	n	cds	no	फासीवादी	conservative
HI1218	n	ddp	yes	गांड	conservative
HI215	n	cds	no	रूढ़िवादी	inclusive
HI760	n	cds	no	लल्लू	inclusive
HI1750	n	re	no	kidnaper	inclusive
HI518	n	re	no	calunnia	inclusive
HI218	n	asf	no	लक्कड़	conservative
HI379	n	dmc	yes	प्रमादी	conservative
HI1342	n	cds	no	शौचालय	inclusive
HI322	n	ps	yes	मसिपूर्णता	inclusive
HI1311	n	asm	no	शिश्न	inclusive
HI1517	n	an	no	लैण्डस्नेल	inclusive
HI1170	n	cds	no	उच्च पुजारी	inclusive
HI240	n	an	no	rentboy	conservative
HI870	n	om	no	लांगुलिय	inclusive
HI854	n	dmc	yes	ढोंग	conservative
HI1618	n	cds	no	ज़बान की चूक	inclusive
HI1060	n	asf	no	योनि	conservative
HI401	n	pr	no	kine	inclusive
HI1959	n	ps	yes	zulus	inclusive
HI678	n	ddp	yes	झक्की	conservative
HI1431	n	an	no	तोते	inclusive
HI580	n	an	no	अश्लीलता	conservative
HI115	n	asm	no	betise	conservative
HI1621	n	qas	no	freeloader	conservative
HI454	n	cds	no	lowlife	conservative
HI522	n	re	no	defamer	conservative
HI496	n	is	yes	जातिच्युत मनुष्य	inclusive
HI1344	n	cds	no	आलसियों	conservative
HI123	n	an	no	कपाल	conservative
HI212	n	cds	no	blackball	inclusive
HI1483	n	an	no	शार्क	inclusive
HI1718	a	dmc	yes	जाली	conservative
HI1702	n	an	no	चिकन	inclusive
HI1533	n	cds	no	आत्मरति	inclusive
HI482	n	ddp	yes	कैदियों	inclusive
HI1606	n	dmc	yes	बदकिस्मत	inclusive
HI98	n	ddp	yes	पशु	inclusive
HI1504	n	pa	yes	sheepherders	inclusive
HI1085	n	cds	no	हिमायती	inclusive
HI1822	n	cds	no	wonk	conservative
HI1197	n	qas	no	सिद्धांतानुयायी व्यक्ति	inclusive
HI380	n	cds	no	फूहड़पन से काम करने वाला	conservative
HI1882	n	om	no	crossdress	inclusive
HI286	n	svp	no	bigoted	conservative
HI675	n	ddp	yes	rumourmonger	conservative
HI708	n	cds	no	फितरत	conservative
HI914	n	cds	no	बेलदार	inclusive
HI56	n	om	no	गुदामैथुन	inclusive
HI280	n	cds	no	fabricator	conservative
HI834	n	ps	yes	krauthead	conservative
HI189	n	pa	yes	मंत्री	inclusive
HI557	n	cds	no	tribesman	inclusive
HI858	n	om	no	ventrolateral	inclusive
HI224	n	or	no	अहमक़	conservative
HI810	n	ps	yes	doofus	conservative
HI1284	n	cds	no	moneylending	inclusive
HI453	n	cds	no	मैल बैग	conservative
HI1909	n	cds	no	षड्यंत्र के सिद्धांत	inclusive
HI126	n	ddp	yes	fuckhead	conservative
HI1075	n	asf	no	crotch बाल	inclusive
HI736	n	an	no	मगर	inclusive
HI1759	a	dmc	yes	गंदे	inclusive
HI1762	n	qas	no	भव्यता	inclusive
HI451	n	dmc	yes	git	inclusive
HI306	n	cds	no	दुष्कर्मी	inclusive
HI369	n	cds	no	बिना सोचे समझे कह डालना	inclusive
HI1684	n	asm	no	हाथ से काम	conservative
HI1715	a	asm	no	भूरा	inclusive
HI800	n	pr	no	राजदरबारी	inclusive
HI309	n	an	no	बाइसन	inclusive
HI455	n	dmc	yes	अमुक	inclusive
HI358	n	pa	yes	उपक्रामी	inclusive
HI888	n	svp	no	गवारूपन	inclusive
HI1907	n	ps	yes	लाल कार्ड	inclusive
HI805	n	an	no	looter	inclusive
HI1031	n	cds	no	मुफ्त मेसन	inclusive
HI1039	n	svp	no	क्रोध	conservative
HI966	n	dmc	yes	उड़ाऊ	inclusive
HI1666	n	an	no	pediculus humanus	inclusive
HI1074	n	asf	no	जघन बाल	inclusive
HI692	n	cds	no	घरेलू अपशिष्ट	conservative
HI10	n	qas	no	अनुचर	inclusive
HI1592	n	re	no	homicides	inclusive
HI1083	n	asf	no	बिल्ली	conservative
HI258	n	cds	no	अराजकता	inclusive
HI1035	n	an	no	भ्रूभंग	inclusive
HI917	n	ddf	yes	nanus	conservative
HI178	n	pa	yes	बर्बर	conservative
HI135	n	an	no	गधा	inclusive
HI1167	n	cds	no	जनसमूह	inclusive
HI1212	n	ddf	yes	विकलांगता	inclusive
HI940	n	qas	no	किसी बात को गंभीरता से ग्रहण न करने वाला	conservative
HI118	n	ddp	yes	बुद्धु	conservative
HI1527	n	an	no	midges	inclusive
HI262	n	ps	yes	bedouin	inclusive
HI410	n	pr	no	rattus norvegicus	inclusive
HI817	n	cds	no	कानून तोड़ने	inclusive
HI119	n	ddp	yes	मूर्ख	inclusive
HI301	n	re	no	आपराधिक	inclusive
HI716	n	an	no	prickteaser	conservative
HI927	n	cds	no	शौक़ीन	inclusive
HI181	n	an	no	बर्बरता	inclusive
HI916	n	cds	no	बौना	inclusive
HI819	n	cds	no	अपराधों	inclusive
HI533	n	re	no	scammer	inclusive
HI690	n	cds	no	ठोस अपशिष्ट	inclusive
HI1030	n	cds	no	masonic आदेश	inclusive
HI502	n	asf	no	जड़वामन	conservative
HI463	n	re	no	villainess	conservative
HI534	n	dmc	yes	grifter	conservative
HI1627	n	cds	no	नोव्यू  riche	inclusive
HI1097	n	svp	no	कोई खाता	conservative
HI52	n	svp	no	आत्म प्यार	conservative
HI176	n	cds	no	डाकू	inclusive
HI218	n	ps	yes	लक्कड़	conservative
HI1176	n	qas	no	घर चित्रकार	inclusive
HI575	n	svp	no	niggardness	conservative
HI1545	n	ps	yes	नीग्रो	inclusive
HI824	n	an	no	doodly-पलथी मारे हुए	conservative
HI1387	n	cds	no	पुलिसवाला	conservative
HI657	n	pa	yes	शारीरिक	inclusive
HI889	n	svp	no	खाने - पीने का शौकीन	inclusive
HI346	n	cds	no	कमीने	inclusive
HI1730	n	ddp	yes	बक	inclusive
HI1419	n	dmc	yes	प्रांतिक	conservative
HI923	n	cds	no	अध्यापक	inclusive
HI1051	n	asm	no	faba सेम	inclusive
HI1324	n	re	no	चोर	inclusive
HI1908	n	cds	no	षड्यंत्र का सिद्धांत	inclusive
HI381	n	ddp	yes	गोलमाल करनेवाला	conservative
HI1096	n	svp	no	निकम्मा	conservative
HI473	n	an	no	मुंह	inclusive
HI1901	n	qas	no	वजन बेल्ट	inclusive
HI551	n	cds	no	कुलों	inclusive
HI521	n	re	no	libeler	conservative
HI502	n	ddp	yes	जड़वामन	inclusive
HI691	n	qas	no	स्क्रैप	inclusive
HI595	n	cds	no	ballup	inclusive
HI1065	n	cds	no	टर्नकी	inclusive
HI240	n	pr	no	rentboy	conservative
HI40	n	ddp	yes	दुर्बलमनस्कता	inclusive
HI461	n	cds	no	खलनायक	conservative
HI302	n	re	no	गैरकानूनी घोषित	inclusive
HI1090	n	an	no	काप्रिने	inclusive
HI1804	n	dmc	yes	औसत दर्जे का आदमी	conservative
HI1432	n	an	no	तोता	inclusive
HI1132	n	pr	no	वेश्यावृत्ति	conservative
HI1920	n	dmc	yes	vagrants	inclusive
HI128	n	asf	no	उल्लू	conservative
HI467	n	cds	no	भद्दी पोताई	inclusive
HI1528	n	an	no	ठिगना	inclusive
HI1672	n	an	no	चीलर	inclusive
HI535	n	cds	no	कूड़ा	conservative
HI416	n	qas	no	पूंजीपति	inclusive
HI368	n	qas	no	चोट	inclusive
HI677	n	an	no	मुख का आकृति	inclusive
HI892	n	svp	no	चटोरा	inclusive
HI128	n	ps	yes	उल्लू	conservative
HI765	n	or	no	खीरे	inclusive
HI549	n	cds	no	आत्मीय	inclusive
HI1508	n	pa	yes	चरवाहा	inclusive
HI780	n	cds	no	hoaxer	conservative
HI642	n	cds	no	बकवास	inclusive
HI390	n	ddp	yes	zooerastia	conservative
HI1735	n	pa	yes	एकाउंटेंट	inclusive
HI1416	n	cds	no	देहाती	conservative
HI696	n	an	no	cimicidae	inclusive
HI7	n	svp	no	उदासीनता	inclusive
HI581	n	an	no	raunch	conservative
HI43	n	asm	no	मूर्खता	conservative
HI1789	n	cds	no	धृष्ट व्यक्ति	conservative
HI926	n	pa	yes	कर्मचारी	inclusive
HI1693	n	re	no	plagiarization	inclusive
HI380	n	ddp	yes	फूहड़पन से काम करने वाला	conservative
HI808	n	ps	yes	बेढंगा	conservative
HI508	n	an	no	कुत्तियाँ	inclusive
HI463	n	dmc	yes	villainess	conservative
HI345	n	is	yes	बदमाश	conservative
HI899	n	cds	no	बाल अपचारी	conservative
HI1327	n	or	no	सूक्ष्म बातों पर ध्यान देना	inclusive
HI774	n	cds	no	चुनना	conservative
HI1520	n	ps	yes	mongoloid	conservative
HI850	n	dmc	yes	पाखंडी	conservative
HI1518	n	an	no	घोंघा	inclusive
HI1394	n	cds	no	माफिया	inclusive
HI1205	n	cds	no	झूठी मूर्ति से धनुष	inclusive
HI579	n	an	no	अशिष्टता	conservative
HI668	n	om	no	गाँडू	conservative
HI167	n	asm	no	teste	inclusive
HI1011	n	asm	no	pterygiophore	inclusive
HI504	n	cds	no	बुद्धू	inclusive
HI460	n	dmc	yes	कामचोर	conservative
HI840	n	cds	no	grunge	inclusive
HI285	n	svp	no	bigot	conservative
HI380	n	dmc	yes	फूहड़पन से काम करने वाला	conservative
HI1390	n	cds	no	mafiosi	inclusive
HI1409	n	cds	no	papparazzi	inclusive
HI783	n	om	no	डेम	inclusive
HI536	n	qas	no	ragtag	conservative
HI436	n	cds	no	घमंडी	conservative
HI248	n	qas	no	बेईमानी	conservative
HI128	n	ddp	yes	उल्लू	conservative
HI1382	n	cds	no	पुलिस	conservative
HI1328	n	or	no	नुकताचीनी	inclusive
HI1335	n	cds	no	कमरा धो लो	inclusive
HI490	n	an	no	carcharodon	inclusive
HI1889	n	pr	no	चुड़ैल	conservative
HI1375	n	cds	no	nerdy	conservative
HI1469	n	cds	no	सीवरेज	inclusive
HI1463	n	qas	no	अलंकारशास्त्री	inclusive
HI829	n	an	no	diddlysquat	conservative
HI770	n	cds	no	कमरैला	inclusive
HI1340	n	cds	no	पाख़ाना	inclusive
HI1386	n	cds	no	पुलिसकर्मी	conservative
HI120	n	cds	no	saphead	conservative
HI64	n	cds	no	विलक्षण	inclusive
HI300	n	cds	no	banditti	conservative
HI71	n	qas	no	मिलावट	inclusive
HI101	n	an	no	मेटाजोअन	inclusive
HI1365	n	pr	no	पतिंगे	inclusive
HI1187	n	an	no	बिज्जू	inclusive
HI501	n	ddp	yes	रोकना	inclusive
HI1821	n	cds	no	dweeb	conservative
HI193	n	pa	yes	राजनयिक रैंक	inclusive
HI1684	n	cds	no	हाथ से काम	conservative
HI1324	n	cds	no	चोर	inclusive
HI1830	a	ddp	yes	नासमझ	conservative
HI1805	n	an	no	शियार	inclusive
HI539	n	an	no	कुत्ते	inclusive
HI119	n	asm	no	मूर्ख	inclusive
HI134	n	an	no	गधे	inclusive
HI351	n	re	no	भेद खोलने की घमकी	conservative
HI501	n	ps	yes	रोकना	conservative
HI104	n	ddp	yes	epifaunal	inclusive
HI367	n	cds	no	ढिलाई से काम करना	inclusive
HI4	n	svp	no	इच्छादौर्बल्य	inclusive
HI533	n	dmc	yes	scammer	conservative
HI1388	n	re	no	cosa nostra	inclusive
HI1129	n	pr	no	वेश्याओं	inclusive
HI610	n	qas	no	खेत	inclusive
HI237	n	pr	no	कुलटा	conservative
HI1282	n	cds	no	साहूकार	inclusive
HI461	n	dmc	yes	खलनायक	conservative
HI163	n	qas	no	testes	inclusive
HI119	n	cds	no	मूर्ख	conservative
HI1696	n	re	no	plagiarisation	inclusive
HI1183	n	qas	no	हच	inclusive
HI1503	n	pa	yes	गड़ेरिया	inclusive
HI1020	n	an	no	fleas	inclusive
HI751	n	ps	yes	संयंत्र जैव प्रौद्योगिकी	inclusive
HI430	n	qas	no	मध्यम वर्ग	inclusive
HI1388	n	cds	no	cosa nostra	inclusive
HI249	n	cds	no	झूठ	conservative
HI58	n	om	no	sodomized	inclusive
HI1403	n	an	no	गुलगोथना	conservative
HI77	n	an	no	folderol	conservative
HI1372	n	an	no	लकीर का फकीर	conservative
HI1662	n	cds	no	घरघरानेवाला	conservative
HI643	n	asm	no	screwing	conservative
HI867	n	om	no	पार्श्व	inclusive
HI469	n	an	no	घड़ियाल	inclusive
HI1747	n	re	no	गिरफ़्तार करनेवाला	inclusive
HI1296	n	an	no	कीट	inclusive
HI1651	n	dmc	yes	मटरगश्त आदमी	conservative
HI1460	n	qas	no	साहित्य शास्त्र	inclusive
HI827	n	an	no	diddley	conservative
HI627	n	or	no	बंदगोभी	inclusive
HI1395	n	ps	yes	ओस्टगोथ	inclusive
HI169	n	qas	no	bollocks	inclusive
HI1000	n	re	no	उगाही	inclusive
HI1080	n	cds	no	हस्तक्षेपकर्त्ता	conservative
HI1895	n	asm	no	पक्षियों	inclusive
HI208	n	qas	no	baroque	inclusive
HI223	n	or	no	बेवकूफ	conservative
HI1167	n	cds	no	जनसमूह	conservative
HI1114	n	cds	no	धिक्कृत	conservative
HI664	n	or	no	पूवे	conservative
HI1777	n	an	no	मेढक	inclusive
HI176	n	re	no	डाकू	conservative
HI881	n	om	no	बन्स	inclusive
HI1294	n	an	no	कीड़ा	inclusive
HI85	n	an	no	anguillidae	inclusive
HI80	n	dmc	yes	कट्टरता	conservative
HI120	n	ddp	yes	saphead	conservative
HI955	n	dmc	yes	बुराई	conservative
HI76	n	an	no	codswallop	conservative
HI1028	n	cds	no	मेसोनिक	inclusive
HI300	n	dmc	yes	banditti	inclusive
HI1581	n	re	no	आतंकवादी	inclusive
HI412	n	qas	no	किसान	inclusive
HI846	n	dmc	yes	छली	conservative
HI993	n	qas	no	कृषकों	inclusive
HI1391	n	cds	no	माफ़िया	inclusive
HI1829	a	cds	no	स्मार्ट	inclusive
HI1144	n	om	no	समलैंगिकों	inclusive
HI466	n	cds	no	बुरी लिखावट	inclusive
HI877	n	om	no	पदतल	inclusive
HI1738	n	re	no	अपहर्ताओं	inclusive
HI889	n	svp	no	खाने - पीने का शौकीन	conservative
HI1291	n	cds	no	साहूकारों	inclusive
HI997	n	cds	no	एक तेजी	conservative
HI842	n	an	no	गंदी चाल	conservative
HI1113	n	cds	no	लेखक हैक	conservative
HI1024	n	asm	no	चमड़ी	inclusive
HI586	n	asm	no	मुर्ग़ा	inclusive
HI442	n	cds	no	शेखी	conservative
HI879	n	om	no	संरचनात्मक स्थान लिए शर्तें	inclusive
HI669	n	or	no	समलैंगिक	conservative
HI1912	n	cds	no	शंकालुओं	inclusive
HI229	n	ddp	yes	बुध्दू	conservative
HI46	n	pa	yes	academism	inclusive
HI1655	n	cds	no	किंवदंति	inclusive
HI95	n	ddp	yes	जंतुओं	inclusive
HI864	n	om	no	हिंद अंत	inclusive
HI982	n	cds	no	बुरे कार्यों में सहायता करने वाला	inclusive
HI1616	n	dmc	yes	भांड	inclusive
HI1361	n	an	no	मच्छरों	inclusive
HI1494	n	an	no	animalculum	inclusive
HI1279	n	re	no	कातिल	inclusive
HI1270	n	svp	no	हवस	inclusive
HI704	n	an	no	hemipteron	inclusive
HI814	n	cds	no	अपराधियों	inclusive
HI287	n	dmc	yes	धर्मांध	conservative
HI219	n	ddp	yes	आदमी गिर	conservative
HI1642	n	or	no	tater	inclusive
HI531	n	cds	no	chiseler	inclusive
HI942	n	an	no	escargots	inclusive
HI1669	n	an	no	pediculus पिण्ड	inclusive
HI148	n	ddp	yes	पिछड़ेपन	inclusive
HI1225	n	is	yes	निर्धन	inclusive
HI734	n	an	no	crocodylia	inclusive
HI257	n	cds	no	dandies	inclusive
HI341	n	cds	no	हड़ताल तोड़नेवाला	inclusive
HI356	n	pa	yes	ताबूत बनानेवाला	inclusive
HI674	n	cds	no	बातूनी	conservative
HI342	n	cds	no	ठग	conservative
HI1859	n	re	no	आतंकवादियों	inclusive
HI204	n	qas	no	बरोन	inclusive
HI730	n	ddp	yes	twirp	conservative
HI1410	n	cds	no	पापारात्सी	inclusive
HI60	n	svp	no	आलस	conservative
HI566	n	pa	yes	बाबू	inclusive
HI509	n	re	no	libelous	inclusive
HI413	n	qas	no	किसानों	inclusive
HI86	n	an	no	मछली	inclusive
HI178	n	cds	no	बर्बर	conservative
HI542	n	an	no	कुत्तों	inclusive
HI1578	n	an	no	बत्तक	inclusive
HI68	n	cds	no	घपला	inclusive
HI1119	n	cds	no	चोरों	inclusive
HI311	n	an	no	बिजोन	inclusive
HI530	n	dmc	yes	chiseller	conservative
HI1254	n	cds	no	सुलेखक	conservative
HI1823	a	pa	yes	राजनीतिक	inclusive
HI119	n	cds	no	मूर्ख	inclusive
HI448	n	svp	no	घमंड	conservative
HI1929	n	cds	no	poltroon	conservative
HI76	n	ddp	yes	codswallop	conservative
HI901	n	cds	no	rafts	inclusive
HI1418	n	dmc	yes	गँवार	conservative
HI1160	n	ps	yes	ज्यु	inclusive
HI1499	n	ddp	yes	microcephalus	inclusive
HI1665	n	cds	no	bellyacher	conservative
HI1739	n	re	no	raptio	inclusive
HI1479	n	ps	yes	स्पेन अथवा पोतृगाल का वर्णसंकर	conservative
HI149	n	ddp	yes	मानसिक मंदता	inclusive
HI25	n	cds	no	कारक	inclusive
HI959	n	dmc	yes	विषयी	conservative
HI853	n	dmc	yes	मुनाफ़िक़	conservative
HI1260	n	om	no	महिलाओं	inclusive
HI1105	n	an	no	यूरेशियन ग्रिफोन	inclusive
HI743	n	cds	no	interfertility	inclusive
HI683	n	cds	no	बुज़दिली	conservative
HI856	n	om	no	रियर अंत	inclusive
HI446	n	cds	no	ग़रूर	conservative
HI820	n	re	no	दंडाभियोग	inclusive
HI1466	n	qas	no	शास्त्रीय लफ्फाजी	inclusive
HI1246	n	cds	no	प्रशिक्षक	inclusive
HI1118	n	re	no	चोरी	inclusive
HI503	n	asm	no	changeling	inclusive
HI1379	n	svp	no	कामुक	inclusive
HI1623	n	qas	no	मंगता	conservative
HI243	n	pr	no	सड़क लड़की	conservative
HI1534	n	cds	no	narcissist	inclusive
HI1298	n	cds	no	sassing	inclusive
HI1868	n	re	no	अत्याचार	inclusive
HI524	n	re	no	बदनाम करने वाला	conservative
HI271	n	ps	yes	बदू	inclusive
HI1441	n	an	no	shote	inclusive
HI391	n	ddp	yes	ferociousness	conservative
HI505	n	cds	no	changelings	inclusive
HI1308	n	cds	no	matcher	inclusive
HI1394	n	cds	no	माफिया	conservative
HI1348	n	cds	no	धनी प्राप्त करनेवाला	inclusive
HI1824	a	is	yes	दीन	inclusive
HI1127	n	pr	no	यौन सेवाओं	conservative
HI1047	n	cds	no	फासिज्म	conservative
HI345	n	re	no	बदमाश	conservative
HI1037	n	cds	no	कट्टरपंथियों	inclusive
HI753	n	ps	yes	पादप प्रजनन	inclusive
HI81	n	ddp	yes	अनपढ़	inclusive
HI1363	n	pr	no	पतंगे	inclusive
HI227	n	cds	no	हलवा सिर	conservative
HI1319	n	ddp	yes	मानसिक कमी है	inclusive
HI668	n	om	no	गाँडू	inclusive
HI998	n	re	no	जबरन वसूली	inclusive
HI796	n	pr	no	प्रेमिका	inclusive
HI1947	n	dmc	yes	treasonist	conservative
HI1922	n	cds	no	ज़रख़ीदी	inclusive
HI535	n	qas	no	कूड़ा	conservative
HI977	n	cds	no	दूती	inclusive
HI835	n	ps	yes	जेरी	conservative
HI5	n	svp	no	इच्छाशक्ति का अभाव या दोष	inclusive
HI1783	v	re	no	चुराना	inclusive
HI99	n	an	no	पशुओं	inclusive
HI1211	n	ddf	yes	निर्योग्यता	inclusive
HI117	n	an	no	विदूषक	conservative
HI1778	n	an	no	frogspawn है	inclusive
HI177	n	cds	no	गंवार	conservative
HI1355	n	ps	yes	मंगोली जातियाँ	inclusive
HI1933	n	re	no	निर्दयता	inclusive
HI1258	n	dmc	yes	अनैतिकता	inclusive
HI44	n	ddp	yes	बौद्धिक अशक्‍तता	inclusive
HI247	n	qas	no	मिथ्या	conservative
HI1128	n	pr	no	जॉन	conservative
HI37	n	qas	no	शौकीनी	conservative
HI1825	a	is	yes	गरीब	inclusive
HI1615	n	pa	yes	वैगन - चालक	inclusive
HI1956	n	cds	no	बटमार	inclusive
HI569	n	an	no	बकरी	inclusive
HI837	n	dmc	yes	गंदगी	conservative
HI1846	n	re	no	पीटा	inclusive
HI29	n	pa	yes	शिक्षाविदों	inclusive
HI748	n	ps	yes	crossbreed	inclusive
HI225	n	cds	no	pudden सिर	conservative
HI1921	n	dmc	yes	आवारगी	inclusive
HI728	n	asm	no	झटका बंद	conservative
HI146	n	ddp	yes	गप्पी	conservative
HI1373	n	an	no	खच्चर	inclusive
HI1102	v	asm	no	चोदना	conservative
HI1425	n	qas	no	ectoparasites	inclusive
HI764	n	or	no	योनी	conservative
HI1532	n	ddf	yes	छोटा सा व्यक्ति	conservative
HI23	n	re	no	वित्तीय करें	inclusive
HI160	n	cds	no	bawdyhouse	inclusive
HI1334	n	qas	no	मिश्रण	inclusive
HI218	n	an	no	लक्कड़	conservative
HI1640	n	or	no	आलू	inclusive
HI70	n	qas	no	आसार	inclusive
HI1221	n	ddp	yes	अतर्कसंगत	conservative
HI1406	n	om	no	paederasty	inclusive
HI1668	n	an	no	जूं	inclusive
HI563	n	cds	no	परिजनों समूह	inclusive
HI605	n	qas	no	कुल	inclusive
HI1736	n	or	no	ब्रेसिका rapa	inclusive
HI939	n	qas	no	अल्पज्ञ	conservative
HI451	n	an	no	git	conservative
HI1272	n	dmc	yes	वाक्छली	conservative
HI1436	a	dmc	yes	बुराई	conservative
HI460	n	cds	no	कामचोर	conservative
HI1271	n	dmc	yes	झूठा	conservative
HI506	n	asf	no	मति - मंद	conservative
HI695	n	cds	no	नगर निगम के कचरे	conservative
HI1032	n	cds	no	freemasonry	inclusive
HI461	n	is	yes	खलनायक	conservative
HI304	n	cds	no	विधि - बहिष्कृत	inclusive
HI1295	n	an	no	कीटों	inclusive
HI398	n	an	no	गाय	inclusive
HI1253	n	cds	no	रद्दी मेल	inclusive
HI122	n	an	no	knucklehead	conservative
HI117	n	cds	no	विदूषक	inclusive
HI1837	n	re	no	raper	conservative
HI1514	n	an	no	सीप	inclusive
HI506	n	ddp	yes	मति - मंद	conservative
HI1256	n	dmc	yes	बेईमान	conservative
HI1214	n	ddf	yes	विकलांग	inclusive
HI763	n	or	no	चूत	conservative
HI1505	n	pa	yes	sheepherder	inclusive
HI1283	n	cds	no	सूदखोर	inclusive
HI77	n	asf	no	folderol	conservative
HI228	n	ddp	yes	धोखा देना	conservative
HI1077	n	cds	no	सुगंधित - पार्कर	conservative
HI839	n	cds	no	मिट्टी	inclusive
HI76	n	asf	no	codswallop	conservative
HI224	n	an	no	अहमक़	conservative
HI979	n	cds	no	pimps	inclusive
